PO Line ID,Invoice Posting Date,IR Effective Quantity,IR Amount USD
"4791933368-2",2023-07-06 00:00:00.000,6.00,61.35
"4791933368-3",2023-07-06 00:00:00.000,6.00,48.60
"4791933368-4",2023-07-06 00:00:00.000,6.00,123.50
"4791933368-5",2023-07-06 00:00:00.000,1.00,112.88
"4791933368-6",2023-07-06 00:00:00.000,4.00,210.35
"4791933368-7",2023-07-06 00:00:00.000,5.00,99.60
"4791933368-8",2023-07-06 00:00:00.000,12.00,270.91
"4791933368-9",2023-07-06 00:00:00.000,12.00,358.56
"4791934061-10001",2023-10-09 00:00:00.000,1.00,566.24
"4791934061-10002",2023-10-09 00:00:00.000,1.00,560.50
"4791934061-10003",2023-10-09 00:00:00.000,1.00,216.56
"4791934061-10004",2023-10-09 00:00:00.000,1.00,95.54
"4791934061-10005",2023-10-09 00:00:00.000,1.00,356.68
"4791934061-10006",2023-10-09 00:00:00.000,1.00,124.84
"4791934061-10007",2023-10-09 00:00:00.000,1.00,95.54
"4791934061-10008",2023-10-09 00:00:00.000,1.00,95.54
"4791934061-10009",2023-10-09 00:00:00.000,1.00,191.08
"4791934259-10001",2023-10-05 00:00:00.000,1.00,2789.80
"4791934384-1",2023-11-15 00:00:00.000,2.00,281.49
"4791934384-2",2023-08-11 00:00:00.000,1.00,109.00
"4791934404-1",2023-06-27 00:00:00.000,42.00,293.15
"4791934404-2",2023-06-27 00:00:00.000,18.00,197.26
"4791934404-2",2023-07-12 00:00:00.000,24.00,267.72
"4791934404-3",2023-06-27 00:00:00.000,30.00,180.03
"4791934404-4",2023-06-27 00:00:00.000,100.00,303.32
"4791934404-5",2023-06-24 00:00:00.000,10.00,244.61
"4791934419-10001",2023-06-17 00:00:00.000,2.00,358.77
"4791934451-10001",2023-06-17 00:00:00.000,1.00,1956.94
"4791934591-1",2023-07-12 00:00:00.000,20.00,11.68
"4791934591-10",2023-06-30 00:00:00.000,10.00,13.04
"4791934591-11",2023-06-30 00:00:00.000,10.00,13.04
"4791934591-12",2023-06-30 00:00:00.000,5.00,38.45
"4791934591-2",2023-07-26 00:00:00.000,10.00,19.65
"4791934591-3",2023-06-30 00:00:00.000,1.00,148.29
"4791934591-4",2023-06-30 00:00:00.000,1.00,109.77
"4791934591-5",2023-07-12 00:00:00.000,5.00,38.44
"4791934591-6",2023-06-27 00:00:00.000,5.00,56.62
"4791934591-7",2023-06-27 00:00:00.000,8.00,16.54
"4791934591-7",2023-07-03 00:00:00.000,7.85,25.25
"4791934591-7",2023-09-05 00:00:00.000,10.00,20.41
"4791934591-8",2023-06-27 00:00:00.000,30.00,32.28
"4791934591-9",2023-07-03 00:00:00.000,50.00,16.93
"4791934597-1",2023-06-24 00:00:00.000,5.00,218.33
"4791934877-1",2023-06-16 00:00:00.000,1.00,65760.00
"4791934877-2",2023-06-16 00:00:00.000,1.00,94240.00
"4791934968-1",2023-07-08 00:00:00.000,1.00,263.44
"4791934968-10001",2023-07-08 00:00:00.000,1.00,896.41
"4791934968-2",2023-07-08 00:00:00.000,1.00,18.32
"4791935037-1",2023-06-26 00:00:00.000,5.00,1276.90
"4791935084-10001",2023-06-20 00:00:00.000,1.00,3997.39
"4791935084-10002",2023-06-20 00:00:00.000,1.00,920.07
"4791935084-10003",2023-06-20 00:00:00.000,1.00,363.96
"4791935084-10004",2023-06-20 00:00:00.000,2.00,472.84
"4791935200-10001",2023-06-17 00:00:00.000,1.00,1712.32
"4791935200-10002",2023-06-17 00:00:00.000,1.00,366.92
"4791935268-1",2023-10-19 00:00:00.000,1.00,294.64
"4791935268-10001",2023-10-19 00:00:00.000,1.00,388.53
"4791935268-10002",2023-10-19 00:00:00.000,1.00,415.60
"4791935387-1",2023-06-27 00:00:00.000,1.00,401.82
"4791935397-1",2023-06-24 00:00:00.000,2.00,178.91
"4791935451-1",2023-06-23 00:00:00.000,1.00,1839.53
"4791935451-2",2023-06-23 00:00:00.000,1.00,1252.44
"4791935451-3",2023-06-23 00:00:00.000,1.00,104.37
"4791936067-1",2023-12-05 00:00:00.000,2.00,1668.00
"4791937064-1",2023-06-26 00:00:00.000,1.00,42.40
"4791938809-1",2023-06-17 00:00:00.000,1.00,136.98
"4791938809-2",2023-06-17 00:00:00.000,1.00,9.78
"4791938862-1",2023-06-20 00:00:00.000,1110.00,2765.94
"4791938862-10",2023-06-20 00:00:00.000,2.00,97.82
"4791938862-2",2023-06-20 00:00:00.000,89.00,290.86
"4791938862-3",2023-06-20 00:00:00.000,260.00,1085.45
"4791938862-4",2023-06-20 00:00:00.000,218.00,366.88
"4791938862-5",2023-06-20 00:00:00.000,108.00,181.76
"4791938862-6",2023-06-20 00:00:00.000,6.00,50.88
"4791938862-7",2023-06-20 00:00:00.000,27.00,1320.58
"4791938862-8",2023-06-20 00:00:00.000,1.00,101.76
"4791938862-9",2023-06-20 00:00:00.000,7.00,37.76
"4791938983-10001",2023-08-18 00:00:00.000,1.00,226.37
"4791939027-1",2023-06-15 00:00:00.000,1.00,1340.95
"4791939173-1",2023-06-27 00:00:00.000,1.00,150.49
"4791939177-1",2023-06-23 00:00:00.000,1.00,13525.00
"4791939221-1",2023-06-23 00:00:00.000,1.00,13525.00
"4791939408-1",2023-07-08 00:00:00.000,1.00,532.96
"4791939408-10001",2023-07-08 00:00:00.000,1.00,449.86
"4791939564-10001",2023-06-22 00:00:00.000,1.00,5654.91
"4791939564-10002",2023-06-22 00:00:00.000,1.00,305.46
"4791939604-1",2023-08-11 00:00:00.000,1.00,150.21
"4791939604-1",2023-11-15 00:00:00.000,1.00,140.74
"4791939604-2",2023-07-12 00:00:00.000,1.00,106.47
"4791939635-10001",2023-06-17 00:00:00.000,1.00,31.25
"4791939653-1",2023-07-11 00:00:00.000,2.00,38.62
"4791939653-10001",2023-07-11 00:00:00.000,1.00,6.17
"4791939653-2",2023-07-11 00:00:00.000,2.00,33.47
"4791939653-4",2023-07-11 00:00:00.000,1.00,133.66
"4791939664-1",2023-06-15 00:00:00.000,1.00,231.57
"4791939664-2",2023-06-15 00:00:00.000,1.00,44.35
"4791939719-1",2023-06-20 00:00:00.000,7.00,519.75
"4791939826-1",2023-06-16 00:00:00.000,21.00,273.97
"4791939909-1",2023-07-13 00:00:00.000,2.00,424.96
"4791939909-2",2023-07-13 00:00:00.000,4.00,491.36
"4791939909-3",2023-07-13 00:00:00.000,2.00,424.96
"4791940249-10002",2023-08-22 00:00:00.000,1.00,766.87
"4791940664-4",2023-06-21 00:00:00.000,2.00,79.89
"4791940664-6",2023-06-21 00:00:00.000,1.00,39.94
"4791940664-7",2023-06-21 00:00:00.000,6.00,239.68
"4791940664-9",2023-06-21 00:00:00.000,8.00,518.56
"4791941461-1",2023-07-12 00:00:00.000,1.00,136.12
"4791941461-2",2023-07-12 00:00:00.000,1.00,126.16
"4791942293-1",2023-11-17 00:00:00.000,1.00,18.36
"4791942317-10001",2023-07-26 00:00:00.000,1.00,7407.03
"4791942405-1",2023-06-19 00:00:00.000,1.00,97.78
"4791942405-2",2023-06-19 00:00:00.000,1.00,10.53
"4791942425-1",2024-04-03 00:00:00.000,1.00,1114.45
"4791942425-2",2024-04-03 00:00:00.000,1.00,139.26
"4791942425-3",2024-04-03 00:00:00.000,4.00,470.44
"4791942425-4",2024-04-03 00:00:00.000,2.00,5.22
"4791942425-5",2024-04-03 00:00:00.000,1.00,1917.49
"4791942425-6",2024-04-03 00:00:00.000,2.00,14.52
"4791942425-7",2024-04-03 00:00:00.000,1.00,52.80
"4791942425-8",2024-04-03 00:00:00.000,1.00,26.40
"4791942425-9",2024-04-03 00:00:00.000,1.00,132.01
"4791942448-10001",2023-06-20 00:00:00.000,1.00,38.66
"4791942457-1",2023-06-20 00:00:00.000,4.50,1309.19
"4791942457-2",2023-06-20 00:00:00.000,1.50,44.03
"4791942457-3",2023-06-20 00:00:00.000,4.50,493.15
"4791942457-4",2023-06-20 00:00:00.000,1.50,44.03
"4791942458-1",2023-06-16 00:00:00.000,2.00,68.36
"4791942458-2",2023-06-16 00:00:00.000,2.00,91.49
"4791942458-3",2023-06-16 00:00:00.000,1.00,22.50
"4791942458-4",2023-06-16 00:00:00.000,1.00,70.45
"4791942458-5",2023-06-16 00:00:00.000,1.00,22.83
"4791942487-1",2023-07-29 00:00:00.000,1.00,295.48
"4791942487-2",2023-07-29 00:00:00.000,1.00,466.79
"4791942487-3",2023-07-29 00:00:00.000,1.00,417.66
"4791942487-4",2023-07-29 00:00:00.000,1.00,1130.81
"4791942487-5",2023-07-29 00:00:00.000,1.00,351.26
"4791942487-6",2023-07-29 00:00:00.000,1.00,630.14
"4791942487-7",2023-07-29 00:00:00.000,1.00,3906.37
"4791942493-1",2023-07-20 00:00:00.000,20.00,4600.00
"4791942605-1",2023-08-05 00:00:00.000,1.00,800.19
"4791942605-10001",2023-08-05 00:00:00.000,1.00,132.56
"4791942605-10002",2023-08-05 00:00:00.000,1.00,88.37
"4791942605-10003",2023-08-05 00:00:00.000,1.00,10.19
"4791942607-1",2023-06-28 00:00:00.000,1.00,2276.82
"4791942607-2",2023-06-28 00:00:00.000,1.00,78.27
"4791942809-10001",2023-09-27 00:00:00.000,1.00,206.05
"4791942859-1",2023-11-15 00:00:00.000,2.00,281.49
"4791943156-10001",2023-06-27 00:00:00.000,1.00,1340.50
"4791943218-1",2023-07-28 00:00:00.000,12.00,338.88
"4791943381-10001",2023-11-08 00:00:00.000,1.00,2608.28
"4791943395-10001",2023-07-06 00:00:00.000,1.00,579.01
"4791943398-10001",2023-06-23 00:00:00.000,1.00,8416.17
"4791944931-1",2023-11-30 00:00:00.000,2.00,6484.00
"4791944931-2",2023-11-30 00:00:00.000,1.00,3160.00
"4791945990-10001",2023-09-02 00:00:00.000,2.00,579.52
"4791946208-10001",2023-07-06 00:00:00.000,1.00,545.15
"4791946288-1",2023-06-17 00:00:00.000,1.00,2918.89
"4791946298-10001",2023-06-20 00:00:00.000,1.00,547.94
"4791946335-10001",2023-06-20 00:00:00.000,1.00,163.07
"4791946342-10001",2023-06-21 00:00:00.000,1.00,207.55
"4791946360-1",2023-06-19 00:00:00.000,1.00,115.80
"4791946360-2",2023-06-19 00:00:00.000,1.00,87.38
"4791946403-10001",2023-06-21 00:00:00.000,1.00,417.91
"4791946434-10001",2023-07-20 00:00:00.000,1.00,1492.73
"4791946443-1",2023-07-07 00:00:00.000,31.00,238.97
"4791946443-2",2023-07-07 00:00:00.000,31.00,464.17
"4791946443-3",2023-07-07 00:00:00.000,31.00,464.17
"4791946553-10001",2023-06-20 00:00:00.000,1.00,1187.21
"4791946553-2",2023-06-20 00:00:00.000,16.00,46.96
"4791946553-3",2023-06-20 00:00:00.000,4.00,19.51
"4791946560-1",2023-08-03 00:00:00.000,3.00,12.52
"4791946560-10",2023-08-03 00:00:00.000,4.00,15.11
"4791946560-100",2023-08-03 00:00:00.000,4.00,25.04
"4791946560-101",2023-08-03 00:00:00.000,4.00,56.64
"4791946560-102",2023-08-03 00:00:00.000,4.00,28.17
"4791946560-103",2023-08-03 00:00:00.000,4.00,61.07
"4791946560-104",2023-08-03 00:00:00.000,2.00,31.59
"4791946560-105",2023-08-03 00:00:00.000,2.00,66.51
"4791946560-106",2023-08-03 00:00:00.000,2.00,45.79
"4791946560-107",2023-08-03 00:00:00.000,2.00,95.96
"4791946560-108",2023-08-03 00:00:00.000,30.00,65.26
"4791946560-109",2023-08-03 00:00:00.000,15.00,32.63
"4791946560-11",2023-08-03 00:00:00.000,3.00,8.97
"4791946560-110",2023-08-03 00:00:00.000,6.00,12.92
"4791946560-12",2023-08-03 00:00:00.000,2.00,14.33
"4791946560-13",2023-08-03 00:00:00.000,3.00,19.37
"4791946560-14",2023-08-03 00:00:00.000,3.00,32.26
"4791946560-15",2023-08-03 00:00:00.000,2.00,19.08
"4791946560-16",2023-08-03 00:00:00.000,6.00,9.34
"4791946560-17",2023-08-03 00:00:00.000,6.00,11.09
"4791946560-18",2023-08-03 00:00:00.000,4.00,10.52
"4791946560-19",2023-08-03 00:00:00.000,6.00,10.44
"4791946560-2",2023-08-03 00:00:00.000,3.00,10.72
"4791946560-20",2023-08-03 00:00:00.000,3.00,8.87
"4791946560-21",2023-08-03 00:00:00.000,1.00,18.50
"4791946560-22",2023-08-03 00:00:00.000,1.00,44.77
"4791946560-23",2023-08-03 00:00:00.000,6.00,8.60
"4791946560-24",2023-08-03 00:00:00.000,6.00,13.25
"4791946560-25",2023-08-03 00:00:00.000,6.00,18.80
"4791946560-26",2023-08-03 00:00:00.000,4.00,15.30
"4791946560-27",2023-08-03 00:00:00.000,3.00,21.49
"4791946560-28",2023-08-03 00:00:00.000,2.00,21.98
"4791946560-29",2023-08-03 00:00:00.000,1.00,12.53
"4791946560-3",2023-08-03 00:00:00.000,3.00,6.26
"4791946560-30",2023-08-03 00:00:00.000,1.00,22.09
"4791946560-31",2023-08-03 00:00:00.000,6.00,7.38
"4791946560-32",2023-08-03 00:00:00.000,6.00,7.91
"4791946560-33",2023-08-03 00:00:00.000,6.00,10.27
"4791946560-34",2023-08-03 00:00:00.000,4.00,11.96
"4791946560-35",2023-08-03 00:00:00.000,2.00,8.61
"4791946560-36",2023-08-03 00:00:00.000,1.00,9.55
"4791946560-37",2023-08-03 00:00:00.000,2.00,6.87
"4791946560-38",2023-08-03 00:00:00.000,3.00,75.23
"4791946560-39",2023-08-03 00:00:00.000,3.00,37.60
"4791946560-4",2023-08-03 00:00:00.000,3.00,16.11
"4791946560-40",2023-08-03 00:00:00.000,3.00,26.92
"4791946560-41",2023-08-03 00:00:00.000,3.00,20.65
"4791946560-42",2023-08-03 00:00:00.000,3.00,24.71
"4791946560-43",2023-08-03 00:00:00.000,3.00,27.08
"4791946560-44",2023-08-03 00:00:00.000,3.00,34.60
"4791946560-45",2023-08-03 00:00:00.000,3.00,41.19
"4791946560-46",2023-08-03 00:00:00.000,3.00,21.33
"4791946560-47",2023-08-03 00:00:00.000,3.00,17.57
"4791946560-48",2023-08-03 00:00:00.000,3.00,37.74
"4791946560-49",2023-08-03 00:00:00.000,6.00,8.81
"4791946560-5",2023-08-03 00:00:00.000,3.00,8.97
"4791946560-50",2023-08-03 00:00:00.000,4.00,6.17
"4791946560-51",2023-08-03 00:00:00.000,3.00,5.58
"4791946560-52",2023-08-03 00:00:00.000,3.00,10.21
"4791946560-53",2023-08-03 00:00:00.000,2.00,10.74
"4791946560-54",2023-08-03 00:00:00.000,2.00,12.50
"4791946560-55",2023-08-03 00:00:00.000,2.00,14.42
"4791946560-56",2023-08-03 00:00:00.000,2.00,3.72
"4791946560-57",2023-08-03 00:00:00.000,2.00,24.03
"4791946560-58",2023-08-03 00:00:00.000,2.00,7.17
"4791946560-59",2023-08-03 00:00:00.000,1.00,7.05
"4791946560-6",2023-08-03 00:00:00.000,3.00,17.74
"4791946560-60",2023-08-03 00:00:00.000,4.00,12.64
"4791946560-61",2023-08-03 00:00:00.000,4.00,12.42
"4791946560-62",2023-08-03 00:00:00.000,4.00,16.47
"4791946560-63",2023-08-03 00:00:00.000,2.00,8.98
"4791946560-64",2023-08-03 00:00:00.000,2.00,18.39
"4791946560-65",2023-08-03 00:00:00.000,1.00,17.94
"4791946560-66",2023-08-03 00:00:00.000,4.00,12.67
"4791946560-67",2023-08-03 00:00:00.000,4.00,16.69
"4791946560-68",2023-08-03 00:00:00.000,4.00,19.08
"4791946560-69",2023-08-03 00:00:00.000,4.00,31.13
"4791946560-7",2023-08-03 00:00:00.000,2.00,11.96
"4791946560-70",2023-08-03 00:00:00.000,2.00,25.16
"4791946560-71",2023-08-03 00:00:00.000,2.00,59.70
"4791946560-72",2023-08-03 00:00:00.000,2.00,13.54
"4791946560-73",2023-08-03 00:00:00.000,4.00,6.68
"4791946560-74",2023-08-03 00:00:00.000,4.00,7.45
"4791946560-75",2023-08-03 00:00:00.000,4.00,7.45
"4791946560-76",2023-08-03 00:00:00.000,4.00,12.18
"4791946560-77",2023-08-03 00:00:00.000,4.00,17.43
"4791946560-78",2023-08-03 00:00:00.000,2.00,50.50
"4791946560-79",2023-08-03 00:00:00.000,2.00,5.91
"4791946560-8",2023-08-03 00:00:00.000,1.00,10.87
"4791946560-80",2023-08-03 00:00:00.000,2.00,23.92
"4791946560-81",2023-08-03 00:00:00.000,2.00,3.61
"4791946560-82",2023-08-03 00:00:00.000,2.00,15.52
"4791946560-83",2023-08-03 00:00:00.000,2.00,14.33
"4791946560-84",2023-08-03 00:00:00.000,2.00,28.89
"4791946560-85",2023-08-03 00:00:00.000,2.00,11.96
"4791946560-86",2023-08-03 00:00:00.000,2.00,11.62
"4791946560-87",2023-08-03 00:00:00.000,2.00,13.50
"4791946560-88",2023-08-03 00:00:00.000,2.00,11.21
"4791946560-89",2023-08-03 00:00:00.000,2.00,15.52
"4791946560-9",2023-08-03 00:00:00.000,1.00,15.52
"4791946560-90",2023-08-03 00:00:00.000,2.00,15.52
"4791946560-91",2023-08-03 00:00:00.000,2.00,16.72
"4791946560-92",2023-08-03 00:00:00.000,2.00,23.92
"4791946560-93",2023-08-03 00:00:00.000,2.00,16.72
"4791946560-94",2023-08-03 00:00:00.000,2.00,12.64
"4791946560-95",2023-08-03 00:00:00.000,2.00,12.18
"4791946560-96",2023-08-03 00:00:00.000,2.00,15.90
"4791946560-97",2023-08-03 00:00:00.000,2.00,21.67
"4791946560-98",2023-08-03 00:00:00.000,4.00,24.88
"4791946560-99",2023-08-03 00:00:00.000,4.00,54.52
"4791946593-1",2023-11-19 00:00:00.000,1.00,206.21
"4791946622-10001",2023-09-06 00:00:00.000,1.00,6147.58
"4791946883-1",2023-07-07 00:00:00.000,30.00,318.72
"4791946890-10001",2023-07-05 00:00:00.000,1.00,4322.33
"4791946952-1",2023-06-24 00:00:00.000,20.00,127.20
"4791946952-2",2023-06-24 00:00:00.000,20.00,127.20
"4791946953-1",2023-06-24 00:00:00.000,30.00,105.28
"4791946988-1",2023-07-07 00:00:00.000,30.00,69.72
"4791946988-2",2023-07-07 00:00:00.000,30.00,69.72
"4791947021-1",2023-07-07 00:00:00.000,30.00,278.88
"4791947021-2",2023-07-07 00:00:00.000,30.00,260.29
"4791947056-1",2023-06-30 00:00:00.000,30000.00,58500.00
"4791947061-1",2023-07-07 00:00:00.000,30.00,69.72
"4791947061-2",2023-07-07 00:00:00.000,30.00,69.72
"4791947109-1",2023-07-07 00:00:00.000,30.00,268.92
"4791947149-1",2023-07-07 00:00:00.000,30.00,278.88
"4791947149-2",2023-07-07 00:00:00.000,30.00,278.88
"4791947149-3",2023-07-07 00:00:00.000,30.00,268.92
"4791947149-6",2023-07-07 00:00:00.000,30.00,298.80
"4791947201-1",2023-07-01 00:00:00.000,1.00,1445.47
"4791947201-2",2023-07-01 00:00:00.000,1.00,1007.95
"4791947215-10001",2023-07-01 00:00:00.000,1.00,1274.90
"4791947249-1",2023-07-01 00:00:00.000,20.00,652.58
"4791947249-2",2023-07-01 00:00:00.000,4.00,248.95
"4791947249-3",2023-07-01 00:00:00.000,1.00,129.48
"4791947249-4",2023-07-01 00:00:00.000,1.00,160.15
"4791947249-5",2023-07-01 00:00:00.000,6.00,524.26
"4791947249-6",2023-07-01 00:00:00.000,6.00,18.64
"4791947466-1",2023-06-24 00:00:00.000,1.00,309.19
"4791947466-2",2023-06-24 00:00:00.000,1.00,13.75
"4791947595-1",2023-08-03 00:00:00.000,3.00,1031.54
"4791947595-2",2023-08-03 00:00:00.000,3.00,1266.48
"4791947595-3",2023-08-03 00:00:00.000,1.00,27.53
"4791947765-10001",2023-06-30 00:00:00.000,1.00,4059.00
"4791947766-10001",2023-08-03 00:00:00.000,1.00,3890.00
"4791947766-10002",2023-08-03 00:00:00.000,1.00,2419.00
"4791947780-10001",2025-01-20 00:00:00.000,1.00,950.00
"4791947780-10002",2025-01-20 00:00:00.000,1.00,569.00
"4791947782-10001",2023-06-29 00:00:00.000,1.00,2850.00
"4791947782-10002",2023-06-29 00:00:00.000,1.00,1850.00
"4791947786-10001",2023-06-29 00:00:00.000,1.00,950.00
"4791947786-10002",2023-06-29 00:00:00.000,1.00,569.00
"4791948619-10001",2023-06-26 00:00:00.000,1.00,234.83
"4791948619-10002",2023-06-26 00:00:00.000,1.00,293.54
"4791948619-3",2023-06-26 00:00:00.000,1.00,10.60
"4791949949-10001",2023-06-25 00:00:00.000,1.00,1074.12
"4791950166-10001",2023-06-20 00:00:00.000,1.00,273.97
"4791950166-2",2023-06-20 00:00:00.000,2.00,9.75
"4791950166-3",2023-06-20 00:00:00.000,2.00,5.87
"4791950168-10001",2023-08-25 00:00:00.000,1.00,446.92
"4791950168-10002",2023-08-25 00:00:00.000,1.00,41.89
"4791950168-10003",2023-08-25 00:00:00.000,1.00,29.32
"4791950301-1",2023-06-24 00:00:00.000,4.00,429.71
"4791950405-1",2023-07-01 00:00:00.000,1.00,1445.47
"4791950405-2",2023-07-01 00:00:00.000,1.00,974.93
"4791950431-10001",2023-06-27 00:00:00.000,1.00,572.36
"4791950431-10002",2023-06-27 00:00:00.000,1.00,169.58
"4791950483-1",2023-07-03 00:00:00.000,30.00,458.16
"4791950675-1",2023-07-03 00:00:00.000,2.00,156.12
"4791950675-2",2023-07-03 00:00:00.000,2.00,142.08
"4791950684-1",2023-07-12 00:00:00.000,1.00,181.80
"4791951181-1",2023-07-22 00:00:00.000,2.00,212.94
"4791951181-2",2023-07-22 00:00:00.000,2.00,212.94
"4791951181-3",2023-07-22 00:00:00.000,1.00,106.47
"4791951181-4",2023-07-22 00:00:00.000,1.00,106.47
"4791951181-5",2023-07-22 00:00:00.000,2.00,212.94
"4791953159-1",2023-06-22 00:00:00.000,1.00,489.23
"4791953159-1",2023-07-28 00:00:00.000,19.00,9462.15
"4791953228-1",2023-07-06 00:00:00.000,30.00,59.76
"4791953228-2",2023-07-06 00:00:00.000,30.00,59.76
"4791953231-1",2023-07-04 00:00:00.000,30.00,239.04
"4791953641-1",2023-06-24 00:00:00.000,5.00,86.33
"4791953641-2",2023-06-26 00:00:00.000,1.00,17.26
"4791953641-3",2023-06-24 00:00:00.000,1.00,111.40
"4791953641-4",2023-06-24 00:00:00.000,1.00,111.40
"4791953641-5",2023-06-24 00:00:00.000,1.00,111.40
"4791953707-1",2023-07-04 00:00:00.000,30.00,149.40
"4791953784-1",2023-06-17 00:00:00.000,9.00,193.73
"4791953909-1",2023-06-18 00:00:00.000,1.00,117.41
"4791953909-2",2023-06-18 00:00:00.000,1.00,14.35
"4791953909-3",2023-06-18 00:00:00.000,1.00,7.17
"4791953909-4",2023-06-18 00:00:00.000,100.00,143.50
"4791953912-1",2023-07-01 00:00:00.000,1.00,1684.99
"4791953912-2",2023-07-01 00:00:00.000,1.00,110.88
"4791953926-10001",2023-06-28 00:00:00.000,1.00,570.77
"4791953926-2",2023-06-28 00:00:00.000,10.00,29.35
"4791953929-1",2023-06-29 00:00:00.000,2.00,156.55
"4791953929-2",2023-06-29 00:00:00.000,1.00,313.11
"4791953929-3",2023-06-29 00:00:00.000,2.00,91.32
"4791953929-4",2023-06-29 00:00:00.000,4.00,169.60
"4791953929-5",2023-06-29 00:00:00.000,1.00,287.01
"4791953929-6",2023-06-29 00:00:00.000,1.00,208.74
"4791953929-7",2023-06-29 00:00:00.000,1.00,120.67
"4791953929-8",2023-06-29 00:00:00.000,2.00,300.06
"4791953933-10001",2023-06-22 00:00:00.000,1.00,182.64
"4791953933-2",2023-06-22 00:00:00.000,1.00,2.93
"4791953973-10001",2023-06-25 00:00:00.000,1.00,267.90
"4791953973-10002",2023-08-01 00:00:00.000,1.00,288.50
"4791954025-1",2023-07-06 00:00:00.000,2.00,857.90
"4791954055-1",2023-06-27 00:00:00.000,6.00,354.32
"4791954055-2",2023-06-27 00:00:00.000,1.00,59.06
"4791954055-3",2023-08-03 00:00:00.000,1.00,61.54
"4791954055-4",2023-06-27 00:00:00.000,4.00,236.21
"4791954055-4",2023-08-03 00:00:00.000,4.00,246.17
"4791954073-1",2023-07-21 00:00:00.000,1.00,81.48
"4791954073-2",2023-07-21 00:00:00.000,1.00,277.88
"4791954073-3",2023-07-21 00:00:00.000,1.00,85.57
"4791954073-4",2023-07-21 00:00:00.000,1.00,206.17
"4791954100-10001",2023-07-01 00:00:00.000,1.00,956.17
"4791954103-10001",2023-06-16 00:00:00.000,1.00,459.55
"4791954269-1",2023-07-07 00:00:00.000,30.00,1095.61
"4791954285-1",2023-07-20 00:00:00.000,2.00,274.26
"4791954285-2",2023-07-20 00:00:00.000,1.00,29.88
"4791954285-3",2023-07-20 00:00:00.000,2.00,40.45
"4791954285-4",2023-07-20 00:00:00.000,2.00,18.18
"4791954285-5",2023-07-20 00:00:00.000,4.00,45.65
"4791954285-6",2023-07-20 00:00:00.000,4.00,16.73
"4791954304-1",2023-08-03 00:00:00.000,2.00,237.25
"4791954304-2",2023-08-03 00:00:00.000,3.00,463.86
"4791954304-3",2023-08-03 00:00:00.000,2.00,19.44
"4791954304-4",2023-08-03 00:00:00.000,2.00,50.10
"4791954304-5",2023-08-03 00:00:00.000,3.00,25.43
"4791954304-6",2023-08-03 00:00:00.000,3.00,55.18
"4791954451-1",2023-07-07 00:00:00.000,30.00,318.72
"4791954559-1",2023-08-17 00:00:00.000,12.00,1957.92
"4791954571-10",2023-07-07 00:00:00.000,30.00,227.09
"4791954571-11",2023-07-07 00:00:00.000,30.00,227.09
"4791954571-12",2023-07-07 00:00:00.000,30.00,227.09
"4791954571-13",2023-07-07 00:00:00.000,30.00,278.88
