PO Line ID,GR Posting Date,GR Effective Quantity
"4582597164-2",2023-11-20 00:00:00.000,5.00
"4582597164-3",2023-11-20 00:00:00.000,3.00
"4582597164-4",2023-11-20 00:00:00.000,2.00
"4582597164-5",2023-11-20 00:00:00.000,5.00
"4582597164-6",2023-11-20 00:00:00.000,5.00
"4582597164-7",2023-11-20 00:00:00.000,5.00
"4582597164-8",2023-11-20 00:00:00.000,4.00
"4582597164-9",2023-11-20 00:00:00.000,2.00
"4582599159-6",2023-10-18 00:00:00.000,0.00
"4582599159-6",2023-10-25 00:00:00.000,2.00
"4582601444-1",2023-10-26 00:00:00.000,0.00
"4582601444-1",2023-10-31 00:00:00.000,10.00
"4582601653-1",2024-02-16 00:00:00.000,0.00
"4582601653-1",2024-02-22 00:00:00.000,1.00
"4582601653-2",2024-02-16 00:00:00.000,0.00
"4582601653-2",2024-02-22 00:00:00.000,3.00
"4582601653-4",2024-01-09 00:00:00.000,0.00
"4582601653-4",2024-01-17 00:00:00.000,3.00
"4582602365-13",2023-10-23 00:00:00.000,0.00
"4582602365-13",2023-10-30 00:00:00.000,100.00
"4582602365-14",2023-10-27 00:00:00.000,0.00
"4582602365-14",2023-11-09 00:00:00.000,25.00
"4582602365-15",2023-10-27 00:00:00.000,0.00
"4582602365-15",2023-11-09 00:00:00.000,1.00
"4582602365-16",2023-11-10 00:00:00.000,0.00
"4582602365-16",2023-11-20 00:00:00.000,1.00
"4582602483-1",2023-10-31 00:00:00.000,3.00
"4582602563-6",2023-11-10 00:00:00.000,0.00
"4582602563-6",2023-11-27 00:00:00.000,2.00
"4582602568-13",2023-10-27 00:00:00.000,0.00
"4582602568-13",2023-11-09 00:00:00.000,2.00
"4582602568-13",2024-01-05 00:00:00.000,0.00
"4582602568-13",2024-01-29 00:00:00.000,10.00
"4582602568-14",2024-01-05 00:00:00.000,0.00
"4582602568-14",2024-01-24 00:00:00.000,10.00
"4582602568-14",2024-01-29 00:00:00.000,1.00
"4582603330-13",2023-10-23 00:00:00.000,0.00
"4582603330-13",2023-11-03 00:00:00.000,1.00
"4582603448-1",2023-10-16 00:00:00.000,0.00
"4582603448-1",2023-10-27 00:00:00.000,1.00
"4582603448-2",2023-10-16 00:00:00.000,0.00
"4582603448-2",2023-10-27 00:00:00.000,1.00
"4582603448-3",2023-10-16 00:00:00.000,0.00
"4582603448-3",2023-10-27 00:00:00.000,1.00
"4582603448-4",2023-10-16 00:00:00.000,0.00
"4582603448-4",2023-10-27 00:00:00.000,1.00
"4582603448-5",2023-10-16 00:00:00.000,0.00
"4582603448-5",2023-10-27 00:00:00.000,1.00
"4582603448-6",2023-10-16 00:00:00.000,0.00
"4582603448-6",2023-10-27 00:00:00.000,1.00
"4582603448-7",2023-10-16 00:00:00.000,0.00
"4582603448-7",2023-10-27 00:00:00.000,1.00
"4582604102-1",2023-10-26 00:00:00.000,0.00
"4582604102-1",2023-10-31 00:00:00.000,1.00
"4582604102-2",2023-10-26 00:00:00.000,0.00
"4582604102-2",2023-10-31 00:00:00.000,25.00
"4582604102-3",2023-10-26 00:00:00.000,0.00
"4582604102-3",2023-10-31 00:00:00.000,15.00
"4582604183-1",2023-10-20 00:00:00.000,0.00
"4582604183-1",2023-11-09 00:00:00.000,1.00
"4582604183-2",2023-10-20 00:00:00.000,0.00
"4582604183-2",2023-11-09 00:00:00.000,1.00
"4582604183-3",2023-10-27 00:00:00.000,0.00
"4582604183-3",2023-11-13 00:00:00.000,1.00
"4582604183-4",2023-10-27 00:00:00.000,0.00
"4582604183-4",2023-11-13 00:00:00.000,10.00
"4582604183-5",2023-10-27 00:00:00.000,0.00
"4582604183-5",2023-11-13 00:00:00.000,5.00
"4582604183-6",2023-10-27 00:00:00.000,0.00
"4582604183-6",2023-11-13 00:00:00.000,10.00
"4582604183-7",2023-10-27 00:00:00.000,0.00
"4582604183-7",2023-11-13 00:00:00.000,10.00
"4582606461-1",2023-11-20 00:00:00.000,0.00
"4582606461-1",2023-11-30 00:00:00.000,5.00
"4582608674-1",2024-01-10 00:00:00.000,0.00
"4582608674-1",2024-01-18 00:00:00.000,3.00
"4582608674-2",2023-12-07 00:00:00.000,0.00
"4582608674-2",2023-12-12 00:00:00.000,150.00
"4582608674-3",2023-12-07 00:00:00.000,0.00
"4582608674-3",2023-12-12 00:00:00.000,5.00
"4582608674-4",2023-12-07 00:00:00.000,0.00
"4582608674-4",2023-12-12 00:00:00.000,45.00
"4582608674-5",2023-10-26 00:00:00.000,0.00
"4582608674-5",2023-10-31 00:00:00.000,100.00
"4582608674-6",2023-12-07 00:00:00.000,0.00
"4582608674-6",2023-12-12 00:00:00.000,300.00
"4582608863-1",2023-10-20 00:00:00.000,1000.00
"4582608863-2",2023-10-20 00:00:00.000,1000.00
"4582608863-3",2023-10-20 00:00:00.000,1000.00
"4582608863-4",2023-10-20 00:00:00.000,1000.00
"4582608863-5",2023-10-20 00:00:00.000,1000.00
"4582608863-6",2023-10-20 00:00:00.000,1000.00
"4582608904-1",2023-11-15 00:00:00.000,0.00
"4582608904-1",2023-11-24 00:00:00.000,5.00
"4582608904-1",2024-01-17 00:00:00.000,0.00
"4582608904-1",2024-01-23 00:00:00.000,1.00
"4582608904-2",2023-11-08 00:00:00.000,0.00
"4582608904-2",2023-11-17 00:00:00.000,2.00
"4582608967-1",2023-10-16 00:00:00.000,1.00
"4582608967-2",2023-10-16 00:00:00.000,1.00
"4582610558-1",2023-11-20 00:00:00.000,0.00
"4582610558-1",2023-11-30 00:00:00.000,6.00
"4582610558-2",2023-11-20 00:00:00.000,0.00
"4582610558-2",2023-11-30 00:00:00.000,110.00
"4582610558-3",2023-11-20 00:00:00.000,0.00
"4582610558-3",2023-11-30 00:00:00.000,8.00
"4582610558-4",2023-11-20 00:00:00.000,0.00
"4582610558-4",2023-11-30 00:00:00.000,109.00
"4582610558-5",2023-11-20 00:00:00.000,0.00
"4582610558-5",2023-11-30 00:00:00.000,109.00
"4582610558-6",2023-12-07 00:00:00.000,0.00
"4582610558-6",2023-12-12 00:00:00.000,100.00
"4582610558-7",2023-11-20 00:00:00.000,0.00
"4582610558-7",2023-11-30 00:00:00.000,50.00
"4582610558-8",2023-12-07 00:00:00.000,0.00
"4582610558-8",2023-12-12 00:00:00.000,500.00
"4582610747-1",2024-01-31 00:00:00.000,0.00
"4582610747-1",2024-02-23 00:00:00.000,1.00
"4582610748-1",2023-10-27 00:00:00.000,0.00
"4582610748-1",2023-11-13 00:00:00.000,2.00
"4582610748-2",2023-10-27 00:00:00.000,0.00
"4582610748-2",2023-11-13 00:00:00.000,3.00
"4582610748-3",2023-10-27 00:00:00.000,0.00
"4582610748-3",2023-11-13 00:00:00.000,5.00
"4582610748-4",2023-10-27 00:00:00.000,0.00
"4582610748-4",2023-11-13 00:00:00.000,5.00
"4582611706-1",2024-06-13 00:00:00.000,0.00
"4582611706-1",2024-06-19 00:00:00.000,1.00
"4582611719-1",2023-10-27 00:00:00.000,0.00
"4582611719-1",2023-11-07 00:00:00.000,1.00
"4582611737-13",2023-11-28 00:00:00.000,0.00
"4582611737-13",2023-12-05 00:00:00.000,120.00
"4582611737-14",2023-11-03 00:00:00.000,0.00
"4582611737-14",2023-11-08 00:00:00.000,60.00
"4582611737-15",2024-04-06 00:00:00.000,0.00
"4582611737-15",2024-04-16 00:00:00.000,10.00
"4582611738-1",2023-11-28 00:00:00.000,0.00
"4582611738-1",2023-12-07 00:00:00.000,0.00
"4582611738-1",2023-12-08 00:00:00.000,5.00
"4582611738-1",2023-12-12 00:00:00.000,1.00
"4582611738-10",2023-12-07 00:00:00.000,0.00
"4582611738-10",2023-12-12 00:00:00.000,1.00
"4582611738-11",2023-11-20 00:00:00.000,0.00
"4582611738-11",2023-11-30 00:00:00.000,1.00
"4582611738-12",2023-12-07 00:00:00.000,0.00
"4582611738-12",2023-12-12 00:00:00.000,1.00
"4582611738-13",2023-12-07 00:00:00.000,0.00
"4582611738-13",2023-12-12 00:00:00.000,4.00
"4582611738-14",2023-12-07 00:00:00.000,0.00
"4582611738-14",2023-12-12 00:00:00.000,2.00
"4582611738-15",2024-02-09 00:00:00.000,0.00
"4582611738-15",2024-02-26 00:00:00.000,1.00
"4582611738-17",2023-12-07 00:00:00.000,0.00
"4582611738-17",2023-12-12 00:00:00.000,1.00
"4582611738-18",2023-12-07 00:00:00.000,0.00
"4582611738-18",2023-12-12 00:00:00.000,12.00
"4582611738-19",2023-12-07 00:00:00.000,0.00
"4582611738-19",2023-12-12 00:00:00.000,1.00
"4582611738-2",2024-01-23 00:00:00.000,0.00
"4582611738-2",2024-02-01 00:00:00.000,1.00
"4582611738-20",2023-12-07 00:00:00.000,0.00
"4582611738-20",2023-12-12 00:00:00.000,1.00
"4582611738-21",2023-12-07 00:00:00.000,0.00
"4582611738-21",2023-12-12 00:00:00.000,2.00
"4582611738-22",2024-01-10 00:00:00.000,0.00
"4582611738-22",2024-01-18 00:00:00.000,1.00
"4582611738-23",2023-11-20 00:00:00.000,0.00
"4582611738-23",2023-11-30 00:00:00.000,1.00
"4582611738-24",2023-12-07 00:00:00.000,0.00
"4582611738-24",2023-12-12 00:00:00.000,12.00
"4582611738-25",2023-12-07 00:00:00.000,0.00
"4582611738-25",2023-12-12 00:00:00.000,2.00
"4582611738-26",2023-12-07 00:00:00.000,0.00
"4582611738-26",2023-12-12 00:00:00.000,10.00
"4582611738-27",2023-12-07 00:00:00.000,0.00
"4582611738-27",2023-12-12 00:00:00.000,30.00
"4582611738-28",2024-04-25 00:00:00.000,0.00
"4582611738-28",2024-05-08 00:00:00.000,1.00
"4582611738-29",2023-12-07 00:00:00.000,0.00
"4582611738-29",2023-12-12 00:00:00.000,2.00
"4582611738-30",2023-12-07 00:00:00.000,0.00
"4582611738-30",2023-12-12 00:00:00.000,2.00
"4582611738-31",2023-12-07 00:00:00.000,0.00
"4582611738-31",2023-12-12 00:00:00.000,4.00
"4582611738-32",2023-12-07 00:00:00.000,0.00
"4582611738-32",2023-12-12 00:00:00.000,1.00
"4582611738-33",2023-11-20 00:00:00.000,0.00
"4582611738-33",2023-11-30 00:00:00.000,1.00
"4582611738-34",2023-12-07 00:00:00.000,0.00
"4582611738-34",2023-12-12 00:00:00.000,20.00
"4582611738-35",2023-12-07 00:00:00.000,0.00
"4582611738-35",2023-12-12 00:00:00.000,120.00
"4582611738-36",2023-12-07 00:00:00.000,0.00
"4582611738-36",2023-12-12 00:00:00.000,10.00
"4582611738-37",2023-12-07 00:00:00.000,0.00
"4582611738-37",2023-12-12 00:00:00.000,1.00
"4582611738-38",2023-12-07 00:00:00.000,0.00
"4582611738-38",2023-12-12 00:00:00.000,2.00
"4582611738-39",2023-12-07 00:00:00.000,0.00
"4582611738-39",2023-12-12 00:00:00.000,4.00
"4582611738-4",2025-02-11 00:00:00.000,0.00
"4582611738-4",2025-02-21 00:00:00.000,8.00
"4582611738-40",2023-11-20 00:00:00.000,0.00
"4582611738-40",2023-11-30 00:00:00.000,10.00
"4582611738-41",2023-12-07 00:00:00.000,0.00
"4582611738-41",2023-12-12 00:00:00.000,5.00
"4582611738-42",2023-12-07 00:00:00.000,0.00
"4582611738-42",2023-12-12 00:00:00.000,10.00
"4582611738-43",2023-12-07 00:00:00.000,0.00
"4582611738-43",2023-12-12 00:00:00.000,100.00
"4582611738-44",2023-12-07 00:00:00.000,0.00
"4582611738-44",2023-12-12 00:00:00.000,100.00
"4582611738-45",2023-12-07 00:00:00.000,0.00
"4582611738-45",2023-12-12 00:00:00.000,20.00
"4582611738-46",2023-12-07 00:00:00.000,0.00
"4582611738-46",2023-12-12 00:00:00.000,20.00
"4582611738-47",2023-12-07 00:00:00.000,0.00
"4582611738-47",2023-12-12 00:00:00.000,20.00
"4582611738-48",2023-12-07 00:00:00.000,0.00
"4582611738-48",2023-12-12 00:00:00.000,20.00
"4582611738-49",2023-12-07 00:00:00.000,0.00
"4582611738-49",2023-12-12 00:00:00.000,20.00
"4582611738-5",2024-01-16 00:00:00.000,0.00
"4582611738-5",2024-01-19 00:00:00.000,2.00
"4582611738-50",2023-12-07 00:00:00.000,0.00
"4582611738-50",2023-12-12 00:00:00.000,20.00
"4582611738-51",2023-12-07 00:00:00.000,0.00
"4582611738-51",2023-12-12 00:00:00.000,20.00
"4582611738-52",2023-12-07 00:00:00.000,0.00
"4582611738-52",2023-12-12 00:00:00.000,20.00
"4582611738-53",2023-11-28 00:00:00.000,0.00
"4582611738-53",2023-12-08 00:00:00.000,6.00
"4582611738-54",2023-12-07 00:00:00.000,0.00
"4582611738-54",2023-12-12 00:00:00.000,2.00
"4582611738-55",2025-02-20 00:00:00.000,0.00
"4582611738-55",2025-03-03 00:00:00.000,1.00
"4582611738-55",2025-04-25 00:00:00.000,0.00
"4582611738-55",2025-06-04 00:00:00.000,1.00
"4582611738-57",2023-12-07 00:00:00.000,0.00
"4582611738-57",2023-12-12 00:00:00.000,1.00
"4582611738-6",2024-12-19 00:00:00.000,0.00
"4582611738-6",2024-12-30 00:00:00.000,1.00
"4582611738-7",2023-12-07 00:00:00.000,0.00
"4582611738-7",2023-12-12 00:00:00.000,1200.00
"4582611738-8",2023-12-07 00:00:00.000,0.00
"4582611738-8",2023-12-12 00:00:00.000,50.00
"4582611738-9",2023-12-07 00:00:00.000,0.00
"4582611738-9",2023-12-12 00:00:00.000,4.00
"4582611739-3",2024-01-09 00:00:00.000,0.00
"4582611739-3",2024-02-02 00:00:00.000,1.00
"4582611744-2",2024-04-02 00:00:00.000,0.00
"4582611744-2",2024-04-09 00:00:00.000,3.00
"4582611744-3",2024-05-20 00:00:00.000,0.00
"4582611744-3",2024-05-24 00:00:00.000,20.00
"4582611744-4",2024-06-12 00:00:00.000,0.00
"4582611744-4",2024-06-17 00:00:00.000,1.00
"4582611744-5",2024-04-02 00:00:00.000,0.00
"4582611744-5",2024-04-09 00:00:00.000,1.00
"4582611745-1",2023-11-02 00:00:00.000,0.00
"4582611745-1",2023-11-13 00:00:00.000,9.00
"4582611745-2",2024-04-02 00:00:00.000,0.00
"4582611745-2",2024-05-01 00:00:00.000,30.00
"4582611745-3",2023-11-06 00:00:00.000,0.00
"4582611745-3",2023-12-11 00:00:00.000,30.00
"4582611745-4",2024-02-05 00:00:00.000,0.00
"4582611745-4",2024-04-05 00:00:00.000,30.00
"4582611745-5",2023-11-02 00:00:00.000,0.00
"4582611745-5",2023-11-13 00:00:00.000,5.00
"4582611745-6",2023-11-06 00:00:00.000,0.00
"4582611745-6",2023-12-11 00:00:00.000,10.00
"4582611745-7",2023-11-06 00:00:00.000,0.00
"4582611745-7",2023-12-11 00:00:00.000,10.00
"4582611955-1",2024-01-10 00:00:00.000,1.00
"4582611955-2",2024-01-10 00:00:00.000,1.00
"4582611975-1",2024-01-22 00:00:00.000,2.00
"4582611975-2",2024-01-22 00:00:00.000,2.00
"4582611975-3",2024-01-22 00:00:00.000,2.00
"4582611975-4",2024-01-22 00:00:00.000,2.00
"4582611975-5",2024-01-22 00:00:00.000,2.00
"4582611976-13",2023-10-27 00:00:00.000,0.00
"4582611976-13",2023-11-03 00:00:00.000,0.00
"4582611976-13",2023-11-08 00:00:00.000,19.00
"4582611976-13",2023-11-10 00:00:00.000,7.00
"4582611976-14",2023-10-27 00:00:00.000,0.00
"4582611976-14",2023-11-10 00:00:00.000,6.00
"4582611976-15",2023-10-27 00:00:00.000,0.00
"4582611976-15",2023-11-10 00:00:00.000,6.00
"4582613342-2",2024-03-15 00:00:00.000,-1.00
"4582613342-3",2024-03-28 00:00:00.000,0.00
"4582613347-2",2024-03-13 00:00:00.000,-1.00
"4582613347-3",2025-09-03 00:00:00.000,0.00
"4582613347-3",2025-09-08 00:00:00.000,1.00
"4582613395-2",2024-03-13 00:00:00.000,-1.00
"4582613395-3",2024-03-28 00:00:00.000,0.00
"4582613435-2",2024-03-13 00:00:00.000,-1.00
"4582613435-3",2024-03-28 00:00:00.000,0.00
"4582613582-2",2024-03-13 00:00:00.000,-1.00
"4582613582-3",2024-03-28 00:00:00.000,0.00
"4582613935-1",2023-11-28 00:00:00.000,0.00
"4582613935-1",2023-12-06 00:00:00.000,13.00
"4582613935-11",2023-11-11 00:00:00.000,0.00
"4582613935-11",2023-11-21 00:00:00.000,50.00
"4582613935-12",2023-11-11 00:00:00.000,0.00
"4582613935-12",2023-11-21 00:00:00.000,50.00
"4582613935-2",2023-11-28 00:00:00.000,0.00
"4582613935-2",2023-12-06 00:00:00.000,10.00
"4582613935-3",2023-12-15 00:00:00.000,0.00
"4582613935-3",2023-12-20 00:00:00.000,32.00
"4582613935-4",2023-11-11 00:00:00.000,0.00
"4582613935-4",2023-11-21 00:00:00.000,25.00
"4582613935-6",2023-11-11 00:00:00.000,0.00
"4582613935-6",2023-11-21 00:00:00.000,150.00
"4582613935-7",2023-11-11 00:00:00.000,0.00
"4582613935-7",2023-11-21 00:00:00.000,50.00
"4582613935-8",2023-11-11 00:00:00.000,0.00
"4582613935-8",2023-11-21 00:00:00.000,110.00
"4582615364-1",2023-11-16 00:00:00.000,0.00
"4582615364-1",2023-12-11 00:00:00.000,300.00
"4582616825-1",2023-11-03 00:00:00.000,0.00
"4582616825-1",2023-11-08 00:00:00.000,3.00
"4582616825-2",2023-11-03 00:00:00.000,0.00
"4582616825-2",2023-11-08 00:00:00.000,9.00
"4582617556-13",2023-10-23 00:00:00.000,0.00
"4582617556-13",2023-10-30 00:00:00.000,4.00
"4582617556-14",2023-10-23 00:00:00.000,0.00
"4582617556-14",2023-10-30 00:00:00.000,4.00
"4582617556-15",2024-05-20 00:00:00.000,0.00
"4582617556-15",2024-05-28 00:00:00.000,1.00
"4582617556-16",2023-10-23 00:00:00.000,0.00
"4582617556-16",2023-10-30 00:00:00.000,3.00
"4582617556-17",2023-10-23 00:00:00.000,0.00
"4582617556-17",2023-10-30 00:00:00.000,3.00
"4582617562-2",2024-05-31 00:00:00.000,0.00
"4582617562-2",2024-06-04 00:00:00.000,1.00
"4582617562-2",2024-06-14 00:00:00.000,0.00
"4582617562-2",2024-06-19 00:00:00.000,1.00
"4582617562-3",2023-11-28 00:00:00.000,0.00
"4582617562-3",2023-12-04 00:00:00.000,1.00
"4582617562-3",2024-01-09 00:00:00.000,0.00
"4582617562-3",2024-01-15 00:00:00.000,1.00
"4582617562-4",2024-01-15 00:00:00.000,0.00
"4582617562-4",2024-01-18 00:00:00.000,1.00
"4582617590-6",2023-11-16 00:00:00.000,0.00
"4582617590-6",2023-12-08 00:00:00.000,1.00
"4582617590-7",2023-11-16 00:00:00.000,0.00
"4582617590-7",2023-12-08 00:00:00.000,1.00
"4582617590-8",2023-12-04 00:00:00.000,0.00
"4582617590-8",2023-12-15 00:00:00.000,1.00
"4582617590-9",2023-11-16 00:00:00.000,0.00
"4582617590-9",2023-12-08 00:00:00.000,1.00
"4582617593-14",2024-01-24 00:00:00.000,0.00
"4582617593-14",2024-02-01 00:00:00.000,1.00
"4582617593-15",2024-05-20 00:00:00.000,0.00
"4582617593-15",2024-05-28 00:00:00.000,1.00
"4582617593-16",2023-11-22 00:00:00.000,0.00
"4582617593-16",2023-11-29 00:00:00.000,4.00
"4582617593-17",2024-01-09 00:00:00.000,0.00
"4582617593-17",2024-01-17 00:00:00.000,4.00
"4582617593-18",2024-05-16 00:00:00.000,0.00
"4582617593-18",2024-05-24 00:00:00.000,1.00
"4582617593-19",2023-11-22 00:00:00.000,0.00
"4582617593-19",2023-11-29 00:00:00.000,1.00
"4582617593-20",2024-01-02 00:00:00.000,0.00
"4582617593-20",2024-01-09 00:00:00.000,2.00
"4582617593-20",2024-01-17 00:00:00.000,0.00
"4582617593-20",2024-01-23 00:00:00.000,1.00
"4582617593-21",2023-11-22 00:00:00.000,0.00
"4582617593-21",2023-11-29 00:00:00.000,1.00
"4582617593-22",2024-01-17 00:00:00.000,0.00
"4582617593-22",2024-01-23 00:00:00.000,1.00
"4582617593-23",2023-11-10 00:00:00.000,0.00
"4582617593-23",2023-11-16 00:00:00.000,1.00
"4582617593-24",2024-02-23 00:00:00.000,0.00
"4582617593-24",2024-03-01 00:00:00.000,1.00
"4582617593-25",2023-11-03 00:00:00.000,0.00
"4582617593-25",2023-11-08 00:00:00.000,1.00
"4582617593-26",2024-01-02 00:00:00.000,0.00
"4582617593-26",2024-01-09 00:00:00.000,2.00
"4582617593-27",2023-11-22 00:00:00.000,0.00
"4582617593-27",2023-11-29 00:00:00.000,12.00
"4582617593-28",2023-11-06 00:00:00.000,0.00
"4582617593-28",2023-11-13 00:00:00.000,1.00
"4582617593-29",2024-02-16 00:00:00.000,0.00
"4582617593-29",2024-02-22 00:00:00.000,1.00
"4582618342-13",2024-02-14 00:00:00.000,0.00
"4582618342-13",2024-02-21 00:00:00.000,1.00
"4582618342-13",2024-07-08 00:00:00.000,0.00
"4582618342-13",2024-07-22 00:00:00.000,1.00
"4582618342-14",2024-01-25 00:00:00.000,0.00
"4582618342-14",2024-01-31 00:00:00.000,1.00
"4582622201-1",2023-11-22 00:00:00.000,0.00
"4582622201-1",2023-11-28 00:00:00.000,6.00
"4582622399-1",2023-12-26 00:00:00.000,0.00
"4582622399-1",2023-12-28 00:00:00.000,2.00
"4582622399-2",2023-12-21 00:00:00.000,0.00
"4582622399-2",2023-12-27 00:00:00.000,2.00
"4582624255-1",2023-11-20 00:00:00.000,0.00
"4582624255-1",2023-11-30 00:00:00.000,3.00
"4582624572-6",2023-11-22 00:00:00.000,0.00
"4582624572-6",2023-11-28 00:00:00.000,2.00
"4582624572-7",2023-11-22 00:00:00.000,0.00
"4582624572-7",2023-11-28 00:00:00.000,1.00
"4582625237-1",2024-10-04 00:00:00.000,0.00
"4582625237-1",2024-10-14 00:00:00.000,2.00
"4582625875-1",2023-11-08 00:00:00.000,0.00
"4582625875-1",2024-10-09 00:00:00.000,1.00
"4582625875-2",2023-11-08 00:00:00.000,0.00
"4582625875-2",2024-10-09 00:00:00.000,1.00
"4582626625-1",2023-11-20 00:00:00.000,0.00
"4582626625-1",2023-11-30 00:00:00.000,4.00
"4582626970-3",2024-01-25 00:00:00.000,0.00
"4582626970-3",2024-01-31 00:00:00.000,3.00
"4582627811-1",2023-11-21 00:00:00.000,0.00
"4582627811-1",2024-10-09 00:00:00.000,30000.00
"4582627811-2",2023-11-21 00:00:00.000,0.00
"4582627811-2",2024-10-09 00:00:00.000,30000.00
"4582628326-3",2023-12-11 00:00:00.000,0.00
"4582628326-3",2024-01-09 00:00:00.000,2.00
"4582630838-1",2023-11-20 00:00:00.000,0.00
"4582630838-1",2023-11-30 00:00:00.000,1.00
"4582630838-2",2023-11-20 00:00:00.000,0.00
"4582630838-2",2023-11-30 00:00:00.000,7.00
"4582630838-3",2023-11-20 00:00:00.000,0.00
"4582630838-3",2023-11-30 00:00:00.000,7.00
"4582630838-4",2023-11-20 00:00:00.000,0.00
"4582630838-4",2023-11-30 00:00:00.000,2.00
"4582631478-1",2024-08-12 00:00:00.000,0.00
"4582631478-1",2024-08-22 00:00:00.000,40.00
"4582631478-2",2023-11-10 00:00:00.000,0.00
"4582631478-2",2023-11-21 00:00:00.000,50.00
"4582631478-3",2023-11-10 00:00:00.000,0.00
"4582631478-3",2023-11-21 00:00:00.000,50.00
"4582632806-1",2023-10-25 00:00:00.000,0.00
"4582633607-1",2023-11-13 00:00:00.000,0.00
"4582633607-1",2024-10-09 00:00:00.000,1.00
"4582635970-1",2023-11-10 00:00:00.000,0.00
"4582635970-1",2023-11-20 00:00:00.000,5.00
"4582635970-2",2024-01-05 00:00:00.000,0.00
"4582635970-2",2024-01-25 00:00:00.000,50.00
"4582641161-1",2023-12-07 00:00:00.000,0.00
"4582642436-13",2024-01-24 00:00:00.000,0.00
"4582642436-13",2024-01-31 00:00:00.000,2.00
"4582643718-1",2023-11-17 00:00:00.000,0.00
"4582643718-2",2023-11-17 00:00:00.000,0.00
"4582643718-3",2023-11-20 00:00:00.000,0.00
"4582643718-3",2023-11-29 00:00:00.000,1.00
"4582643718-4",2023-11-20 00:00:00.000,0.00
"4582643718-4",2023-11-29 00:00:00.000,1.00
"4582643719-1",2023-12-08 00:00:00.000,0.00
"4582643719-1",2023-12-15 00:00:00.000,1.00
"4582643814-1",2024-01-10 00:00:00.000,0.00
"4582645516-1",2023-11-05 00:00:00.000,0.00
"4582645516-1",2023-11-08 00:00:00.000,2.00
"4582645516-2",2023-11-05 00:00:00.000,0.00
"4582645516-2",2023-11-08 00:00:00.000,1.00
"4582646236-1",2025-04-16 00:00:00.000,5.00
"4582646236-2",2025-04-16 00:00:00.000,10.00
"4582646236-3",2025-04-16 00:00:00.000,10.00
"4582646842-1",2023-12-01 00:00:00.000,0.00
"4582646842-1",2023-12-13 00:00:00.000,1.00
"4582648213-1",2023-11-20 00:00:00.000,0.00
"4582648213-1",2023-11-30 00:00:00.000,25.00
"4582648213-2",2023-11-22 00:00:00.000,0.00
"4582648213-2",2023-11-28 00:00:00.000,10.00
"4582650805-1",2023-11-20 00:00:00.000,0.00
"4582650805-1",2023-11-30 00:00:00.000,12.00
"4582650805-2",2023-11-20 00:00:00.000,0.00
"4582650805-2",2023-11-30 00:00:00.000,30.00
"4582651805-4",2024-01-04 00:00:00.000,0.00
"4582651805-4",2024-01-18 00:00:00.000,1.00
"4582653493-1",2024-04-03 00:00:00.000,0.00
"4582653493-1",2024-04-09 00:00:00.000,2.00
"4582653522-1",2023-11-22 00:00:00.000,0.00
"4582653522-1",2023-11-28 00:00:00.000,20.00
"4582653522-10",2023-11-22 00:00:00.000,0.00
"4582653522-10",2023-11-28 00:00:00.000,1.00
"4582653522-11",2023-11-22 00:00:00.000,0.00
"4582653522-11",2023-11-28 00:00:00.000,10.00
"4582653522-12",2023-11-22 00:00:00.000,0.00
"4582653522-12",2023-11-28 00:00:00.000,20.00
"4582653522-13",2023-11-22 00:00:00.000,0.00
"4582653522-13",2023-11-28 00:00:00.000,10.00
"4582653522-14",2023-11-22 00:00:00.000,0.00
"4582653522-14",2023-11-28 00:00:00.000,20.00
"4582653522-2",2023-11-22 00:00:00.000,0.00
"4582653522-2",2023-11-28 00:00:00.000,20.00
"4582653522-3",2023-11-22 00:00:00.000,0.00
"4582653522-3",2023-11-28 00:00:00.000,20.00
"4582653522-4",2023-11-22 00:00:00.000,0.00
"4582653522-4",2023-11-28 00:00:00.000,20.00
"4582653522-5",2023-11-22 00:00:00.000,0.00
"4582653522-5",2023-11-28 00:00:00.000,1.00
"4582653522-6",2023-11-22 00:00:00.000,0.00
"4582653522-6",2023-11-28 00:00:00.000,5.00
"4582653522-7",2023-11-22 00:00:00.000,0.00
"4582653522-7",2023-11-28 00:00:00.000,5.00
"4582653522-8",2023-11-22 00:00:00.000,0.00
"4582653522-8",2023-11-28 00:00:00.000,16.00
"4582653522-9",2023-11-22 00:00:00.000,0.00
"4582653522-9",2023-11-28 00:00:00.000,10.00
"4582654531-1",2023-11-20 00:00:00.000,0.00
"4582654531-1",2023-11-30 00:00:00.000,20.00
"4582654531-2",2023-11-20 00:00:00.000,0.00
"4582654531-2",2023-11-30 00:00:00.000,20.00
"4582654531-3",2023-11-20 00:00:00.000,0.00
"4582654531-3",2023-11-30 00:00:00.000,14.00
"4582654531-4",2023-11-20 00:00:00.000,0.00
"4582654531-4",2023-11-30 00:00:00.000,20.00
"4582654531-5",2023-11-20 00:00:00.000,0.00
"4582654531-5",2023-11-30 00:00:00.000,20.00
"4582654792-1",2024-01-24 00:00:00.000,0.00
"4582654792-1",2024-04-05 00:00:00.000,2.00
"4582655778-1",2024-01-04 00:00:00.000,0.00
"4582655778-1",2024-02-08 00:00:00.000,1.00
"4582655778-10",2024-01-04 00:00:00.000,0.00
"4582655778-10",2024-02-08 00:00:00.000,1.00
"4582655778-11",2024-04-10 00:00:00.000,0.00
