PO Line ID,GR Posting Date,GR Effective Quantity
"4792046054-4",2025-04-09 00:00:00.000,16.00
"4792046953-10001",2023-07-24 00:00:00.000,1.00
"4792046953-10002",2023-07-24 00:00:00.000,1.00
"4792047019-1",2023-08-18 00:00:00.000,4.00
"4792047019-2",2023-08-18 00:00:00.000,5.00
"4792047019-3",2023-08-18 00:00:00.000,8.00
"4792047019-4",2023-08-18 00:00:00.000,5.00
"4792047019-5",2023-08-18 00:00:00.000,4.00
"4792047026-1",2023-08-11 00:00:00.000,30.00
"4792047026-2",2023-08-11 00:00:00.000,30.00
"4792047026-3",2023-08-11 00:00:00.000,10.00
"4792047033-1",2023-08-15 00:00:00.000,4.00
"4792047033-10001",2023-08-15 00:00:00.000,1.00
"4792047033-3",2023-08-15 00:00:00.000,4.00
"4792047033-4",2023-08-15 00:00:00.000,4.25
"4792047033-5",2023-08-15 00:00:00.000,1.00
"4792047033-5",2023-09-01 00:00:00.000,-1.00
"4792047033-5",2023-09-13 00:00:00.000,1.00
"4792047033-6",2023-08-15 00:00:00.000,1.00
"4792047035-10001",2023-07-27 00:00:00.000,1.00
"4792047035-10002",2023-07-27 00:00:00.000,1.00
"4792047035-10003",2023-07-27 00:00:00.000,1.00
"4792047035-10004",2023-07-27 00:00:00.000,1.00
"4792047035-10005",2023-07-27 00:00:00.000,1.00
"4792047035-10006",2023-07-27 00:00:00.000,1.00
"4792047035-10007",2023-07-27 00:00:00.000,1.00
"4792047035-10008",2023-07-27 00:00:00.000,1.00
"4792047035-10009",2023-07-27 00:00:00.000,1.00
"4792047035-10010",2023-07-27 00:00:00.000,1.00
"4792047035-10011",2023-07-27 00:00:00.000,1.00
"4792047035-10012",2023-07-27 00:00:00.000,1.00
"4792047046-10001",2023-08-11 00:00:00.000,1.00
"4792047066-1",2023-08-15 00:00:00.000,35.00
"4792047066-2",2023-08-15 00:00:00.000,90.00
"4792047066-3",2023-08-15 00:00:00.000,45.00
"4792047161-10001",2023-08-31 00:00:00.000,1.00
"4792047162-10001",2023-08-31 00:00:00.000,1.00
"4792047194-10001",2023-08-21 00:00:00.000,1.00
"4792047194-10002",2023-08-21 00:00:00.000,1.00
"4792047230-1",2023-08-18 00:00:00.000,5.00
"4792047230-2",2023-08-18 00:00:00.000,1.00
"4792047230-3",2023-08-18 00:00:00.000,3.00
"4792047230-4",2023-08-18 00:00:00.000,5.00
"4792047230-5",2023-08-18 00:00:00.000,50.00
"4792047230-6",2023-08-18 00:00:00.000,5.00
"4792047230-7",2023-08-18 00:00:00.000,6.00
"4792047235-1",2023-11-15 00:00:00.000,2.00
"4792047291-1",2023-08-18 00:00:00.000,30.00
"4792047291-2",2023-08-18 00:00:00.000,50.00
"4792047292-1",2023-08-18 00:00:00.000,0.00
"4792047292-3",2023-08-18 00:00:00.000,0.00
"4792047292-4",2023-08-18 00:00:00.000,0.00
"4792047403-1",2023-07-31 00:00:00.000,2.00
"4792047403-10001",2023-07-31 00:00:00.000,1.00
"4792047404-1",2023-07-31 00:00:00.000,5.00
"4792047443-1",2023-08-02 00:00:00.000,1.00
"4792047443-2",2023-08-02 00:00:00.000,1.00
"4792047487-1",2024-04-17 00:00:00.000,1.00
"4792047487-2",2024-04-17 00:00:00.000,1.00
"4792047623-10001",2023-07-27 00:00:00.000,1.00
"4792047623-10002",2023-07-27 00:00:00.000,1.00
"4792047623-10003",2023-07-27 00:00:00.000,1.00
"4792047623-10004",2023-07-27 00:00:00.000,1.00
"4792047623-10005",2023-07-27 00:00:00.000,1.00
"4792047623-10006",2023-07-27 00:00:00.000,1.00
"4792047623-10007",2023-07-27 00:00:00.000,1.00
"4792047623-10008",2023-07-27 00:00:00.000,1.00
"4792047623-10009",2023-07-27 00:00:00.000,1.00
"4792047623-10010",2023-07-27 00:00:00.000,1.00
"4792047623-10011",2023-07-27 00:00:00.000,1.00
"4792047623-10012",2023-07-27 00:00:00.000,1.00
"4792047623-10013",2023-07-27 00:00:00.000,1.00
"4792047623-10014",2023-07-28 00:00:00.000,1.00
"4792047623-10015",2023-07-28 00:00:00.000,1.00
"4792047623-10016",2023-07-28 00:00:00.000,1.00
"4792047623-10017",2023-07-28 00:00:00.000,1.00
"4792047623-10018",2023-07-28 00:00:00.000,1.00
"4792047623-18",2023-07-27 00:00:00.000,1.00
"4792047624-10001",2023-07-21 00:00:00.000,1.00
"4792047839-1",2023-08-14 00:00:00.000,2.00
"4792047865-1",2023-08-02 00:00:00.000,4.00
"4792047865-10001",2023-08-02 00:00:00.000,1.00
"4792047907-4",2023-10-05 00:00:00.000,0.00
"4792047907-4",2023-10-30 00:00:00.000,2.00
"4792047907-5",2023-10-05 00:00:00.000,0.00
"4792047907-5",2023-10-30 00:00:00.000,6.00
"4792047907-6",2023-10-05 00:00:00.000,0.00
"4792047907-6",2023-10-30 00:00:00.000,10.00
"4792047907-7",2023-10-05 00:00:00.000,0.00
"4792047907-7",2023-10-30 00:00:00.000,50.00
"4792047907-8",2023-10-05 00:00:00.000,0.00
"4792047907-8",2023-10-30 00:00:00.000,25.00
"4792047970-10001",2023-09-01 00:00:00.000,1.00
"4792051611-1",2023-11-02 00:00:00.000,13.00
"4792051696-1",2024-02-07 00:00:00.000,1.00
"4792051696-2",2024-02-07 00:00:00.000,1.00
"4792051811-1",2023-08-11 00:00:00.000,1.00
"4792051842-1",2023-08-12 00:00:00.000,3.00
"4792051842-2",2023-08-12 00:00:00.000,2.00
"4792051842-3",2023-08-12 00:00:00.000,2.00
"4792051842-4",2023-08-12 00:00:00.000,2.00
"4792051842-5",2023-08-12 00:00:00.000,11.00
"4792052082-1",2023-07-25 00:00:00.000,30.00
"4792052082-2",2023-07-25 00:00:00.000,2.00
"4792052082-3",2023-07-25 00:00:00.000,2.00
"4792052082-4",2023-07-25 00:00:00.000,1.00
"4792052082-5",2023-07-25 00:00:00.000,1.00
"4792052082-6",2023-07-25 00:00:00.000,1.00
"4792052082-7",2023-07-25 00:00:00.000,1.00
"4792052082-8",2023-07-25 00:00:00.000,1.00
"4792052174-1",2023-09-20 00:00:00.000,6.00
"4792052174-10",2023-09-20 00:00:00.000,4.00
"4792052174-11",2023-09-06 00:00:00.000,3.00
"4792052174-12",2023-09-20 00:00:00.000,4.00
"4792052174-13",2023-09-20 00:00:00.000,4.00
"4792052174-14",2023-10-04 00:00:00.000,4.00
"4792052174-15",2023-08-23 00:00:00.000,2.00
"4792052174-2",2023-09-20 00:00:00.000,6.00
"4792052174-3",2023-09-20 00:00:00.000,6.00
"4792052174-4",2023-08-23 00:00:00.000,2.00
"4792052174-5",2023-08-23 00:00:00.000,3.00
"4792052174-6",2023-12-27 00:00:00.000,6.00
"4792052174-7",2023-09-20 00:00:00.000,3.00
"4792052174-8",2024-01-09 00:00:00.000,6.00
"4792052174-9",2023-08-23 00:00:00.000,2.00
"4792052355-1",2023-08-02 00:00:00.000,6.00
"4792052429-1",2023-08-04 00:00:00.000,5.00
"4792052724-1",2023-10-20 00:00:00.000,1.00
"4792052724-2",2023-10-20 00:00:00.000,1.00
"4792052808-10001",2023-07-31 00:00:00.000,1.00
"4792052929-10001",2023-07-27 00:00:00.000,1.00
"4792053000-10001",2023-07-27 00:00:00.000,1.00
"4792053020-10001",2023-07-27 00:00:00.000,1.00
"4792053147-10001",2023-08-31 00:00:00.000,1.00
"4792053148-10001",2024-01-16 00:00:00.000,1.00
"4792053968-1",2023-10-19 00:00:00.000,1.00
"4792053968-2",2023-10-19 00:00:00.000,1.00
"4792053968-3",2023-10-19 00:00:00.000,1.00
"4792053968-4",2023-10-19 00:00:00.000,1.00
"4792053968-5",2023-10-19 00:00:00.000,1.00
"4792054084-1",2023-07-28 00:00:00.000,16.00
"4792054084-2",2023-07-28 00:00:00.000,16.00
"4792054084-3",2023-07-28 00:00:00.000,16.00
"4792054084-4",2023-07-28 00:00:00.000,8.00
"4792054084-5",2023-07-28 00:00:00.000,8.00
"4792054084-6",2023-07-28 00:00:00.000,2.00
"4792054084-7",2023-07-28 00:00:00.000,6.00
"4792055416-1",2023-08-07 00:00:00.000,12.00
"4792055444-1",2023-08-07 00:00:00.000,12.00
"4792055455-1",2023-08-11 00:00:00.000,12.00
"4792055773-10001",2023-08-14 00:00:00.000,1.00
"4792055773-10002",2023-08-14 00:00:00.000,1.00
"4792055773-10003",2023-08-14 00:00:00.000,1.00
"4792055773-10004",2023-08-14 00:00:00.000,1.00
"4792055773-10005",2023-08-14 00:00:00.000,1.00
"4792055773-4",2023-08-14 00:00:00.000,1.00
"4792055778-10001",2023-07-26 00:00:00.000,1.00
"4792055778-10002",2023-07-26 00:00:00.000,1.00
"4792055796-10002",2023-07-28 00:00:00.000,1.00
"4792055799-1",2024-07-02 00:00:00.000,3.00
"4792055811-10001",2024-06-07 00:00:00.000,1.00
"4792055811-10002",2024-06-07 00:00:00.000,1.00
"4792055811-10003",2024-06-07 00:00:00.000,1.00
"4792055812-1",2023-08-30 00:00:00.000,2.00
"4792055812-2",2023-08-30 00:00:00.000,2.00
"4792055812-3",2023-08-30 00:00:00.000,1.00
"4792055812-4",2023-08-30 00:00:00.000,1.00
"4792055812-5",2023-08-30 00:00:00.000,1.00
"4792055812-6",2023-08-30 00:00:00.000,1.00
"4792055812-7",2023-08-30 00:00:00.000,1.00
"4792055818-1",2023-09-04 00:00:00.000,1.00
"4792055818-2",2023-09-04 00:00:00.000,1.00
"4792055886-10001",2023-08-03 00:00:00.000,1.00
"4792055944-1",2023-07-25 00:00:00.000,1.00
"4792055944-10",2023-07-25 00:00:00.000,10.00
"4792055944-11",2023-07-25 00:00:00.000,5.00
"4792055944-12",2023-07-25 00:00:00.000,1.00
"4792055944-13",2023-07-25 00:00:00.000,2.00
"4792055944-13",2023-08-21 00:00:00.000,2.00
"4792055944-14",2023-07-25 00:00:00.000,45.00
"4792055944-2",2023-07-25 00:00:00.000,11.00
"4792055944-3",2023-07-25 00:00:00.000,2.00
"4792055944-4",2023-07-25 00:00:00.000,2.00
"4792055944-5",2023-07-25 00:00:00.000,3.00
"4792055944-6",2023-07-25 00:00:00.000,4.00
"4792055944-7",2023-07-25 00:00:00.000,1.00
"4792055944-8",2023-07-25 00:00:00.000,9.00
"4792055944-9",2023-07-25 00:00:00.000,16.00
"4792055948-10001",2024-01-08 00:00:00.000,1.00
"4792055948-10001",2024-07-02 00:00:00.000,1.00
"4792055948-10002",2024-07-02 00:00:00.000,1.00
"4792055948-10003",2024-01-08 00:00:00.000,1.00
"4792055948-10004",2024-07-02 00:00:00.000,1.00
"4792055948-4",2024-07-02 00:00:00.000,1.00
"4792055948-6",2024-07-02 00:00:00.000,1.00
"4792055950-1",2023-08-11 00:00:00.000,1.00
"4792056076-10001",2023-07-28 00:00:00.000,1.00
"4792056091-10001",2023-07-31 00:00:00.000,1.00
"4792056116-1",2023-07-27 00:00:00.000,30.00
"4792056116-2",2023-07-27 00:00:00.000,15.00
"4792056119-1",2023-07-26 00:00:00.000,1.00
"4792056119-2",2023-07-26 00:00:00.000,1.00
"4792056119-3",2023-07-26 00:00:00.000,1.00
"4792056119-4",2023-07-26 00:00:00.000,2.00
"4792056119-5",2023-07-26 00:00:00.000,1.00
"4792056136-1",2023-08-21 00:00:00.000,1.00
"4792056136-10001",2023-08-21 00:00:00.000,1.00
"4792056136-3",2023-08-21 00:00:00.000,1.00
"4792056407-10001",2023-08-11 00:00:00.000,1.00
"4792056408-10001",2023-08-11 00:00:00.000,1.00
"4792056748-10001",2023-07-28 00:00:00.000,1.00
"4792056748-10002",2023-07-28 00:00:00.000,1.00
"4792056748-10003",2023-07-28 00:00:00.000,1.00
"4792056748-10004",2023-07-28 00:00:00.000,1.00
"4792056748-10005",2023-07-28 00:00:00.000,1.00
"4792056748-10006",2023-07-28 00:00:00.000,1.00
"4792056748-10007",2023-07-28 00:00:00.000,1.00
"4792056748-10008",2023-07-28 00:00:00.000,1.00
"4792056748-10009",2023-07-28 00:00:00.000,1.00
"4792056782-10001",2023-10-27 00:00:00.000,1.00
"4792056782-10002",2023-10-27 00:00:00.000,1.00
"4792056782-10003",2023-10-27 00:00:00.000,1.00
"4792056782-10004",2023-10-27 00:00:00.000,1.00
"4792056782-10005",2023-10-27 00:00:00.000,1.00
"4792056782-10006",2023-10-27 00:00:00.000,1.00
"4792056782-2",2023-10-31 00:00:00.000,1.00
"4792056783-10001",2023-10-23 00:00:00.000,1.00
"4792056783-10002",2023-10-23 00:00:00.000,1.00
"4792056802-10001",2023-08-24 00:00:00.000,1.00
"4792056802-10002",2023-08-24 00:00:00.000,1.00
"4792056802-10003",2023-08-24 00:00:00.000,1.00
"4792057047-1",2023-08-14 00:00:00.000,1.00
"4792057047-10",2023-08-14 00:00:00.000,1.00
"4792057047-11",2023-08-14 00:00:00.000,1.00
"4792057047-12",2023-08-14 00:00:00.000,1.00
"4792057047-13",2023-08-14 00:00:00.000,1.00
"4792057047-14",2023-08-14 00:00:00.000,1.00
"4792057047-15",2023-08-14 00:00:00.000,1.00
"4792057047-16",2023-08-14 00:00:00.000,1.00
"4792057047-17",2023-08-14 00:00:00.000,1.00
"4792057047-18",2023-08-14 00:00:00.000,1.00
"4792057047-19",2023-08-14 00:00:00.000,1.00
"4792057047-2",2023-08-14 00:00:00.000,1.00
"4792057047-20",2023-08-14 00:00:00.000,1.00
"4792057047-21",2023-08-14 00:00:00.000,1.00
"4792057047-22",2023-08-14 00:00:00.000,1.00
"4792057047-23",2023-08-14 00:00:00.000,2.00
"4792057047-24",2023-08-14 00:00:00.000,1.00
"4792057047-25",2023-08-14 00:00:00.000,1.00
"4792057047-26",2023-08-14 00:00:00.000,1.00
"4792057047-27",2023-08-14 00:00:00.000,1.00
"4792057047-28",2023-08-14 00:00:00.000,1.00
"4792057047-29",2023-08-14 00:00:00.000,1.00
"4792057047-3",2023-08-14 00:00:00.000,1.00
"4792057047-30",2023-08-14 00:00:00.000,1.00
"4792057047-31",2023-08-14 00:00:00.000,1.00
"4792057047-32",2023-08-14 00:00:00.000,1.00
"4792057047-33",2023-08-14 00:00:00.000,1.00
"4792057047-34",2023-08-14 00:00:00.000,1.00
"4792057047-35",2023-08-14 00:00:00.000,1.00
"4792057047-36",2023-08-14 00:00:00.000,1.00
"4792057047-37",2023-08-14 00:00:00.000,1.00
"4792057047-38",2023-08-14 00:00:00.000,10.00
"4792057047-39",2023-08-14 00:00:00.000,1.00
"4792057047-4",2023-08-14 00:00:00.000,1.00
"4792057047-40",2023-08-14 00:00:00.000,4.00
"4792057047-41",2023-08-14 00:00:00.000,1.00
"4792057047-42",2023-08-14 00:00:00.000,1.00
"4792057047-43",2023-08-14 00:00:00.000,1.00
"4792057047-44",2023-08-14 00:00:00.000,1.00
"4792057047-45",2023-08-14 00:00:00.000,1.00
"4792057047-46",2023-08-14 00:00:00.000,3.00
"4792057047-47",2023-08-14 00:00:00.000,1.00
"4792057047-5",2023-08-14 00:00:00.000,1.00
"4792057047-6",2023-08-14 00:00:00.000,1.00
"4792057047-7",2023-08-14 00:00:00.000,2.00
"4792057047-8",2023-08-14 00:00:00.000,1.00
"4792057047-9",2023-08-14 00:00:00.000,1.00
"4792060081-10001",2023-08-14 00:00:00.000,1.00
"4792060081-10002",2023-08-14 00:00:00.000,1.00
"4792060081-10003",2023-08-14 00:00:00.000,1.00
"4792060081-10004",2023-08-14 00:00:00.000,1.00
"4792060081-10005",2023-08-14 00:00:00.000,1.00
"4792060083-1",2023-08-24 00:00:00.000,1.00
"4792060083-2",2023-08-24 00:00:00.000,1.00
"4792060156-10001",2023-08-15 00:00:00.000,1.00
"4792060341-1",2023-07-28 00:00:00.000,61.00
"4792060579-10001",2023-07-28 00:00:00.000,1.00
"4792060579-10002",2023-07-28 00:00:00.000,1.00
"4792060651-1",2023-08-01 00:00:00.000,1.00
"4792060651-2",2023-08-01 00:00:00.000,1.00
"4792060672-10001",2023-07-31 00:00:00.000,1.00
"4792060777-10001",2023-08-09 00:00:00.000,1.00
"4792060807-1",2023-08-11 00:00:00.000,2.00
"4792060807-2",2023-08-11 00:00:00.000,10.00
"4792060807-3",2023-08-11 00:00:00.000,5.00
"4792061230-1",2023-07-28 00:00:00.000,1.00
"4792061230-2",2023-07-28 00:00:00.000,1.00
"4792061230-3",2023-07-28 00:00:00.000,1.00
"4792061267-10001",2023-10-05 00:00:00.000,1.00
"4792061267-10001",2023-10-15 00:00:00.000,1.00
"4792061267-10001",2024-01-30 00:00:00.000,1.00
"4792061267-10002",2023-10-05 00:00:00.000,1.00
"4792061333-1",2023-08-30 00:00:00.000,2.00
"4792061333-2",2023-08-30 00:00:00.000,2.00
"4792061333-3",2023-08-30 00:00:00.000,2.00
"4792061333-4",2023-08-30 00:00:00.000,2.00
"4792061333-5",2023-08-30 00:00:00.000,2.00
"4792061411-1",2023-08-07 00:00:00.000,1.00
"4792061411-10",2023-08-07 00:00:00.000,7.00
"4792061411-2",2023-08-07 00:00:00.000,2.00
"4792061411-3",2023-08-07 00:00:00.000,6.00
"4792061411-4",2023-08-07 00:00:00.000,3.00
"4792061411-5",2023-08-07 00:00:00.000,3.00
"4792061411-6",2023-08-07 00:00:00.000,2.00
"4792061411-7",2023-08-07 00:00:00.000,1.00
"4792061411-8",2023-08-07 00:00:00.000,8.00
"4792061411-9",2023-08-07 00:00:00.000,8.00
"4792061493-10001",2023-07-31 00:00:00.000,1.00
"4792061493-10002",2023-07-31 00:00:00.000,1.00
"4792061493-10003",2023-07-31 00:00:00.000,1.00
"4792061584-10001",2023-09-26 00:00:00.000,1.00
"4792061605-10001",2023-09-26 00:00:00.000,1.00
"4792063927-10001",2023-08-21 00:00:00.000,1.00
"4792063927-10002",2023-08-18 00:00:00.000,1.00
"4792063927-10003",2023-08-21 00:00:00.000,1.00
"4792063927-10004",2023-08-21 00:00:00.000,1.00
"4792063934-10001",2023-07-27 00:00:00.000,1.00
"4792063968-1",2023-07-28 00:00:00.000,22.00
"4792063968-10",2023-07-28 00:00:00.000,1.00
"4792063968-10001",2023-07-28 00:00:00.000,1.00
"4792063968-11",2023-07-28 00:00:00.000,3.00
"4792063968-2",2023-07-28 00:00:00.000,6.00
"4792063968-3",2023-07-28 00:00:00.000,2.00
"4792063968-4",2023-07-28 00:00:00.000,1.00
"4792063968-5",2023-07-28 00:00:00.000,1.00
"4792063968-6",2023-07-28 00:00:00.000,1.00
"4792063968-7",2023-07-28 00:00:00.000,2.00
"4792063968-8",2023-07-28 00:00:00.000,1.00
"4792063968-9",2023-07-28 00:00:00.000,1.00
"4792063970-10001",2023-07-27 00:00:00.000,1.00
"4792064003-1",2023-07-27 00:00:00.000,12.00
"4792064003-2",2023-07-27 00:00:00.000,12.00
"4792064003-3",2023-07-27 00:00:00.000,10.00
"4792064003-4",2023-07-27 00:00:00.000,1.00
"4792064028-10001",2023-09-08 00:00:00.000,1.00
"4792064204-10001",2023-08-03 00:00:00.000,1.00
"4792064273-1",2023-08-14 00:00:00.000,20.00
"4792064273-1",2024-04-30 00:00:00.000,-20.00
"4792064273-1",2024-08-06 00:00:00.000,20.00
"4792064273-10",2023-08-14 00:00:00.000,10.00
"4792064273-10",2024-04-30 00:00:00.000,-10.00
"4792064273-10",2024-08-06 00:00:00.000,10.00
"4792064273-11",2023-08-14 00:00:00.000,1.00
"4792064273-11",2024-04-30 00:00:00.000,-1.00
"4792064273-11",2024-08-06 00:00:00.000,1.00
"4792064273-12",2023-08-14 00:00:00.000,3.00
"4792064273-12",2024-04-30 00:00:00.000,-3.00
"4792064273-12",2024-08-06 00:00:00.000,3.00
"4792064273-13",2023-08-14 00:00:00.000,5.00
"4792064273-13",2024-04-30 00:00:00.000,-5.00
"4792064273-13",2024-08-06 00:00:00.000,5.00
"4792064273-14",2023-08-14 00:00:00.000,5.00
"4792064273-14",2024-04-30 00:00:00.000,-5.00
"4792064273-14",2024-08-06 00:00:00.000,5.00
"4792064273-15",2023-08-14 00:00:00.000,5.00
"4792064273-15",2024-04-30 00:00:00.000,-5.00
"4792064273-15",2024-08-06 00:00:00.000,5.00
"4792064273-16",2023-08-14 00:00:00.000,2.00
"4792064273-16",2024-04-30 00:00:00.000,-2.00
"4792064273-16",2024-08-06 00:00:00.000,2.00
"4792064273-17",2023-08-14 00:00:00.000,2.00
"4792064273-17",2024-04-30 00:00:00.000,-2.00
"4792064273-17",2024-08-06 00:00:00.000,2.00
"4792064273-18",2023-08-14 00:00:00.000,1.00
"4792064273-18",2024-04-30 00:00:00.000,-1.00
"4792064273-18",2024-08-06 00:00:00.000,1.00
"4792064273-19",2023-08-14 00:00:00.000,1.00
"4792064273-19",2024-04-30 00:00:00.000,-1.00
"4792064273-19",2024-08-06 00:00:00.000,1.00
"4792064273-2",2023-08-14 00:00:00.000,30.00
"4792064273-2",2024-04-30 00:00:00.000,-30.00
"4792064273-2",2024-08-06 00:00:00.000,30.00
"4792064273-20",2023-08-14 00:00:00.000,3.00
"4792064273-20",2024-04-30 00:00:00.000,-3.00
"4792064273-20",2024-08-06 00:00:00.000,3.00
"4792064273-21",2023-08-14 00:00:00.000,1.00
"4792064273-21",2024-04-30 00:00:00.000,-1.00
"4792064273-21",2024-08-06 00:00:00.000,1.00
"4792064273-22",2023-08-14 00:00:00.000,5.00
"4792064273-22",2024-04-30 00:00:00.000,-5.00
"4792064273-22",2024-08-06 00:00:00.000,5.00
"4792064273-23",2023-08-14 00:00:00.000,5.00
"4792064273-23",2024-04-30 00:00:00.000,-5.00
"4792064273-23",2024-08-06 00:00:00.000,5.00
"4792064273-24",2023-08-14 00:00:00.000,2.00
"4792064273-24",2024-04-30 00:00:00.000,-2.00
"4792064273-24",2024-08-06 00:00:00.000,2.00
"4792064273-25",2023-08-14 00:00:00.000,2.00
"4792064273-25",2024-04-30 00:00:00.000,-2.00
"4792064273-25",2024-08-06 00:00:00.000,2.00
"4792064273-26",2023-08-14 00:00:00.000,5.00
"4792064273-26",2024-04-30 00:00:00.000,-5.00
"4792064273-26",2024-08-06 00:00:00.000,5.00
"4792064273-27",2023-08-14 00:00:00.000,1.00
"4792064273-27",2024-04-30 00:00:00.000,-1.00
"4792064273-27",2024-08-06 00:00:00.000,1.00
"4792064273-28",2023-08-14 00:00:00.000,5.00
"4792064273-28",2024-04-30 00:00:00.000,-5.00
"4792064273-28",2024-08-06 00:00:00.000,5.00
"4792064273-3",2023-08-14 00:00:00.000,1.00
"4792064273-3",2024-04-30 00:00:00.000,-1.00
"4792064273-3",2024-08-06 00:00:00.000,1.00
"4792064273-4",2023-08-14 00:00:00.000,10.00
"4792064273-4",2024-04-30 00:00:00.000,-10.00
"4792064273-4",2024-08-06 00:00:00.000,10.00
"4792064273-5",2023-08-14 00:00:00.000,10.00
"4792064273-5",2024-04-30 00:00:00.000,-10.00
"4792064273-5",2024-08-06 00:00:00.000,10.00
"4792064273-6",2023-08-14 00:00:00.000,5.00
"4792064273-6",2024-04-30 00:00:00.000,-5.00
"4792064273-6",2024-08-06 00:00:00.000,5.00
"4792064273-7",2023-08-14 00:00:00.000,10.00
"4792064273-7",2024-04-30 00:00:00.000,-10.00
"4792064273-7",2024-08-06 00:00:00.000,10.00
"4792064273-8",2023-08-14 00:00:00.000,10.00
"4792064273-8",2024-04-30 00:00:00.000,-10.00
"4792064273-8",2024-08-06 00:00:00.000,10.00
"4792064273-9",2023-08-14 00:00:00.000,1.00
"4792064273-9",2024-04-30 00:00:00.000,-1.00
"4792064273-9",2024-08-06 00:00:00.000,1.00
"4792064312-10001",2023-08-07 00:00:00.000,1.00
"4792064312-10002",2023-08-07 00:00:00.000,1.00
"4792064434-1",2023-08-03 00:00:00.000,2.00
"4792064434-2",2023-08-03 00:00:00.000,3.00
"4792064434-3",2023-08-03 00:00:00.000,2.00
"4792064466-10001",2023-07-31 00:00:00.000,1.00
"4792064524-10001",2023-07-31 00:00:00.000,1.00
"4792064524-10002",2023-07-31 00:00:00.000,1.00
"4792064732-1",2023-10-30 00:00:00.000,2.00
"4792064978-10001",2023-07-27 00:00:00.000,1.00
"4792064993-1",2023-08-10 00:00:00.000,2.00
"4792064993-2",2023-08-10 00:00:00.000,1.00
"4792064993-3",2023-08-10 00:00:00.000,1.00
"4792065190-10001",2023-09-26 00:00:00.000,1.00
"4792065428-1",2023-11-04 00:00:00.000,2.00
"4792067418-1",2023-08-01 00:00:00.000,10.00
"4792067418-2",2023-08-01 00:00:00.000,10.00
"4792067419-1",2023-08-01 00:00:00.000,2.00
"4792067419-2",2023-09-01 00:00:00.000,1.00
"4792067692-1",2023-08-17 00:00:00.000,1.00
"4792067699-1",2023-08-04 00:00:00.000,1.00
"4792067750-10001",2023-07-31 00:00:00.000,1.00
"4792067752-1",2023-08-24 00:00:00.000,1.00
"4792067760-1",2023-08-01 00:00:00.000,6.00
"4792067796-10001",2023-07-31 00:00:00.000,1.00
"4792067796-10001",2023-11-02 00:00:00.000,0.00
"4792067796-10002",2023-07-31 00:00:00.000,1.00
"4792067796-10003",2023-07-31 00:00:00.000,1.00
"4792067812-1",2024-01-16 00:00:00.000,10.00
"4792067812-2",2024-01-16 00:00:00.000,10.00
"4792067816-10001",2023-07-31 00:00:00.000,1.00
"4792067816-10002",2023-07-31 00:00:00.000,1.00
"4792067816-10003",2023-07-31 00:00:00.000,1.00
"4792067816-10004",2023-07-31 00:00:00.000,1.00
"4792067816-10005",2023-07-31 00:00:00.000,1.00
"4792067820-10001",2023-07-31 00:00:00.000,1.00
"4792067843-1",2023-08-10 00:00:00.000,1.00
"4792067845-1",2023-08-03 00:00:00.000,1.00
"4792068151-1",2023-08-14 00:00:00.000,1.00
"4792068151-2",2023-08-14 00:00:00.000,1.00
"4792068151-3",2023-08-14 00:00:00.000,1.00
"4792068151-4",2023-08-14 00:00:00.000,1.00
"4792068151-5",2023-08-14 00:00:00.000,6.00
"4792068152-1",2023-10-15 00:00:00.000,1.00
"4792068275-10001",2023-07-31 00:00:00.000,1.00
"4792068282-1",2023-09-21 00:00:00.000,25.00
"4792068282-10",2023-09-21 00:00:00.000,25.00
"4792068282-11",2023-10-30 00:00:00.000,25.00
"4792068282-12",2023-10-30 00:00:00.000,50.00
"4792068282-13",2023-10-30 00:00:00.000,100.00
"4792068282-14",2023-10-30 00:00:00.000,100.00
"4792068282-15",2023-10-30 00:00:00.000,100.00
"4792068282-16",2023-10-30 00:00:00.000,100.00
"4792068282-2",2023-09-21 00:00:00.000,25.00
"4792068282-3",2023-09-21 00:00:00.000,50.00
"4792068282-4",2023-09-21 00:00:00.000,25.00
"4792068282-5",2023-09-21 00:00:00.000,25.00
"4792068282-6",2023-09-21 00:00:00.000,50.00
"4792068282-7",2023-09-21 00:00:00.000,25.00
"4792068282-8",2023-09-21 00:00:00.000,25.00
"4792068282-9",2023-09-21 00:00:00.000,50.00
"4792068613-1",2023-10-16 00:00:00.000,1.00
"4792068727-1",2023-07-31 00:00:00.000,10.00
"4792068743-10001",2023-07-31 00:00:00.000,1.00
"4792068765-10001",2023-07-31 00:00:00.000,1.00
"4792068823-10001",2023-07-31 00:00:00.000,1.00
"4792069269-1",2025-04-09 00:00:00.000,1.00
"4792069352-1",2025-04-16 00:00:00.000,1.00
"4792069665-1",2023-09-21 00:00:00.000,1.00
"4792069665-2",2023-09-21 00:00:00.000,1.00
"4792069665-3",2023-09-21 00:00:00.000,1.00
"4792070938-1",2023-08-18 00:00:00.000,0.00
"4792070938-2",2023-08-18 00:00:00.000,0.00
"4792070938-3",2023-08-18 00:00:00.000,0.00
"4792070938-4",2023-08-18 00:00:00.000,0.00
"4792070938-5",2023-08-18 00:00:00.000,0.00
"4792070998-1",2025-05-14 00:00:00.000,4.00
"4792070998-5",2025-05-14 00:00:00.000,5.00
"4792070998-6",2025-05-14 00:00:00.000,5.00
"4792071748-1",2023-10-20 00:00:00.000,1.00
