po_line_id,gr_posting_date,gr_effective_quantity,gr_amount_usd
4792271353-10,2024-01-08,2.0,54.24
4792271353-11,2024-01-08,1.0,239.23
4792271353-2,2024-01-08,2.0,52.33
4792271353-3,2024-01-08,2.0,31.0
4792271353-4,2024-01-08,2.0,31.0
4792271353-5,2024-01-08,2.0,60.09
4792271353-6,2024-01-08,2.0,343.44
4792271353-7,2024-01-08,1.0,31.06
4792271353-8,2024-01-08,12.0,1277.34
4792271353-9,2024-01-08,2.0,52.31
4792271493-10001,2023-10-10,1.0,60.5
4792271493-10002,2023-10-10,1.0,41.4
4792271493-10003,2023-10-10,1.0,95.54
4792271493-10004,2023-10-10,1.0,796.17
4792271752-1,2023-10-16,3.0,113.78
4792271752-10,2023-10-16,1.0,28.89
4792271752-11,2023-10-16,1.0,191.08
4792271752-2,2023-10-16,2.0,88.47
4792271752-3,2023-10-16,2.0,55.98
4792271752-4,2023-10-16,2.0,1000.11
4792271752-5,2023-10-16,2.0,188.35
4792271752-6,2023-10-16,1.0,15.57
4792271752-7,2023-10-16,1.0,28.94
4792271752-8,2023-10-16,1.0,34.3
4792271752-9,2023-10-16,1.0,56.89
4792271755-1,2023-10-16,3.0,94.75
4792271755-2,2023-10-16,2.0,88.47
4792271755-3,2023-10-16,2.0,55.98
4792271755-4,2023-10-16,2.0,1000.11
4792271755-5,2023-10-16,2.0,181.7
4792271755-6,2023-10-16,1.0,286.62
4792271817-1,2023-12-13,5.0,7.04
4792271817-2,2023-12-13,2.0,62.42
4792271818-1,2023-12-13,10.0,36.99
4792271920-1,2023-10-17,1.0,73.13
4792271920-10,2023-10-17,1.0,54.31
4792271920-11,2023-10-17,1.0,286.62
4792271920-2,2023-10-17,1.0,35.87
4792271920-3,2023-10-17,1.0,27.1
4792271920-4,2023-10-17,1.0,80.34
4792271920-5,2023-10-17,1.0,18.96
4792271920-6,2023-10-17,1.0,24.37
4792271920-7,2023-10-17,5.0,662.57
4792271920-8,2023-10-17,2.0,155.29
4792271920-9,2023-10-17,1.0,107.52
4792271925-1,2023-10-16,12.0,1070.06
4792271925-2,2023-10-16,1.0,12.73
4792271925-3,2023-10-16,1.0,643.08
4792271925-4,2023-10-16,1.0,469.39
4792271925-5,2023-10-16,1.0,28.66
4792271925-6,2023-10-16,1.0,5.09
4792272285-1,2023-10-16,33.0,2942.67
4792272285-2,2023-10-16,750.0,1433.12
4792272285-3,2023-10-16,1.0,19.1
4792272285-4,2023-10-16,1.0,4713.37
4792272285-5,2023-10-16,1.0,54.14
4792272285-6,2023-10-16,1.0,9.55
4792272306-10001,2023-10-30,1.0,1075.0
4792272306-10002,2023-10-30,1.0,1075.0
4792272306-10003,2023-10-30,1.0,1075.0
4792272309-10001,2023-10-30,1.0,950.0
4792272309-10001,2023-11-04,-1.0,-950.0
4792272309-10001,2023-11-09,1.0,950.0
4792272309-10002,2023-10-30,1.0,950.0
4792272309-10002,2023-11-04,-1.0,-950.0
4792272309-10002,2023-11-09,1.0,950.0
4792272309-10003,2023-10-30,1.0,950.0
4792272309-10003,2023-11-04,-1.0,-950.0
4792272309-10003,2023-11-09,1.0,950.0
4792272309-10004,2023-10-30,1.0,1040.0
4792272309-10004,2023-11-04,-1.0,-1040.0
4792272309-10004,2023-11-09,1.0,1040.0
4792272309-10005,2023-10-30,1.0,2720.0
4792272309-10005,2023-11-04,-1.0,-2720.0
4792272309-10005,2023-11-09,1.0,2720.0
4792272309-10006,2023-10-30,1.0,2720.0
4792272309-10006,2023-11-04,-1.0,-2720.0
4792272309-10006,2023-11-09,1.0,2720.0
4792272309-10007,2023-10-30,1.0,3567.0
4792272309-10007,2023-11-04,-1.0,-3567.0
4792272309-10007,2023-11-09,1.0,3657.0
4792272309-10008,2023-10-30,1.0,3558.0
4792272309-10008,2023-11-04,-1.0,-3558.0
4792272309-10008,2023-11-09,1.0,3558.0
4792272336-1,2023-10-16,1.0,2364.36
4792272336-2,2023-10-16,1.0,31.84
4792272440-10001,2023-10-30,1.0,950.0
4792272440-10002,2023-10-30,1.0,853.92
4792272441-1,2023-10-30,1.0,950.0
4792272441-10001,2023-10-30,1.0,2704.08
4792272441-2,2023-10-30,1.0,950.0
4792272441-3,2023-10-30,1.0,950.0
4792272444-1,2023-10-30,1.0,950.0
4792272444-10001,2023-10-30,1.0,3014.17
4792272444-10002,2023-10-30,1.0,853.92
4792275019-1,2023-10-25,1.0,2880.0
4792275019-10,2023-10-25,1.0,2400.0
4792275019-11,2023-10-25,1.0,2400.0
4792275019-12,2023-10-25,1.0,1440.0
4792275019-13,2023-10-25,1.0,1440.0
4792275019-14,2023-10-25,1.0,1440.0
4792275019-2,2023-10-25,1.0,2880.0
4792275019-3,2023-10-25,1.0,2880.0
4792275019-4,2023-10-25,1.0,2880.0
4792275019-5,2023-10-25,1.0,2880.0
4792275019-6,2023-10-25,1.0,3080.0
4792275019-7,2023-10-25,1.0,3080.0
4792275019-8,2023-10-25,1.0,3080.0
4792275019-9,2023-10-25,1.0,2880.0
4792275049-10001,2023-10-17,1.0,1449.04
4792275049-2,2023-10-17,1.0,31.84
4792275163-1,2023-11-13,5.0,88.24
4792275176-10001,2023-12-05,1.0,1853.07
4792275176-10002,2023-12-05,1.0,774.32
4792275176-3,2023-12-05,1.0,322.63
4792275179-10001,2023-10-20,1.0,146.49
4792275193-1,2023-11-07,15.0,265.5
4792275230-1,2023-10-12,20.0,106.5
4792275230-10001,2023-10-12,1.0,5.91
4792275295-10001,2024-02-15,1.0,1118.56
4792275297-1,2023-11-03,6.0,1872.61
4792275406-10001,2023-10-18,1.0,8.24
4792275406-10002,2023-10-18,1.0,223.21
4792275406-10003,2023-10-18,1.0,44.76
4792276042-10001,2023-10-11,1.0,89.01
4792276047-1,2023-10-23,1.0,120.73
4792276047-2,2023-10-23,1.0,170.38
4792276573-1,2025-04-10,2.0,11013.86
4792277850-1,2024-01-23,2.0,225.56
4792277857-10001,2023-10-24,1.0,378.18
4792277857-10002,2023-10-24,1.0,946.74
4792277857-10003,2023-10-24,1.0,946.74
4792278846-1,2023-10-23,1.0,334.33
4792279066-1,2023-10-15,1.0,144.45
4792279090-5,2024-04-29,15.0,0.0
4792279175-1,2023-10-23,1.0,398.08
4792279175-2,2023-10-23,1.0,140.12
4792279308-1,2023-10-27,1.0,59.82
4792279308-2,2023-10-27,2.0,23.99
4792279415-1,2023-10-18,30.0,318.53
4792279415-2,2023-10-18,15.0,107.67
4792279419-1,2025-04-09,120.0,428.4
4792279446-1,2025-04-09,250.0,495.0
4792279453-1,2023-10-18,30.0,234.64
4792279453-2,2023-10-18,15.0,107.67
4792279453-3,2023-10-18,2.0,22.67
4792279453-4,2023-10-18,10.0,25.6
4792280009-10001,2023-11-30,1.0,114.64
4792280009-10002,2023-10-30,1.0,12939.82
4792280009-10002,2023-12-04,1.0,12884.87
4792280009-10002,2024-01-07,1.0,6364.51
4792280009-10002,2024-02-05,1.0,17320.71
4792280009-10002,2024-06-14,1.0,1686.21
4792280009-10005,2023-10-30,1.0,269.57
4792280009-10005,2023-11-30,1.0,808.73
4792280009-10005,2024-01-02,1.0,578.59
4792282584-1,2023-11-18,1.0,3871.57
4792282597-2,2023-11-18,1.0,97.52
4792282597-3,2023-11-18,2.0,32.1
4792282597-4,2023-11-18,2.0,20.06
4792282645-1,2023-10-17,1.0,110.31
4792282653-1,2023-10-17,10.0,177.57
4792282717-1,2023-11-03,1.0,30.58
4792282717-2,2023-11-03,1.0,57.31
4792282726-5,2023-10-13,1.5,58.5
4792282726-6,2023-10-13,1.0,39.0
4792282890-1,2023-11-08,1.0,2218.66
4792282890-2,2023-11-08,12.0,2171.54
4792282890-3,2023-11-08,12.0,193.07
4792282890-4,2023-11-08,6.0,190.96
4792282890-5,2023-11-08,1.0,1331.2
4792282890-6,2023-11-08,1.0,887.45
4792282893-10001,2023-10-27,1.0,176.03
4792282893-2,2023-10-27,1.0,98.99
4792282896-10001,2023-10-17,1.0,267.51
4792282896-2,2023-10-17,1.0,4.76
4792282906-10001,2023-11-29,1.0,57.47
4792282906-10002,2023-11-29,1.0,1149.48
4792283017-1,2023-10-30,4.0,713.37
4792283045-1,2023-10-26,31.0,493.63
4792283068-1,2023-11-01,31.0,1184.71
4792283141-1,2023-10-26,31.0,789.8
4792283288-1,2023-11-08,5.0,238.02
4792283394-1,2023-11-10,31.0,1145.22
4792283394-10,2023-11-10,31.0,1342.67
4792283394-11,2023-11-10,31.0,1342.67
4792283394-2,2023-11-10,31.0,1145.22
4792283394-3,2023-11-10,31.0,1145.22
4792283394-4,2023-11-10,31.0,1145.22
4792283394-5,2023-11-10,31.0,1145.22
4792283394-6,2023-11-10,31.0,1145.22
4792283394-7,2023-11-10,31.0,1145.22
4792283394-8,2023-11-10,31.0,1145.22
4792283394-9,2023-11-10,31.0,1145.22
4792283557-1,2023-10-26,1.0,127.38
4792283630-10001,2023-10-16,1.0,9000.0
4792283630-10001,2024-04-25,-1.0,-9000.0
4792286154-1,2023-10-24,2.0,49.8
4792286154-2,2023-11-07,1.0,6.45
4792286154-3,2024-04-04,1.0,49.26
4792286155-1,2023-11-07,2.0,5.22
4792286224-1,2024-01-09,1.0,317.59
4792286224-2,2023-11-07,1.0,175.83
4792286225-1,2023-11-07,1.0,73.26
4792287109-10008,2024-06-05,1.0,6343.62
4792287109-10009,2024-06-05,1.0,5382.47
4792287109-10010,2024-06-05,1.0,1450.99
4792287284-1,2023-10-20,1.0,811.46
4792287414-1,2024-01-12,12.0,48.83
4792287414-2,2024-01-12,12.0,48.83
4792287414-3,2024-01-12,12.0,48.83
4792287414-4,2024-01-12,1.0,15.31
4792287414-5,2024-01-12,1.0,15.31
4792287414-6,2024-01-12,1.0,15.31
4792287414-7,2024-01-12,1.0,541.77
4792287414-8,2024-01-12,2.0,158.15
4792287569-10001,2023-10-18,1.0,2200.82
4792287569-10002,2023-10-18,1.0,72.89
4792287582-1,2023-10-19,1.0,459.31
4792287582-2,2023-10-19,1.0,123.08
4792287582-3,2023-10-19,1.0,308.81
4792287624-10001,2023-10-18,1.0,859.87
4792287710-1,2023-11-03,1.0,168.78
4792287832-1,2023-11-03,1.0,185.35
4792287833-10001,2023-10-18,1.0,727.27
4792287833-10002,2023-10-18,1.0,54.67
4792287897-10002,2023-10-16,1.0,4676.4
4792288012-10001,2023-10-18,1.0,427.81
4792288012-10002,2023-10-18,1.0,72.89
4792288013-1,2023-10-20,1.0,87.26
4792288194-10001,2023-10-16,1.0,378.92
4792288254-1,2023-10-30,5.0,843.94
4792288254-2,2023-10-30,1.0,28.94
4792288297-10001,2023-10-17,1.0,399.0
4792288665-10001,2024-03-10,1.0,217.82
4792288665-10002,2024-03-10,1.0,72.6
4792288665-2,2024-03-10,12.0,43.56
4792289224-10001,2024-02-06,1.0,435.64
4792289224-10001,2024-02-12,2.0,1980.19
4792289224-10001,2024-03-27,1.0,1227.72
4792289224-10001,2024-05-14,1.0,235.14
4792289224-10001,2024-05-15,1.0,195.95
4792289224-10001,2024-05-29,1.0,156.76
4792289224-10002,2024-02-06,2.0,10121.52
4792289224-10002,2024-02-12,1.0,10121.52
4792289224-10002,2024-03-27,1.0,11621.0
4792289224-10002,2024-05-15,2.0,11499.55
4792289224-10002,2024-05-31,1.0,1483.81
4792289224-10003,2024-02-06,1.0,1749.39
4792289224-10004,2024-05-14,2.0,2473.01
4792289224-10005,2024-02-06,1.0,249.91
4792289224-10005,2024-05-15,1.0,494.6
4792289224-10005,2024-05-31,1.0,247.3
4792291226-1,2023-10-23,1.0,17.81
4792291226-2,2023-10-23,1.0,9.85
4792291346-1,2023-10-19,1.0,13.89
4792291413-1,2023-11-01,1.0,267.51
4792291416-1,2023-10-26,31.0,59.23
4792291416-2,2023-10-26,31.0,59.23
4792291478-1,2023-10-26,31.0,236.94
4792291593-10001,2023-10-19,1.0,311.24
4792291665-10001,2023-10-18,1.0,9.54
4792291665-10002,2023-10-18,1.0,245.69
4792291665-10003,2023-10-18,1.0,63.02
4792291700-1,2023-10-17,1.0,56.76
4792291825-1,2023-10-24,1.0,31.92
4792291825-2,2023-10-24,1.0,4.64
4792291825-3,2023-10-24,1.0,78.4
4792291902-1,2023-11-03,11.5,1025.47
4792291902-2,2023-11-03,7.25,646.49
4792291902-3,2023-11-03,2.5,222.92
4792291902-4,2023-11-03,3.0,267.51
4792291902-5,2023-11-03,5.5,490.44
4792291902-6,2023-11-03,1.0,35.03
4792291902-7,2023-11-03,1.0,2107.4
4792291902-8,2023-11-03,1.0,41.4
4792292081-1,2023-10-30,30.0,82.89
4792292340-10001,2023-10-17,1.0,30.3
4792292340-10001,2023-11-17,1.0,2.33
4792292874-10001,2023-10-25,1.0,399.0
4792292900-10001,2023-10-30,1.0,6154.96
4792292900-10001,2023-12-06,1.0,2842.35
4792292900-10002,2023-12-06,2.0,17054.13
4792292900-10003,2023-12-06,1.0,292.59
4792292900-10004,2023-10-30,1.0,522.97
4792292900-10005,2023-10-30,1.0,281.59
4792292900-10005,2023-12-06,1.0,292.59
4792292900-10006,2023-10-30,1.0,4183.79
4792292900-10006,2023-12-06,2.0,13584.87
4792292900-10007,2023-10-30,1.0,382.16
4792292900-10007,2023-12-06,2.0,1429.51
4792292900-10007,2023-12-14,1.0,198.54
4792293010-10001,2023-10-17,1.0,379.12
4792294978-1,2025-04-09,3.0,255.0
4792295203-1,2023-10-27,1000.0,31.84
4792295203-2,2023-11-17,10.0,39.42
4792295203-3,2023-10-24,1.0,7.64
4792295203-4,2023-10-31,1.0,2.82
4792295203-5,2023-10-24,5.0,7.03
4792295203-6,2023-10-31,1.0,15.84
4792295206-10001,2024-05-06,1.0,1881.12
4792295206-10002,2024-05-06,1.0,75.24
4792295206-10003,2024-05-06,1.0,365.38
4792295206-10004,2024-05-06,1.0,182.69
4792295218-1,2023-10-31,1.0,482.85
4792295225-1,2023-10-31,2400.0,397.45
4792295225-1,2024-01-19,600.0,106.63
4792295262-10001,2024-05-06,1.0,300.97
4792295262-10002,2024-05-06,1.0,75.24
4792295277-1,2023-10-31,50.0,154.14
4792295277-2,2023-11-21,50.0,139.8
4792295277-3,2023-11-21,24.0,73.98
4792295278-1,2023-10-23,2.0,4.14
4792295278-2,2023-10-23,1.0,0.48
4792295279-1,2023-10-23,1.0,5.83
4792295279-2,2023-10-23,1.0,6.11
4792295279-3,2023-10-23,12.0,24.22
4792295279-4,2023-10-23,4.0,7.54
4792295279-5,2023-10-23,4.0,7.54
4792295279-6,2023-10-23,1.0,1.07
4792295279-7,2023-10-23,1.0,2.42
4792295283-1,2023-10-31,24.0,44.94
4792295283-2,2023-10-31,24.0,44.33
4792295283-3,2023-11-21,24.0,87.43
4792295283-4,2023-11-12,24.0,82.54
4792295283-5,2023-10-31,10.0,69.29
4792295283-6,2023-11-12,9.0,86.15
4792295283-6,2023-11-21,1.0,9.57
4792295293-10001,2024-05-06,1.0,376.22
4792295296-10001,2024-05-06,1.0,2031.61
4792295296-10002,2024-05-06,1.0,365.38
4792295296-10003,2024-05-06,1.0,1370.18
4792295300-10001,2024-05-06,1.0,790.07
4792295301-1,2023-11-04,12.0,32.86
4792295301-2,2023-11-04,12.0,202.31
4792295301-3,2023-11-04,12.0,202.31
4792295311-10001,2024-01-23,1.0,6650.71
4792295311-10002,2024-01-23,1.0,541.24
4792295311-10003,2024-01-23,1.0,591.98
4792295311-10004,2024-01-23,1.0,984.27
4792295311-10005,2024-01-23,1.0,610.79
4792295321-10001,2024-05-06,1.0,564.33
4792295340-10001,2024-05-03,1.0,2106.85
4792295340-10002,2024-05-03,1.0,365.38
4792295340-10003,2024-05-03,1.0,4201.89
4792295368-10001,2023-10-30,1.0,566.87
4792295456-1,2023-11-04,2.0,465.94
4792295500-10001,2023-10-18,1.0,178.34
4792295503-10001,2024-01-23,1.0,1548.53
4792295503-10002,2024-01-23,1.0,143.54
4792295506-1,2023-10-31,1.0,472.92
4792295528-10002,2023-11-30,1.0,27372.8
4792295528-10003,2023-11-30,1.0,14809.6
4792295528-10007,2023-11-30,1.0,877.8
4792295561-10001,2023-10-18,1.0,159.23
4792295561-2,2023-10-18,1.0,2.86
4792295574-1,2024-03-26,1.0,29.53
4792295574-2,2024-03-26,1.0,6.89
4792295689-10001,2024-01-22,1.0,196.51
4792295689-10002,2024-01-22,1.0,927.88
4792295702-1,2023-11-01,1.0,338.21
4792295702-2,2023-11-01,1.0,15.05
4792295705-1,2024-06-13,1.0,262.94
4792295710-10001,2023-10-26,1.0,558.87
4792295710-10002,2023-10-26,1.0,165.59
4792295756-1,2023-10-19,2.0,35.5
4792295756-2,2023-10-19,3.0,26.62
4792295756-3,2023-10-19,2.0,35.5
4792295756-4,2023-10-19,2.0,12.42
4792295756-5,2023-10-19,8.0,14.2
4792295756-6,2023-10-19,1.0,41.42
4792295756-7,2023-10-19,1.0,259.64
4792295756-8,2023-10-19,1.0,1.47
4792295756-9,2023-10-19,0.2,9.92
4792295761-1,2023-11-01,180.0,47.0
4792295761-2,2023-11-01,30.0,7.83
4792295761-3,2023-11-01,90.0,20.63
4792295790-10001,2023-10-31,1.0,114.64
4792295959-3,2024-01-10,3.0,0.0
4792295959-6,2024-02-01,2.0,0.0
4792295987-10001,2024-01-21,1.0,3376.62
4792295987-10002,2024-01-21,1.0,2826.38
4792295987-10003,2024-01-21,1.0,389.61
4792296078-1,2023-12-13,2.0,292.48
4792296078-2,2023-11-02,1.0,102.13
4792296619-1,2023-11-08,1.0,1003.1
4792296619-2,2023-11-08,1.0,9.5
4792296727-1,2023-10-19,1.0,39.61
4792296770-10001,2023-10-18,1.0,178.34
4792296963-10001,2023-10-24,1.0,1614.64
4792296967-1,2023-10-25,1.0,84.04
4792296967-2,2023-10-25,25.0,124.68
4792296967-3,2023-10-25,15.0,74.8
4792297104-1,2023-10-31,1.0,2420.38
4792297392-1,2023-11-10,4.0,10.19
4792297392-2,2023-11-10,4.0,17.83
4792297392-3,2023-11-10,4.0,10.19
4792297392-4,2023-11-10,4.0,17.83
4792297392-5,2023-11-10,4.0,17.83
4792297392-6,2023-11-10,4.0,17.83
4792297392-7,2023-11-10,4.0,17.83
4792297946-10001,2023-10-31,1.0,892.5
4792297966-1,2023-10-26,6.0,2866.24
4792298051-10001,2023-11-29,1.0,20000.0
4792298051-10002,2023-11-29,1.0,1800.0
4792298051-10003,2023-11-29,1.0,1000.0
4792298051-10004,2023-11-29,1.0,850.0
4792298051-10005,2023-11-29,1.0,1200.0
4792298051-10006,2023-11-29,1.0,1200.0
4792298051-10007,2023-11-29,1.0,700.0
4792298090-10001,2023-10-31,1.0,5291.25
4792298096-10001,2023-10-26,1.0,2400.0
4792298097-10001,2023-11-10,1.0,1548.0
4792298097-10002,2023-11-10,1.0,1083.6
4792298097-10003,2023-11-10,1.0,1186.8
4792298097-10004,2023-11-10,1.0,650.0
4792298114-10001,2024-01-31,1.0,3096.0
4792298151-10001,2023-12-22,1.0,5376.0
4792298240-10001,2024-04-02,1.0,16512.0
4792298240-10002,2024-04-02,1.0,3508.8
4792298240-10003,2024-04-02,1.0,3508.8
4792298240-10004,2024-04-02,1.0,1857.6
4792298240-10005,2024-04-02,1.0,1548.0
4792298240-10006,2024-04-02,1.0,2373.6
4792298240-10007,2024-04-02,1.0,3715.2
4792298240-10008,2024-04-02,1.0,5160.0
4792298240-10009,2024-04-02,1.0,5779.2
4792298330-10001,2023-12-28,2.0,32924.4
4792299358-10001,2023-10-26,1.0,656.33
4792299362-10001,2023-10-26,1.0,270.31
4792299413-10001,2023-11-10,1.0,138.44
4792299421-1,2023-10-26,31.0,69.1
4792299579-1,2023-11-15,1.0,11.71
4792299597-1,2023-10-27,3.0,48.0
4792299597-2,2023-11-07,3.0,50.38
4792299620-10001,2023-10-19,1.0,71.52
4792299621-10001,2023-10-19,1.0,71.52
4792299634-10001,2023-11-01,1.0,195.08
4792299634-10002,2023-11-01,1.0,450.19
4792299634-10002,2023-11-08,1.0,15.0
4792299634-10003,2023-11-01,1.0,138.44
4792299634-10004,2023-11-01,1.0,30.3
4792299634-10005,2023-11-01,1.0,30.3
4792299634-10006,2023-11-01,1.0,309.55
4792299634-10006,2023-11-08,1.0,10.31
4792299634-10007,2023-11-01,1.0,116.83
4792299637-10001,2024-01-02,1.0,11073.13
4792299637-10002,2024-01-02,1.0,820.23
4792299668-10001,2023-10-26,1.0,330.14
4792299669-10001,2023-10-26,1.0,330.14
4792299699-10001,2023-11-10,1.0,195.08
4792299707-10001,2023-11-01,1.0,278.6
4792299728-1,2023-11-15,1.0,997.45
4792299734-10001,2023-10-26,1.0,185.8
4792299737-10001,2023-10-26,1.0,72.26
4792299737-10002,2023-10-26,1.0,72.26
4792299737-10003,2023-10-26,1.0,72.26
4792299737-10004,2023-10-26,1.0,72.26
4792299740-10001,2023-11-10,1.0,138.44
4792299751-10001,2023-10-26,1.0,330.14
4792299754-10001,2023-11-01,1.0,72.26
4792299754-10002,2023-11-01,1.0,72.26
4792299758-10001,2023-10-23,1.0,369.42
4792299763-10001,2023-11-01,1.0,72.26
4792299763-10002,2023-11-01,1.0,72.26
4792299791-10001,2023-10-26,1.0,72.26
4792299796-10001,2023-11-01,1.0,330.14
4792299873-10001,2023-10-26,1.0,330.14
4792299879-10001,2023-11-10,1.0,72.26
4792299883-10001,2023-10-23,1.0,239.85
4792299883-10002,2023-10-23,1.0,99.77
4792299883-10003,2023-10-23,1.0,199.54
4792299883-10004,2023-10-23,1.0,239.85
4792299887-10001,2023-11-01,1.0,72.26
4792299887-10002,2023-11-01,1.0,72.26
4792299887-10003,2023-11-01,1.0,72.26
4792299887-10004,2023-11-01,1.0,72.26
4792299887-10005,2023-11-01,1.0,72.26
4792299887-10006,2023-11-01,1.0,235.16
4792299887-10007,2023-11-01,1.0,235.16
4792299887-10008,2023-11-01,1.0,235.16
4792299887-10009,2023-11-01,1.0,235.16
4792299887-10010,2023-11-01,1.0,288.87
4792299887-10011,2023-11-01,1.0,288.87
4792299887-10012,2023-11-01,1.0,216.6
4792299887-10013,2023-11-01,1.0,216.6
4792299887-10014,2023-11-01,1.0,216.6
4792299887-10015,2023-11-01,1.0,216.6
4792299887-10016,2023-11-01,1.0,216.6
4792299896-10001,2023-10-26,1.0,1134.95
4792299926-10001,2023-11-28,3.0,750.0
4792299965-1,2023-12-08,4.0,614.16
4792299968-10001,2023-10-19,1.0,72.26
4792299976-10001,2023-11-10,1.0,72.26
4792299984-10001,2024-01-25,1.0,2260.0
4792300001-10001,2023-10-25,1.0,175.15
4792300024-10001,2023-11-10,1.0,1031.68
4792300025-10001,2023-11-12,1.0,4166.24
4792300028-10001,2023-11-01,1.0,72.26
4792300028-10002,2023-11-01,1.0,72.26
4792300062-10001,2023-11-12,1.0,30.3
4792300089-1,2023-11-08,15.0,15046.62
4792300089-2,2023-11-08,1.0,1144.42
4792300089-3,2023-11-08,1.0,152.05
4792300300-10001,2024-09-24,1.0,1087.5
4792300300-10002,2024-09-24,1.0,9975.0
4792300300-10003,2024-09-24,1.0,2312.5
4792300300-10004,2024-09-24,1.0,5970.0
4792300300-10005,2024-09-24,1.0,487.88
4792300458-10001,2023-10-23,1.0,99.77
4792300458-10002,2023-10-23,1.0,99.26
4792300458-10003,2023-10-23,1.0,99.26
4792300458-10004,2023-10-23,1.0,99.77
4792300523-1,2023-11-12,1.0,2850.1
4792300612-1,2023-11-12,31.0,6.12
4792300813-10001,2023-10-23,1.0,318.47
4792300813-10001,2024-04-30,-1.0,-330.03
4792300813-10002,2023-10-23,1.0,2675.15
4792300813-10002,2024-04-30,-1.0,-2772.27
4792300813-3,2023-10-23,33.0,94.58
4792300813-3,2024-04-30,-33.0,-98.01
4792300813-3,2024-09-05,33.0,100.88
4792300887-10001,2023-10-24,1.0,382.16
4792303072-1,2023-10-31,1.0,17.75
4792303072-2,2023-10-31,1.0,17.75
4792303072-3,2023-10-31,1.0,17.75
4792303072-4,2023-10-31,1.0,8.87
4792303595-1,2023-11-08,5.0,94.36
4792303595-2,2023-11-08,2.0,8.85
4792303595-3,2023-11-08,2.0,8.85
4792303595-4,2023-11-08,1.0,24.64
4792303595-5,2023-11-08,1.0,30.26
4792303897-10001,2023-11-12,1.0,1974.52
4792303940-10001,2023-11-12,1.0,254.77
4792303940-10002,2023-11-12,1.0,1910.82
4792303940-10003,2023-11-12,1.0,6726.11
4792303942-10001,2023-11-12,1.0,254.77
4792303942-10002,2023-11-12,1.0,1910.82
4792303942-10003,2023-11-12,1.0,6726.11
4792303982-10001,2023-11-12,1.0,987.26
4792303982-10002,2023-11-12,1.0,987.26
4792304100-1,2023-10-26,1.0,279.45
4792304163-1,2023-11-28,1.0,395.0
4792304163-10001,2023-11-28,1.0,750.0
4792304163-2,2023-11-28,1.0,610.0
4792304164-10001,2023-11-28,1.0,35.0
4792304349-10001,2023-11-12,1.0,72.26
4792304442-1,2023-11-03,31.0,1579.61
4792304449-1,2024-01-02,2.0,1011.66
4792304449-2,2024-01-02,1.0,969.85
4792304449-3,2024-01-02,1.0,475.0
4792304457-10001,2023-11-12,1.0,173.36
4792304460-1,2023-11-12,31.0,315.92
4792304460-2,2023-11-12,31.0,315.92
4792304466-10001,2023-11-12,1.0,173.36
4792304483-10001,2023-11-12,1.0,330.14
4792304495-1,2023-11-28,31.0,1500.63
4792304549-1,2023-11-07,2.0,21.43
4792304549-2,2023-11-07,1.0,275.2
4792304587-10001,2023-11-12,1.0,173.36
4792304590-1,2023-11-07,1.0,43.19
4792304591-10001,2023-11-12,1.0,173.36
4792304592-10001,2023-11-12,1.0,173.36
4792304600-1,2023-11-06,1.0,189.12
4792304600-2,2023-11-06,1.0,189.12
4792304600-3,2023-11-06,1.0,189.12
4792304600-4,2023-11-06,1.0,171.07
4792304600-5,2023-11-06,1.0,171.07
4792304600-6,2023-11-06,1.0,171.07
4792304600-7,2023-11-06,1.0,88.37
4792304609-10001,2023-10-24,1.0,1127.0
4792304609-10002,2023-10-24,1.0,892.0
4792304731-1,2023-11-12,31.0,78.98
4792304731-2,2023-11-12,31.0,78.98
4792304731-3,2023-11-12,31.0,138.21
4792304731-4,2023-11-12,31.0,138.21
4792304731-5,2023-11-12,31.0,138.21
4792304731-6,2023-11-12,31.0,138.21
4792304731-7,2023-11-12,31.0,138.21
4792304731-8,2023-11-12,31.0,138.21
4792305887-10001,2023-10-27,1.0,15143.92
4792306187-1,2025-03-05,1.0,200.05
4792306187-2,2025-03-05,1.0,144.45
4792306397-1,2023-11-22,1.0,103.12
4792306397-2,2024-01-19,4.0,93.97
4792306397-3,2023-12-08,1.0,213.15
4792306497-10001,2023-10-24,1.0,17.92
4792306497-10002,2023-10-24,1.0,461.0
4792306497-10003,2023-10-24,1.0,118.63
4792307675-1,2023-11-02,18.0,47.8
4792307675-10,2023-12-07,4.0,41.61
4792307675-2,2023-11-02,18.0,55.71
4792307675-3,2023-11-21,10.8,14.71
4792307675-4,2023-11-02,18.0,30.61
4792307675-5,2023-11-02,18.0,119.46
4792307675-6,2023-11-02,7.2,16.42
4792307675-7,2023-11-02,10.8,117.35
4792307675-8,2023-11-02,10.8,166.47
4792307675-9,2023-11-02,7.2,28.24
4792308499-1,2023-10-30,139.78,89.03
4792308509-1,2023-11-12,31.0,8.09
4792308562-1,2023-10-31,1.0,262.15
4792308562-2,2023-11-03,4.0,164.99
4792308570-1,2023-11-21,1277.2,2270.54
4792308588-1,2023-11-12,31.0,8.09
4792308588-2,2023-11-12,31.0,8.09
4792308588-3,2023-11-12,31.0,8.09
4792308609-1,2023-10-30,100.45,63.98
4792308609-2,2023-10-30,489.79,311.96
4792308614-1,2023-11-12,31.0,6.31
4792308614-2,2023-11-12,31.0,7.1
4792308614-3,2023-11-12,31.0,8.09
4792308621-10001,2023-11-12,1.0,330.14
