po_line_id,gr_posting_date,gr_effective_quantity,gr_amount_usd
4582014836-1,2023-03-30,5565.0,73513.65
4582014978-1,2023-11-22,5.0,0.0
4582014978-2,2023-05-09,1.0,0.0
4582014978-3,2023-03-23,10.0,0.0
4582014983-1,2023-03-27,1.0,0.0
4582014983-10,2023-03-27,10.0,0.0
4582014983-11,2023-03-10,10.0,0.0
4582014983-12,2023-03-10,2.0,0.0
4582014983-13,2023-05-08,2.0,0.0
4582014983-14,2023-03-23,2.0,0.0
4582014983-15,2023-05-18,6.0,0.0
4582014983-15,2023-06-13,1.0,0.0
4582014983-15,2023-06-29,1.0,0.0
4582014983-16,2023-05-18,8.0,0.0
4582014983-17,2023-03-10,7.0,0.0
4582014983-17,2023-04-12,1.0,0.0
4582014983-18,2023-03-10,20.0,0.0
4582014983-19,2023-03-31,5.0,0.0
4582014983-19,2023-04-04,19.0,0.0
4582014983-2,2023-03-10,3.0,0.0
4582014983-20,2023-03-27,10.0,668.64
4582014983-20,2023-04-04,7.0,0.0
4582014983-20,2023-05-02,5.0,0.0
4582014983-20,2023-05-18,3.0,0.0
4582014983-21,2023-03-23,50.0,0.0
4582014983-3,2023-03-10,5.0,0.0
4582014983-4,2023-03-10,5.0,0.0
4582014983-5,2023-03-23,4.0,0.0
4582014983-6,2023-04-12,4.0,0.0
4582014983-7,2023-03-10,10.0,0.0
4582014983-8,2023-03-23,5.0,0.0
4582014983-9,2023-05-16,10.0,0.0
4582016828-1,2023-04-04,50.0,0.0
4582017077-1,2023-03-30,275.0,473.0
4582017078-1,2023-03-30,76000.0,117040.0
4582018313-1,2023-03-10,5.0,0.0
4582018313-2,2023-03-27,8.0,0.0
4582018313-3,2023-03-15,14.0,0.0
4582018313-4,2023-03-27,18.0,0.0
4582018313-5,2023-03-10,4.0,0.0
4582022911-1,2023-06-30,11318.0,0.0
4582022911-2,2023-06-30,1.0,0.0
4582022911-3,2023-06-30,11318.0,0.0
4582022911-4,2023-06-30,1.0,0.0
4582022911-5,2023-06-30,1.0,0.0
4582022967-1,2023-03-13,2.0,0.0
4582022967-2,2023-04-14,2.0,0.0
4582022967-3,2023-03-13,2.0,0.0
4582022983-1,2023-07-01,1.0,0.0
4582023017-1,2023-05-03,1.0,0.0
4582025073-1,2023-03-14,3600.0,0.0
4582025074-1,2023-08-14,1.0,0.0
4582026047-1,2023-03-09,5.0,0.0
4582026160-1,2023-04-04,10.0,0.0
4582026160-2,2023-04-04,1.0,0.0
4582026160-3,2023-04-04,3.0,0.0
4582026160-4,2023-04-04,4.0,0.0
4582026160-5,2023-04-04,1296.0,0.0
4582026160-6,2023-05-29,4.0,0.0
4582028382-1,2023-03-16,2.0,0.0
4582029445-2,2023-04-04,93.0,0.0
4582029445-3,2023-04-04,20.0,0.0
4582033144-1,2023-03-27,1.0,0.0
4582033144-2,2023-03-27,1.0,0.0
4582033144-3,2023-03-27,1.0,0.0
4582033144-4,2023-03-27,1.0,0.0
4582033144-5,2023-03-27,1.0,0.0
4582033144-6,2023-03-27,1.0,0.0
4582033144-7,2023-03-27,1.0,0.0
4582037613-1,2023-03-27,1.0,0.0
4582037613-2,2023-03-27,15.0,0.0
4582037613-3,2023-03-27,2.0,0.0
4582037615-1,2023-05-23,10.0,0.0
4582037615-10,2023-04-12,20.0,0.0
4582037615-11,2023-03-27,100.0,0.0
4582037615-12,2023-03-27,10.0,0.0
4582037615-13,2023-08-18,100.0,0.0
4582037615-14,2023-03-27,1.0,0.0
4582037615-15,2023-03-27,1.0,0.0
4582037615-16,2023-03-27,15.0,0.0
4582037615-17,2023-04-12,46.0,0.0
4582037615-17,2023-08-18,24.0,0.0
4582037615-18,2023-03-27,150.0,0.0
4582037615-19,2023-03-27,15.0,0.0
4582037615-2,2023-03-27,5.0,0.0
4582037615-20,2023-03-27,100.0,0.0
4582037615-21,2023-03-27,5.0,0.0
4582037615-22,2023-04-12,10.0,0.0
4582037615-23,2023-04-12,50.0,0.0
4582037615-24,2023-03-27,10.0,0.0
4582037615-25,2023-03-27,20.0,0.0
4582037615-26,2023-04-27,1.0,0.0
4582037615-27,2023-04-12,10.0,0.0
4582037615-28,2023-04-12,7.0,0.0
4582037615-29,2023-03-27,1.0,0.0
4582037615-3,2023-08-10,3.0,0.0
4582037615-3,2023-11-17,2.0,0.0
4582037615-4,2023-03-27,100.0,0.0
4582037615-5,2023-04-12,1.0,0.0
4582037615-6,2023-05-19,2.0,0.0
4582037615-7,2023-03-27,272.0,0.0
4582037615-7,2023-06-15,228.0,0.0
4582037615-8,2023-03-27,10.0,0.0
4582037615-9,2023-03-27,500.0,0.0
4582037672-1,2023-09-13,100.0,0.0
4582037672-2,2023-04-04,50.0,0.0
4582037672-3,2023-04-04,1.0,0.0
4582037672-4,2023-04-04,20.0,0.0
4582037672-5,2023-09-13,6.0,0.0
4582037673-1,2023-04-04,1.0,0.0
4582037701-1,2023-07-21,3.0,0.0
4582037701-2,2023-04-04,1.0,0.0
4582037702-1,2023-07-31,3.0,0.0
4582037702-2,2023-05-29,3.0,0.0
4582037702-3,2023-08-16,2.0,0.0
4582037704-1,2023-04-04,50.0,0.0
4582037704-10,2023-07-17,50.0,0.0
4582037704-11,2023-04-04,30.0,0.0
4582037704-12,2024-06-25,3.0,0.0
4582037704-13,2023-12-11,2.0,0.0
4582037704-13,2023-12-18,4.0,0.0
4582037704-14,2023-04-04,50.0,0.0
4582037704-2,2023-04-04,20.0,0.0
4582037704-3,2023-07-17,2.0,0.0
4582037704-5,2023-04-04,100.0,0.0
4582037704-6,2023-07-17,1.0,0.0
4582037704-7,2023-07-17,30.0,0.0
4582037704-8,2023-04-04,50.0,0.0
4582037704-9,2023-04-04,50.0,0.0
4582037705-1,2023-04-04,1.0,0.0
4582037706-1,2023-04-04,5184.0,0.0
4582038162-10,2023-03-22,5.0,216.85
4582038162-2,2023-04-03,20.0,0.0
4582038162-4,2023-03-31,10.0,0.0
4582038162-5,2023-04-14,2.0,0.0
4582038162-6,2023-03-31,100.0,0.0
4582038162-7,2023-03-22,100.0,20.0
4582038162-8,2023-03-31,3.0,0.0
4582038162-8,2024-01-08,5.0,0.0
4582038162-9,2023-03-31,5.0,0.0
4582038253-1,2023-04-04,1.0,0.0
4582038253-2,2023-05-31,4.0,0.0
4582038253-3,2023-05-30,3.0,0.0
4582038253-3,2023-06-20,7.0,0.0
4582038253-4,2023-05-31,10.0,0.0
4582038253-5,2023-08-29,16.0,0.0
4582038253-6,2023-08-23,16.0,0.0
4582038254-1,2023-05-08,10.0,0.0
4582038254-2,2023-05-08,10.0,0.0
4582038266-1,2023-03-14,1.0,0.0
4582040957-1,2023-05-09,8.0,0.0
4582041155-1,2023-03-20,24.0,0.0
4582041155-1,2023-05-11,70.0,0.0
4582041725-10,2023-07-20,10.0,0.0
4582041725-11,2023-06-12,10.0,0.0
4582041725-3,2023-06-12,10.0,0.0
4582041725-4,2023-06-12,10.0,0.0
4582041725-5,2023-07-20,10.0,0.0
4582041725-6,2023-06-12,20.0,0.0
4582041725-7,2023-06-12,10.0,0.0
4582041725-8,2023-06-12,10.0,0.0
4582041725-9,2023-07-20,10.0,0.0
4582042191-1,2023-03-23,100.0,0.0
4582044066-1,2023-04-24,20.0,0.0
4582044066-2,2023-04-24,1.0,0.0
4582044066-3,2023-05-04,2.0,0.0
4582044066-4,2023-04-24,1.0,0.0
4582044633-1,2024-01-05,1.0,0.0
4582044633-3,2023-06-12,1.0,0.0
4582044633-4,2023-08-14,1.0,0.0
4582044633-5,2023-07-19,1.0,0.0
4582044633-6,2023-07-12,40.0,0.0
4582044633-7,2023-07-12,40.0,0.0
4582044671-1,2023-07-05,10.0,0.0
4582044671-2,2023-06-09,2.0,0.0
4582044671-3,2023-05-31,3.0,0.0
4582044671-4,2023-06-20,1.0,0.0
4582044671-4,2023-09-20,2.0,0.0
4582044722-10,2023-03-17,1.0,0.0
4582044722-11,2023-08-24,100.0,0.0
4582044722-12,2023-03-31,100.0,0.0
4582044722-13,2023-09-15,2.0,0.0
4582044722-14,2023-03-31,6.0,0.0
4582044722-14,2023-05-01,3.0,0.0
4582044722-15,2023-03-31,1.0,0.0
4582044722-17,2023-04-14,10.0,0.0
4582044722-18,2023-03-22,50.0,204.0
4582044722-19,2023-03-31,3.0,0.0
4582044722-2,2023-05-16,1.0,0.0
4582044722-20,2023-04-04,250.0,0.0
4582044722-21,2023-03-31,1.0,0.0
4582044722-3,2023-03-31,1.0,0.0
4582044722-4,2023-03-31,1200.0,0.0
4582044722-5,2023-03-31,2.0,0.0
4582044722-6,2023-05-25,1.0,0.0
4582044722-8,2023-03-31,2.0,0.0
4582044722-8,2023-05-01,7.0,0.0
4582044722-9,2023-03-17,1.0,0.0
4582044723-1,2023-03-27,2.0,0.0
4582044723-2,2023-04-12,2.0,0.0
4582044723-3,2023-03-31,3.0,0.0
4582044723-4,2023-03-23,1.0,0.0
4582044723-4,2023-03-27,4.0,0.0
4582044723-5,2023-03-27,5.0,0.0
4582044723-6,2023-03-27,6.0,0.0
4582044723-7,2023-03-27,20.0,0.0
4582044723-8,2023-03-23,8.0,0.0
4582044723-8,2023-03-27,1.0,0.0
4582044723-8,2023-06-13,1.0,0.0
4582044723-9,2023-03-27,1200.0,0.0
4582044785-1,2023-03-27,80.0,0.0
4582044785-1,2023-04-12,5.0,0.0
4582044785-10,2023-03-27,6.0,0.0
4582044785-11,2023-03-27,24.0,0.0
4582044785-12,2023-03-27,24.0,0.0
4582044785-13,2023-03-27,6.0,0.0
4582044785-14,2023-05-23,10.0,0.0
4582044785-15,2023-03-27,10.0,0.0
4582044785-16,2023-03-27,100.0,0.0
4582044785-17,2023-04-12,5.0,0.0
4582044785-18,2023-05-23,10.0,0.0
4582044785-19,2023-03-27,10.0,0.0
4582044785-19,2023-04-12,5.0,0.0
4582044785-2,2023-04-12,7.0,0.0
4582044785-20,2023-03-27,20.0,0.0
4582044785-21,2023-03-27,8.0,0.0
4582044785-22,2023-03-27,50.0,0.0
4582044785-23,2023-05-23,8.0,0.0
4582044785-24,2023-04-12,2.0,0.0
4582044785-25,2023-03-27,5.0,0.0
4582044785-28,2023-03-27,10.0,0.0
4582044785-29,2023-03-27,10.0,0.0
4582044785-3,2023-03-27,4.0,0.0
4582044785-3,2023-04-12,16.0,0.0
4582044785-30,2023-03-27,20.0,0.0
4582044785-31,2023-03-27,2.0,0.0
4582044785-32,2023-05-23,1.0,0.0
4582044785-32,2023-06-19,1.0,0.0
4582044785-33,2023-03-27,5.0,0.0
4582044785-34,2023-04-12,5.0,0.0
4582044785-35,2023-03-27,10.0,0.0
4582044785-36,2023-08-18,1.0,0.0
4582044785-37,2023-03-27,1.0,0.0
4582044785-38,2023-03-27,1.0,0.0
4582044785-39,2023-03-27,5.0,0.0
4582044785-4,2023-03-27,5.0,0.0
4582044785-40,2023-03-27,3.0,0.0
4582044785-41,2023-05-02,2.0,0.0
4582044785-42,2023-04-12,1.0,0.0
4582044785-42,2023-04-18,1.0,0.0
4582044785-43,2023-06-13,2.0,0.0
4582044785-5,2023-03-27,1.0,0.0
4582044785-6,2023-03-27,1.0,0.0
4582044785-7,2023-03-27,15.0,0.0
4582044785-8,2023-03-27,60.0,0.0
4582044785-9,2023-06-13,6.0,0.0
4582046759-1,2023-04-05,60.0,0.0
4582046765-1,2023-03-17,5.0,0.0
4582047203-2,2023-05-04,-1.0,0.0
4582047207-1,2023-05-23,1.0,0.0
4582047207-2,2023-05-23,1.0,0.0
4582048254-1,2023-04-12,1.0,0.0
4582048254-2,2023-04-04,14.0,0.0
4582048254-3,2023-04-04,18.0,0.0
4582048254-4,2023-04-04,4.0,0.0
4582049738-1,2023-05-04,14858.0,0.0
4582049738-1,2023-05-19,1533.0,0.0
4582049738-1,2023-07-24,3109.0,0.0
4582049738-2,2023-04-03,200.0,0.0
4582049738-3,2023-04-03,250.0,0.0
4582049738-4,2023-04-03,5.0,0.0
4582049738-5,2023-04-03,5.0,0.0
4582049738-6,2023-06-06,10.0,0.0
4582049739-1,2023-09-07,10.0,0.0
4582049739-2,2023-09-07,10.0,0.0
4582049739-3,2023-09-07,10.0,0.0
4582049762-1,2023-05-24,1.0,0.0
4582049762-1,2023-09-12,1.0,0.0
4582049763-1,2023-08-07,1.0,0.0
4582049763-2,2023-10-09,2.0,0.0
4582049770-1,2023-04-23,10.0,477.7
4582049770-1,2023-05-03,30.0,0.0
4582049770-10,2023-08-01,2.0,0.0
4582049770-11,2023-04-23,20.0,844.8
4582049770-12,2023-04-23,1.0,394.23
4582049770-13,2023-04-23,1.0,394.23
4582049770-2,2023-11-30,2.0,0.0
4582049770-3,2023-03-31,3.0,0.0
4582049770-6,2023-04-23,1.0,172.53
4582049770-7,2023-04-23,10.0,200.8
4582049770-8,2023-04-12,11.0,0.0
4582049770-8,2023-04-23,89.0,62.3
4582049770-9,2023-03-27,6.0,0.0
4582049778-1,2023-05-02,1.0,0.0
4582049790-1,2023-03-23,4.0,0.0
4582049790-2,2024-10-03,1.0,0.0
4582049790-3,2023-06-22,2.0,0.0
4582049791-1,2023-03-23,9.0,0.0
4582049792-1,2023-07-11,10.0,0.0
4582049792-10,2023-04-04,2.0,0.0
4582049792-10,2023-05-09,1.0,0.0
4582049792-11,2023-05-08,12.0,0.0
4582049792-12,2023-05-30,4.0,0.0
4582049792-13,2023-03-27,30.0,0.0
4582049792-14,2023-04-12,5.0,0.0
4582049792-15,2023-04-13,2.0,336.24
4582049792-16,2023-05-23,2.0,0.0
4582049792-17,2023-03-27,2.0,0.0
4582049792-18,2023-04-04,200.0,0.0
4582049792-19,2023-03-27,2592.0,0.0
4582049792-2,2023-04-04,4.0,0.0
4582049792-2,2023-04-12,3.0,0.0
4582049792-20,2023-03-27,2.0,0.0
4582049792-21,2023-03-27,2592.0,0.0
4582049792-3,2023-05-09,1.0,0.0
4582049792-4,2023-04-04,1.0,0.0
4582049792-5,2023-04-04,1.0,0.0
4582049792-6,2023-03-27,1.0,0.0
4582049792-7,2023-04-04,1.0,0.0
4582049792-8,2023-03-27,10.0,0.0
4582049792-9,2023-05-02,12.0,0.0
4582051303-1,2023-06-14,1.0,0.0
4582053223-1,2023-06-14,10.0,0.0
4582053223-2,2023-06-14,1.0,0.0
4582053223-3,2023-07-31,25.0,0.0
4582053223-4,2023-06-14,5.0,0.0
4582053223-5,2023-06-20,5.0,0.0
4582053223-6,2023-05-29,78.0,0.0
4582055586-1,2023-11-08,6.0,0.0
4582055586-2,2023-09-20,2.0,0.0
4582055586-3,2023-09-20,2.0,0.0
4582055586-4,2023-09-20,2.0,0.0
4582055586-5,2023-09-20,20.0,0.0
4582055596-1,2023-04-11,2.0,0.0
4582055596-2,2023-08-07,2.0,0.0
4582055596-3,2023-03-28,2.0,0.0
4582055596-4,2023-03-28,2.0,0.0
4582055596-5,2023-03-28,2.0,0.0
4582055598-1,2023-05-22,1.0,0.0
4582055598-1,2023-05-24,1.0,0.0
4582055598-2,2023-05-24,1.0,0.0
4582055598-2,2023-06-02,1.0,0.0
4582055602-1,2023-08-24,30.0,0.0
4582055602-2,2023-11-23,10.0,0.0
4582055602-3,2023-08-24,50.0,0.0
4582055603-1,2023-05-16,2.0,0.0
4582055603-2,2023-05-16,2.0,0.0
4582055702-1,2023-08-01,19440.0,0.0
4582055702-2,2023-08-01,60.0,0.0
4582055702-3,2023-08-01,200.0,0.0
4582055703-1,2023-06-12,80.0,50682.38
4582055703-10,2023-06-12,180.0,2830.87
4582055703-11,2023-06-12,1000.0,6354.36
4582055703-12,2023-06-12,500.0,2498.97
4582055703-13,2023-06-12,5.0,4236.46
4582055703-14,2023-06-12,5.0,3467.22
4582055703-15,2023-06-12,2.0,2023.62
4582055703-2,2023-06-12,100.0,18520.51
4582055703-3,2023-06-12,20.0,4395.75
4582055703-4,2023-06-12,40.0,8294.89
4582055703-5,2023-06-12,200.0,1681.46
4582055703-6,2023-06-12,120.0,0.0
4582055703-7,2023-06-12,120.0,0.0
4582055703-8,2023-06-12,1500.0,14352.3
4582055703-9,2023-06-12,1200.0,19459.0
4582055714-1,2023-08-22,1.0,0.0
4582055749-1,2023-03-15,1.0,0.0
4582055756-1,2023-05-03,1.0,0.0
4582055756-1,2023-08-29,1.0,0.0
4582055756-2,2023-04-26,1.0,0.0
4582055756-2,2023-11-27,1.0,0.0
4582055757-1,2024-09-17,4.0,0.0
4582055757-2,2023-03-22,4.0,0.0
4582055757-3,2023-03-22,1.0,0.0
4582055757-3,2023-04-14,2.0,0.0
4582055758-1,2023-06-21,2.0,0.0
4582055758-1,2023-07-05,43.0,0.0
4582055758-2,2023-04-03,1.0,0.0
4582055758-3,2023-04-03,1.0,0.0
4582057772-1,2023-06-14,2.0,0.0
4582060384-1,2024-10-04,10.0,0.0
4582060385-2,2023-07-31,50.0,0.0
4582060385-3,2023-05-15,1.0,0.0
4582060385-3,2023-08-18,9.0,0.0
4582060385-5,2023-04-18,2.0,0.0
4582060385-6,2023-04-18,100.0,0.0
4582060385-7,2023-06-01,200.0,0.0
4582060385-8,2023-06-21,20.0,0.0
4582060385-9,2023-05-25,5.0,0.0
4582060386-10,2023-04-12,1.0,0.0
4582060386-11,2023-04-12,5.0,0.0
4582060386-12,2023-04-12,15.0,0.0
4582060386-13,2023-04-12,10.0,0.0
4582060386-14,2023-04-12,1.0,0.0
4582060386-14,2023-04-27,1.0,0.0
4582060386-15,2023-08-18,4.0,0.0
4582060386-16,2023-04-12,5.0,0.0
4582060386-17,2023-05-23,2.0,0.0
4582060386-18,2023-04-12,10.0,0.0
4582060386-19,2023-04-12,1.0,0.0
4582060386-3,2023-04-12,2.0,0.0
4582060386-4,2023-04-12,2.0,0.0
4582060386-5,2023-04-12,1.0,0.0
4582060386-6,2023-04-12,5.0,0.0
4582060386-8,2023-04-12,5.0,0.0
4582060386-9,2023-04-12,10.0,0.0
4582060387-1,2023-04-12,5.0,0.0
4582060387-2,2023-04-27,2.0,0.0
4582060387-2,2023-08-14,3.0,0.0
4582060388-1,2023-03-27,500.0,0.0
4582060464-1,2023-11-24,1.0,0.0
4582060528-1,2023-04-03,20.0,0.0
4582060528-2,2023-04-03,1.0,0.0
4582060528-3,2023-08-22,1.0,0.0
4582060528-4,2023-04-03,10.0,0.0
4582060528-5,2023-04-03,6.0,0.0
4582060528-6,2023-04-03,6.0,0.0
4582060572-1,2023-04-03,200.0,0.0
4582060625-1,2023-03-30,150.0,0.0
4582060625-10,2023-04-03,10.0,0.0
4582060625-11,2023-04-12,2.0,0.0
4582060625-2,2023-06-16,200.0,0.0
4582060625-3,2023-03-30,150.0,0.0
4582060625-4,2023-05-19,100.0,0.0
4582060625-5,2023-06-07,200.0,0.0
4582060625-6,2023-08-10,250.0,0.0
4582060625-7,2023-03-30,100.0,0.0
4582060625-8,2023-04-03,3.0,0.0
4582060625-9,2023-04-12,5.0,0.0
4582061543-1,2023-03-27,10.0,0.0
4582061543-2,2023-03-27,6.0,0.0
4582061543-3,2023-03-27,5.0,0.0
4582061543-4,2023-03-27,1296.0,0.0
4582063323-1,2023-04-04,10.0,0.0
4582064108-2,2024-10-17,-1.0,0.0
4582064199-1,2023-04-12,1.0,0.0
4582064199-2,2023-04-12,7.0,0.0
4582064199-3,2023-04-12,9.0,0.0
4582064199-4,2023-04-04,2.0,0.0
4582064434-1,2023-07-31,10.0,0.0
4582064434-2,2023-08-29,50.0,0.0
4582065547-1,2023-10-27,3.0,0.0
4582065547-2,2023-11-17,1.0,16962.42
4582065547-2,2023-12-29,1.0,0.0
4582065547-3,2023-11-17,1.0,0.0
4582065547-3,2024-01-11,1.0,0.0
4582065701-1,2023-08-17,20.0,0.0
4582065717-1,2024-02-02,1.0,0.0
4582065717-1,2024-12-23,1.0,0.0
4582065717-2,2023-04-18,32.0,0.0
4582065717-2,2023-05-29,18.0,0.0
4582065717-3,2023-04-18,10.0,0.0
4582066245-1,2024-01-31,1.0,0.0
4582066247-1,2023-10-06,1.0,0.0
4582075334-1,2023-05-18,3.0,0.0
4582075334-2,2023-05-18,16.0,0.0
4582075334-3,2023-05-18,42.0,0.0
4582075342-1,2023-09-29,30.0,0.0
4582075343-1,2023-06-12,10.0,0.0
4582075343-2,2023-06-12,10.0,0.0
4582075360-1,2023-04-27,1.0,0.0
4582075360-2,2023-04-27,1.0,0.0
4582075360-3,2023-04-27,1.0,0.0
4582075377-1,2023-10-12,1.0,0.0
4582075378-1,2023-10-12,1.0,0.0
4582075840-1,2023-03-20,1.0,522.13
4582079137-1,2023-06-22,3.0,0.0
4582079141-1,2023-09-21,10.0,0.0
4582079141-2,2023-09-21,10.0,0.0
4582079141-3,2023-09-21,30.0,0.0
4582079165-1,2023-04-12,1.0,0.0
4582079165-2,2023-04-12,1.0,0.0
4582079165-3,2023-04-12,1.0,0.0
4582079165-4,2023-04-12,1.0,0.0
4582079165-6,2023-04-12,1.0,0.0
4582079165-7,2023-04-12,1.0,0.0
4582079428-1,2023-03-15,1.0,0.0
4582079432-4,2023-04-17,3.0,0.0
4582079433-1,2023-05-15,4.0,0.0
4582079433-2,2023-09-25,2.0,0.0
4582079433-3,2023-04-17,2.0,0.0
4582079435-1,2023-05-16,10.0,0.0
4582079436-6,2023-04-04,1.0,0.0
4582079436-8,2023-04-18,1.0,0.0
4582079437-1,2023-04-28,4.0,0.0
4582079438-2,2023-04-28,4.0,0.0
4582079487-1,2023-05-09,1.0,0.0
4582079487-2,2023-05-09,1.0,0.0
4582079487-3,2023-06-07,10.0,0.0
4582079487-6,2023-06-07,4.0,0.0
4582079487-7,2023-06-07,1.0,0.0
4582079487-8,2023-06-07,1.0,0.0
4582079585-1,2025-09-30,1.0,0.0
4582079585-2,2025-09-30,1.0,0.0
4582079585-3,2025-09-30,1.0,0.0
4582079585-4,2025-09-30,1.0,0.0
4582079585-5,2025-09-30,1.0,0.0
4582081297-1,2023-06-07,39.0,31200.0
4582081297-1,2023-07-20,161.0,128800.0
4582081306-1,2023-07-11,2.0,0.0
4582081307-1,2023-07-10,30.0,0.0
4582081350-1,2023-05-09,1.0,0.0
4582081350-2,2023-10-19,2.0,0.0
4582081350-3,2023-05-01,1.0,0.0
4582081351-1,2023-03-30,40.0,0.0
4582081353-1,2023-03-16,1.0,0.0
4582081354-1,2023-04-17,12.0,0.0
4582081354-10,2023-04-17,1.0,0.0
4582081354-12,2023-04-17,12.0,0.0
4582081354-13,2023-09-07,10.0,0.0
4582081354-14,2023-04-26,5.0,0.0
4582081354-15,2023-04-26,10.0,0.0
4582081354-16,2023-06-08,11.0,0.0
4582081354-17,2023-04-17,7.0,0.0
4582081354-17,2023-05-11,3.0,0.0
4582081354-18,2023-04-03,20.0,0.0
4582081354-19,2023-05-09,3.0,0.0
4582081354-2,2023-04-17,18.0,0.0
4582081354-20,2023-04-03,40.0,0.0
4582081354-21,2023-04-17,4.0,0.0
4582081354-21,2023-04-26,10.0,0.0
4582081354-22,2023-04-17,6.0,0.0
4582081354-23,2023-04-17,9.0,0.0
4582081354-24,2023-05-11,5.0,0.0
4582081354-25,2023-04-17,5.0,0.0
4582081354-26,2024-01-31,30.0,0.0
4582081354-27,2023-04-03,10.0,0.0
4582081354-28,2023-04-03,3.0,0.0
4582081354-29,2023-04-04,10.0,0.0
4582081354-3,2023-04-17,12.0,0.0
4582081354-30,2023-04-03,10.0,0.0
4582081354-31,2023-04-03,10.0,0.0
4582081354-4,2023-04-17,48.0,0.0
4582081354-5,2023-04-03,25.0,0.0
4582081354-6,2023-04-17,3.0,0.0
4582081354-6,2023-04-26,5.0,0.0
4582081354-7,2023-04-03,30.0,0.0
4582081354-8,2023-04-03,20.0,0.0
4582081354-8,2023-04-04,5.0,0.0
4582081354-9,2023-04-17,1.0,0.0
4582081573-1,2023-08-28,6.0,0.0
4582081573-2,2023-08-28,6.0,0.0
4582081573-3,2023-08-28,6.0,0.0
4582081730-1,2023-03-17,1.0,0.0
4582081730-2,2023-03-17,1.0,0.0
4582081730-3,2023-03-17,1.0,0.0
4582081817-1,2023-03-27,1.0,0.0
4582081817-2,2023-03-27,1.0,0.0
4582081817-3,2023-03-27,1.0,0.0
4582081817-4,2023-03-27,1.0,0.0
4582081817-5,2023-03-27,1.0,0.0
4582081817-6,2023-03-27,1.0,0.0
4582081817-7,2023-03-27,1.0,0.0
4582081817-8,2023-03-27,1.0,0.0
4582081817-9,2023-03-27,1.0,0.0
4582081907-1,2024-03-01,3.0,0.0
4582083480-1,2023-08-08,1.0,0.0
4582083480-2,2023-04-04,1.0,0.0
4582083480-3,2023-04-26,4.0,0.0
4582083480-3,2023-07-11,6.0,0.0
4582083480-4,2023-04-05,1.0,0.0
4582083687-1,2023-08-08,1.0,0.0
4582083687-2,2023-04-04,1.0,0.0
4582083687-3,2023-07-11,7.0,0.0
4582083687-3,2023-07-24,3.0,0.0
4582083687-4,2023-05-23,1.0,0.0
4582085372-1,2023-04-04,30.0,0.0
4582088876-1,2023-08-09,2.0,0.0
4582088876-2,2023-08-09,4.0,0.0
4582088876-3,2023-08-09,4.0,0.0
4582088876-4,2023-08-09,1.0,0.0
4582089700-1,2023-04-05,2.0,0.0
4582089700-2,2023-04-05,2.0,0.0
4582089701-1,2023-04-05,1.0,0.0
4582089701-1,2023-05-17,1.0,0.0
4582090721-1,2023-08-01,2000.0,0.0
4582091117-1,2023-04-05,1.0,0.0
4582091122-1,2023-08-11,4.0,0.0
4582091126-1,2023-04-24,30.0,0.0
4582091227-1,2023-05-04,1.0,0.0
4582091227-2,2023-05-04,4.0,0.0
4582091227-3,2023-05-04,1.0,0.0
4582091227-4,2023-05-04,2.0,0.0
4582091360-1,2023-07-05,1.0,0.0
4582091876-1,2023-05-04,1.0,0.0
4582091876-2,2023-05-09,4.0,0.0
4582091876-3,2023-05-03,1.0,0.0
4582091876-4,2023-05-09,2.0,0.0
4582091876-5,2023-08-08,2.0,0.0
4582091876-6,2023-05-09,1.0,0.0
4582091876-6,2023-08-08,1.0,0.0
4582091911-1,2023-07-05,1.0,0.0
4582093193-1,2023-04-28,200.0,0.0
4582093193-2,2023-08-29,5.0,0.0
4582093193-3,2023-05-09,1.0,8055.13
4582093193-3,2023-05-18,1.0,0.0
4582093193-3,2023-06-20,1.0,0.0
4582093193-4,2024-01-10,2.0,0.0
4582093193-5,2023-05-08,2.0,0.0
4582093193-5,2023-06-12,2.0,0.0
4582093193-6,2023-06-30,2.0,0.0
4582093193-7,2024-01-18,2.0,0.0
4582093193-8,2023-05-02,1.0,0.0
4582093193-8,2023-10-09,1.0,0.0
4582093194-1,2023-06-15,1.0,0.0
4582093194-2,2023-11-03,2.0,0.0
4582093195-1,2023-05-11,1968.0,0.0
4582093195-1,2023-07-05,1968.0,0.0
4582093195-2,2023-07-24,20.0,0.0
4582093195-5,2023-04-26,4.0,15404.68
4582093195-6,2023-04-26,2.0,0.0
4582093196-1,2023-05-25,59.0,0.0
4582093196-1,2023-05-29,41.0,0.0
4582093196-2,2023-05-25,3.0,0.0
4582093196-2,2023-05-29,1.0,0.0
4582093301-1,2023-05-23,7150.0,17320.46
4582093301-2,2023-04-18,3290.0,36262.52
4582093477-1,2023-04-27,2.0,0.0
4582094194-1,2023-05-16,2.0,0.0
4582094545-1,2023-07-18,5.0,0.0
4582094546-1,2023-05-18,2.0,0.0
4582094706-1,2023-07-18,3.0,0.0
4582094706-1,2023-10-06,1.0,0.0
4582094706-2,2023-10-06,2.0,0.0
4582094706-2,2023-11-03,2.0,0.0
4582095650-1,2023-06-20,330.0,25771.69
4582095650-2,2023-06-20,12.0,3489.22
4582095650-3,2023-06-20,20.0,796.8
4582095650-5,2023-06-20,10.0,1248.93
4582095821-1,2023-04-12,20.0,0.0
4582095996-1,2023-04-04,500.0,0.0
4582095998-1,2023-06-01,2.0,0.0
