po_line_id,invoice_posting_date,ir_effective_quantity,ir_amount_usd
4791530548-11,2023-01-11,5.0,2.69
4791530548-11,2023-05-17,-5.0,-2.62
4791530548-11,2023-05-20,5.0,2.64
4791530548-12,2023-01-11,5.0,0.91
4791530548-12,2023-05-17,-5.0,-0.89
4791530548-12,2023-05-20,5.0,0.89
4791530548-13,2023-01-11,3.0,357.77
4791530548-13,2023-05-17,-3.0,-348.56
4791530548-13,2023-05-20,3.0,348.51
4791530548-14,2023-01-11,1.0,104.49
4791530548-14,2023-05-17,-1.0,-101.8
4791530548-14,2023-05-20,1.0,101.8
4791530548-2,2023-01-11,190.0,386.17
4791530548-2,2023-05-17,-190.0,-376.23
4791530548-2,2023-05-20,190.0,376.23
4791530548-3,2023-01-11,2.0,4.74
4791530548-3,2023-05-17,-2.0,-4.62
4791530548-3,2023-05-20,2.0,4.62
4791530548-4,2023-01-11,2.0,6.77
4791530548-4,2023-05-17,-2.0,-6.6
4791530548-4,2023-05-20,2.0,6.6
4791530548-5,2023-01-11,1.0,2.71
4791530548-5,2023-05-17,-1.0,-2.64
4791530548-5,2023-05-20,1.0,2.64
4791530548-6,2023-01-11,4.0,1.35
4791530548-6,2023-05-17,-4.0,-1.32
4791530548-6,2023-05-20,4.0,1.32
4791530548-7,2023-01-11,7.0,5.54
4791530548-7,2023-05-17,-7.0,-5.39
4791530548-7,2023-05-20,5.0,3.86
4791530548-8,2023-01-11,6.0,0.09
4791530548-8,2023-05-17,-6.0,-0.09
4791530548-8,2023-05-20,1.0,0.01
4791530548-9,2023-01-11,14.0,11.41
4791530548-9,2023-05-17,-14.0,-11.12
4791530548-9,2023-05-20,6.0,4.75
4791531184-10001,2023-01-20,1.0,545.39
4791531188-10001,2023-01-18,1.0,69.78
4791531603-1,2023-02-10,1.0,99.02
4791532792-1,2023-01-16,2.0,220.2
4791532881-10001,2023-02-06,1.0,521.33
4791532881-10002,2023-02-06,1.0,384.06
4791532881-10003,2023-02-06,1.0,298.71
4791533041-1,2023-02-15,1.0,2931.66
4791533041-2,2023-02-15,4.0,113.16
4791533041-3,2023-02-15,1.0,43.46
4791533041-4,2023-02-15,2.0,355.76
4791533276-10001,2023-01-11,1.0,182.92
4791533276-10002,2023-01-11,1.0,853.65
4791533276-10003,2023-01-11,1.0,487.8
4791533388-10001,2023-01-12,1.0,426.82
4791533456-10001,2023-03-30,1.0,718.65
4791533456-10001,2023-05-17,2.0,5593.65
4791533456-10002,2023-05-17,1.0,699.2
4791535572-1,2023-01-13,1.0,396.34
4791535572-2,2023-01-13,1.0,16.93
4791535572-3,2023-01-13,1.0,6.77
4791535731-1,2023-01-26,12.0,34.98
4791535745-1,2023-05-18,1.0,891.64
4791535746-1,2023-04-06,1.0,30.52
4791535750-1,2023-04-07,2.0,327.72
4791535902-10001,2023-01-11,1.0,667.68
4791535971-1,2023-01-17,5.0,978.31
4791535971-2,2023-01-11,12.0,152.96
4791535971-3,2023-02-01,6.0,55.01
4791535971-3,2023-02-21,4.0,36.67
4791535971-3,2023-03-09,2.0,17.48
4791536110-10001,2023-06-02,1.0,472.92
4791536247-10001,2023-01-17,1.0,628.72
4791536247-10002,2023-01-17,1.0,528.45
4791536247-10003,2023-01-17,1.0,67.75
4791536363-10001,2023-01-17,1.0,785.9
4791536363-10002,2023-01-17,1.0,157.18
4791536363-10003,2023-01-17,1.0,157.18
4791536363-10004,2023-01-17,1.0,157.18
4791536733-1,2023-03-17,1.0,13077.39
4791538725-10001,2023-05-18,1.0,1500.0
4791538747-10001,2023-02-14,1.0,1247.22
4791538747-10001,2023-02-21,-1.0,-1247.22
4791538747-10001,2023-02-22,1.0,1247.22
4791538747-10001,2023-04-13,1.0,173.94
4791538747-10001,2023-05-11,1.0,166.33
4791538747-10001,2023-06-08,1.0,60.27
4791538747-10001,2023-06-13,2.0,784.01
4791538769-1,2023-01-24,1.0,4.38
4791538776-10001,2023-01-23,1.0,155.82
4791538776-10002,2023-01-23,1.0,77.91
4791538785-10001,2023-03-02,1.0,1180.46
4791538786-10001,2023-03-22,1.0,1017.63
4791538787-1,2023-01-30,4.0,1169.26
4791538787-2,2023-01-30,4.0,28.29
4791538787-3,2023-01-30,4.0,42.46
4791538799-10001,2023-01-12,1.0,7376.01
4791538799-10002,2023-01-12,1.0,3149.56
4791538799-10003,2023-01-12,1.0,246.46
4791538799-10004,2023-01-12,1.0,1409.21
4791538799-10005,2023-01-12,1.0,617.76
4791538799-10006,2023-01-12,1.0,290.16
4791538799-7,2023-01-12,1.0,105.69
4791538799-8,2023-01-12,10.0,88.07
4791538829-1,2023-02-02,1.0,27.51
4791538829-2,2023-02-02,1.0,16.55
4791538829-3,2023-02-02,1.0,15.22
4791538829-4,2023-02-02,1.0,7.61
4791538829-5,2023-02-02,1.0,30.71
4791538829-6,2023-02-02,1.0,24.6
4791538829-6,2023-04-02,5.0,110.18
4791538829-7,2023-02-02,1.0,22.66
4791538909-1,2023-02-14,1.0,3427.26
4791538909-2,2023-02-14,2.0,5026.65
4791538909-3,2023-02-14,1.0,2399.08
4791538909-4,2023-02-14,2.0,4950.49
4791538909-5,2023-02-14,1.0,418.88
4791538909-6,2023-02-14,2.0,1454.68
4791538909-7,2023-02-14,1.0,1485.14
4791538922-10001,2023-01-17,1.0,94.17
4791538922-10002,2023-01-17,1.0,40.65
4791539193-1,2023-01-19,5.0,15.21
4791539193-2,2023-01-19,5.0,10.26
4791539193-3,2023-01-19,3.0,10.24
4791539193-4,2023-01-19,10.0,48.57
4791539193-5,2023-01-19,5.0,89.66
4791539193-6,2023-01-19,5.0,89.66
4791539193-7,2023-01-19,3.0,46.84
4791539193-8,2023-01-19,2.0,31.35
4791539193-9,2023-01-19,5.0,27.91
4791539195-1,2023-02-20,1.0,31.43
4791539195-2,2023-02-20,1.0,1.77
4791539333-1,2023-06-07,4.0,4800.0
4791539333-2,2023-06-07,33.0,32635.02
4791539368-1,2023-01-17,1.0,4788.61
4791539368-2,2023-01-17,1.0,1490.51
4791539477-1,2023-02-09,1.0,227.59
4791539477-2,2023-02-09,1.5,197.36
4791539477-3,2023-02-09,1.0,227.59
4791541628-1,2023-04-12,1.0,699.81
4791542456-10001,2023-05-24,1.0,13.73
4791542456-10002,2023-02-27,1.0,3.34
4791542456-10002,2023-05-24,1.0,10.19
4791542456-10003,2023-02-28,1.0,14.77
4791542491-10001,2023-03-06,1.0,78.01
4791542491-10002,2023-03-06,1.0,1092.26
4791542533-10001,2023-01-17,1.0,255.25
4791542533-10002,2023-01-17,1.0,7.65
4791542578-1,2023-02-06,3.0,207.18
4791542578-2,2023-02-06,1.0,69.06
4791542578-3,2023-02-06,3.0,207.18
4791542578-4,2023-02-06,1.0,69.06
4791542642-10001,2023-01-10,1.0,487.8
4791542662-1,2023-01-24,2.0,4.4
4791542662-2,2023-01-24,1.0,8.46
4791542662-3,2023-01-24,2.0,11.7
4791542662-4,2023-01-24,6.0,33.86
4791542663-1,2023-11-22,1.0,4.16
4791542663-10,2023-11-22,6.0,11.8
4791542663-11,2023-11-22,1.0,6.01
4791542663-12,2023-11-22,1.0,5.73
4791542663-13,2023-11-22,6.0,1.52
4791542663-14,2023-11-22,1.0,11.68
4791542663-15,2023-11-22,1.0,0.91
4791542663-16,2023-11-22,6.0,11.84
4791542663-2,2023-11-22,6.0,15.85
4791542663-3,2023-11-22,4.0,2.52
4791542663-4,2023-11-22,1.0,1.25
4791542663-5,2023-11-22,1.0,6.02
4791542663-6,2023-11-22,4.0,17.24
4791542663-7,2023-11-22,1.0,5.17
4791542663-8,2023-11-22,1.0,5.1
4791542663-9,2023-11-22,1.0,1.35
4791542700-10001,2023-01-25,1.0,731.7
4791542728-10001,2023-02-22,1.0,325.03
4791542794-1,2023-01-24,1.0,9.83
4791542794-2,2023-01-24,1.0,7.89
4791542795-1,2024-06-20,1.0,4.61
4791542795-10,2023-07-06,1.0,63.4
4791542795-2,2024-06-20,5.0,9.82
4791542795-3,2024-06-20,1.0,25.69
4791542795-4,2024-06-20,1.0,15.45
4791542795-5,2024-06-20,1.0,25.69
4791542795-6,2024-06-20,1.0,26.73
4791542795-7,2024-06-20,1.0,26.73
4791542795-8,2024-06-20,1.0,20.61
4791542795-9,2024-06-20,2.0,45.33
4791542898-10001,2023-03-03,1.0,881.95
4791542898-10001,2023-03-30,1.0,1852.1
4791542898-10002,2023-03-30,1.0,881.95
4791542991-10001,2023-03-09,1.0,3846.6
4791542991-10002,2023-04-07,1.0,2558.12
4791542991-10003,2023-05-16,1.0,438.7
4791542991-10004,2023-05-16,1.0,424.55
4791542991-10005,2023-06-04,1.0,433.55
4791542991-10006,2023-08-31,1.0,437.25
4791542991-10007,2023-09-21,1.0,427.97
4791542991-10008,2023-12-13,1.0,439.86
4791542991-10009,2023-12-13,1.0,425.67
4791542993-10001,2023-03-02,1.0,3953.86
4791542993-10002,2023-03-01,1.0,765.26
4791542995-10001,2023-03-03,1.0,848.63
4791542995-10001,2023-06-09,1.0,593.3
4791543100-1,2023-11-19,1.0,4.0
4791543100-10,2023-11-22,12.0,22.62
4791543100-11,2023-11-22,5.0,101.52
4791543100-12,2023-11-22,4.0,28.48
4791543100-13,2023-11-22,3.0,9.53
4791543100-2,2023-11-22,1.0,27.5
4791543100-3,2023-11-22,3.0,3.21
4791543100-4,2023-11-22,0.88,16.23
4791543100-5,2023-11-22,2.0,21.49
4791543100-6,2023-11-22,5.0,24.71
4791543100-7,2023-11-22,1.0,10.83
4791543100-8,2023-11-22,12.0,16.58
4791543100-9,2023-11-22,12.0,22.62
4791543105-1,2023-01-22,2.0,38.6
4791543105-2,2023-01-22,12.0,45.2
4791543658-1,2023-02-06,1.0,628.34
4791543659-1,2023-02-06,1.0,188.8
4791543659-10001,2023-02-06,2.0,20.22
4791543659-2,2023-02-06,1.0,125.2
4791543659-3,2023-02-06,1.0,444.86
4791543659-4,2023-02-06,1.0,20.22
4791544718-1,2023-05-09,10.0,285.14
4791545091-1,2023-02-03,3.0,1555.47
4791545442-1,2023-01-11,1.0,27.96
4791545442-2,2023-01-11,4.0,111.86
4791545442-3,2023-01-11,2.0,55.93
4791545442-4,2023-01-16,1.0,27.96
4791545442-5,2023-01-16,1.0,27.96
4791545555-1,2023-10-06,30.0,2025.47
4791545555-2,2023-10-06,4.0,249.68
4791545555-3,2023-10-06,10.0,1369.42
4791545555-4,2023-10-06,2200.0,1387.26
4791545555-5,2023-10-06,1.0,41.4
4791545555-6,2023-10-06,3.0,47.77
4791545555-7,2023-10-06,1.0,159.23
4791545563-1,2023-01-18,2.0,221.13
4791545704-1,2023-06-15,1.0,569.05
4791545707-1,2023-02-05,1.0,4061.13
4791545709-10001,2023-03-08,1.0,2944.36
4791545709-10002,2023-03-31,1.0,664.85
4791545786-1,2023-06-15,2.0,7866.82
4791545791-10001,2023-03-03,1.0,96018.1
4791545791-10001,2023-03-12,1.0,87995.0
4791545793-10001,2023-02-02,1.0,1102.41
4791545793-10002,2023-03-11,1.0,237.44
4791545829-1,2023-05-10,80.0,187.45
4791545875-1,2023-03-28,10.0,200.4
4791545875-2,2023-02-16,12.0,117.18
4791545875-3,2023-02-10,2.0,8.43
4791545875-4,2023-02-16,1.0,44.51
4791546076-1,2023-01-24,2.0,463.14
4791546076-10,2023-01-24,2.0,326.02
4791546076-11,2023-01-24,2.0,1578.86
4791546076-12,2023-01-24,1.0,79.6
4791546076-2,2023-01-24,4.0,54.87
4791546076-3,2023-01-24,2.0,41.07
4791546076-4,2023-01-24,2.0,98.57
4791546076-5,2023-01-24,6.0,183.45
4791546076-6,2023-01-24,2.0,26.93
4791546076-7,2023-01-24,2.0,194.1
4791546076-8,2023-01-24,2.0,44.14
4791546076-9,2023-01-24,2.0,10.5
4791546196-1,2023-02-12,36.0,392.0
4791546196-2,2023-02-12,36.0,330.55
4791546196-3,2023-02-12,60.0,375.53
4791546571-1,2023-04-18,8.0,8727.85
4791546571-2,2023-04-18,8.0,261.85
4791546770-10001,2023-01-24,1.0,208.88
4791546770-10002,2023-01-24,1.0,6.26
4791546928-1,2023-01-24,11.0,122.96
4791546928-2,2023-01-24,9.0,100.6
4791546928-3,2023-01-24,11.0,122.96
4791546928-4,2023-01-24,13.0,145.32
4791548184-1,2023-02-13,1.0,375.0
4791548184-1,2023-02-14,-1.0,-375.0
4791548184-2,2023-02-13,1.0,300.0
4791548184-2,2023-02-14,-1.0,-300.0
4791549084-10001,2023-01-23,1.0,2258.76
4791549084-10002,2023-01-23,1.0,66.37
4791549084-10003,2023-01-23,1.0,94.81
4791549093-1,2023-02-21,2.0,348.93
4791549330-10001,2023-02-13,1.0,4650.0
4791549330-10002,2023-05-29,1.0,2400.0
4791549330-10003,2023-05-29,1.0,2400.0
4791549330-10004,2023-05-29,1.0,2400.0
4791549330-10005,2023-06-14,1.0,2400.0
4791549584-10001,2023-01-20,1.0,4228.14
4791549584-10002,2023-01-20,1.0,189.55
4791549584-10003,2023-01-20,1.0,5.68
4791549584-10004,2023-01-20,1.0,442.47
4791549584-10005,2023-01-20,1.0,13.27
4791549584-10006,2023-01-20,1.0,31.85
4791549584-10007,2023-01-20,1.0,144.93
4791549584-10008,2023-01-20,1.0,192.0
4791549584-6,2023-01-20,2.0,1061.94
4791549587-10001,2023-03-12,2.0,13100.4
4791549587-10002,2023-03-17,2.0,12499.31
4791549758-10001,2023-05-17,1.0,1061.57
4791549758-10002,2023-06-07,1.0,947.57
4791549758-10003,2023-05-17,1.0,1061.57
4791549758-10004,2023-05-10,1.0,1027.32
4791549758-10005,2023-06-02,1.0,1049.1
4791549758-10006,2023-07-01,1.0,1033.46
4791549758-10007,2023-08-01,1.0,1093.32
4791549758-10008,2023-09-01,1.0,1035.59
4791549758-10009,2023-10-05,1.0,991.33
4791549758-10010,2023-11-07,1.0,1024.38
4791549758-10011,2023-12-27,1.0,1030.04
4791549758-10012,2024-02-02,1.0,1061.57
4791549778-10001,2023-02-27,1.0,195.59
4791549792-10001,2023-05-03,1.0,71.61
4791549792-10002,2023-05-03,1.0,64.68
4791549792-10003,2023-05-03,1.0,71.61
4791549874-10001,2023-03-10,1.0,483.71
4791549874-10002,2023-03-25,1.0,436.9
4791549874-10003,2023-05-03,1.0,212.54
4791549970-1,2023-01-19,1481.79,2650.37
4791550232-10001,2023-01-27,1.0,3000.0
4791550232-10002,2023-01-27,1.0,2135.0
4791550234-10001,2023-01-27,1.0,970.0
4791550234-10002,2023-01-27,1.0,569.0
4791550235-10001,2023-01-27,1.0,2910.0
4791550235-10002,2023-01-27,1.0,1708.0
4791550280-10001,2023-01-25,1.0,970.0
4791550280-10002,2023-01-25,1.0,569.0
4791550376-10001,2023-09-06,1.0,289.76
4791550415-10001,2023-03-03,1.0,730.66
4791552481-1,2023-05-23,1.0,27.43
4791552481-2,2023-02-02,1.0,45.33
4791552482-1,2023-05-16,2.0,9.02
4791552543-10001,2023-06-07,1.0,8415.0
4791552543-10002,2023-06-07,1.0,14514.72
4791552601-1,2023-01-27,1.0,62.73
4791552601-2,2023-01-22,1.0,37.16
4791552601-3,2023-01-22,1.0,58.17
4791552601-4,2023-01-22,1.0,109.83
4791552601-5,2023-02-10,1.0,60.49
4791552601-6,2023-03-07,1.0,92.78
4791552601-7,2023-01-22,1.0,19.09
4791552601-8,2023-01-22,1.0,26.42
4791552638-1,2023-01-20,1.0,152.22
4791552638-10,2023-01-20,1.0,64.54
4791552638-11,2023-01-20,1.0,15.56
4791552638-12,2023-01-20,1.0,12.16
4791552638-2,2023-01-20,1.0,16.1
4791552638-3,2023-01-20,1.0,30.27
4791552638-4,2023-01-20,1.0,13.1
4791552638-5,2023-01-20,1.0,70.72
4791552638-6,2023-01-20,1.0,35.15
4791552638-7,2023-01-20,1.0,44.71
4791552638-8,2023-01-20,1.0,12.96
4791552638-9,2023-01-20,1.0,21.09
4791552659-1,2023-01-20,1.0,30.31
4791552659-2,2023-01-20,1.0,147.71
4791552659-3,2023-01-20,2.0,75.5
4791552659-4,2023-01-20,1.0,16.04
4791552659-5,2023-01-20,1.0,29.97
4791552659-6,2023-01-23,1.0,16.05
4791552659-7,2023-03-31,1.0,21.54
4791552659-8,2023-01-20,1.0,144.03
4791552674-1,2023-01-23,1.0,145.44
4791552674-2,2023-01-23,1.0,158.28
4791552674-3,2023-01-20,1.0,239.83
4791552704-1,2023-01-20,1.0,347.66
4791552704-2,2023-01-20,5.0,246.52
4791552704-3,2023-01-20,4.0,164.34
4791552704-4,2023-01-20,1.0,12.64
4791552708-1,2023-01-20,1.0,5.37
4791552708-10,2023-01-20,2.0,4.17
4791552708-11,2023-01-20,2.0,5.17
4791552708-12,2023-01-20,1.0,14.78
4791552708-13,2023-01-20,2.0,21.81
4791552708-14,2023-01-20,1.0,2.16
4791552708-15,2023-01-23,1.0,78.92
4791552708-16,2023-01-20,1.0,10.83
4791552708-17,2023-01-20,1.0,17.44
4791552708-18,2023-01-20,4.0,13.19
4791552708-19,2023-01-20,20.0,48.1
4791552708-2,2023-01-20,1.0,11.14
4791552708-3,2023-01-20,2.0,26.31
4791552708-4,2023-01-20,2.0,1.69
4791552708-5,2023-01-20,2.0,1.69
4791552708-6,2023-01-20,1.0,51.93
4791552708-7,2023-01-20,1.0,67.35
4791552708-8,2023-01-23,1.0,36.59
4791552708-9,2023-03-07,1.0,43.36
4791552729-1,2023-01-19,1.0,482.92
4791552853-1,2023-01-20,1.0,8.97
4791552853-10,2023-01-20,3.0,39.91
4791552853-11,2023-01-20,5.0,14.93
4791552853-2,2023-01-27,1.0,19.13
4791552853-3,2023-01-20,50.0,73.84
4791552853-4,2023-02-02,1.0,111.46
4791552853-5,2023-01-20,1.0,46.16
4791552853-6,2023-02-02,1.0,53.31
4791552853-7,2023-02-02,1.0,46.95
4791552853-8,2023-01-20,1.0,35.88
4791552853-9,2023-01-20,2.0,13.46
4791552854-1,2023-01-20,2.0,21.59
4791552854-2,2023-01-20,1.0,14.32
4791552876-1,2023-01-20,10.0,32.79
4791552876-10,2023-01-20,2.0,67.58
4791552876-11,2023-01-20,2.0,53.59
4791552876-12,2023-01-20,5.0,2.64
4791552876-13,2023-01-20,4.0,7.39
4791552876-14,2023-01-20,1.0,5.02
4791552876-2,2023-01-20,4.0,11.32
4791552876-3,2023-01-20,1.0,36.72
4791552876-4,2023-01-20,10.0,29.81
4791552876-5,2023-01-20,10.0,29.81
4791552876-6,2023-01-20,2.0,16.81
4791552876-7,2023-01-23,4.0,60.84
4791552876-8,2023-01-20,2.0,30.39
4791552876-9,2023-01-20,2.0,25.71
4791552877-1,2023-01-20,1.0,1.68
4791552877-2,2023-03-07,1.0,33.07
4791552877-3,2023-01-20,6.0,19.47
4791552877-4,2023-01-24,2.0,33.53
4791552941-1,2023-08-24,2.0,218.01
4791552941-2,2023-08-24,2.0,218.01
4791552941-3,2023-08-24,2.0,218.01
4791552941-4,2023-08-24,2.0,218.01
4791553459-1,2023-01-18,23.0,701.21
4791553459-2,2023-01-18,23.0,701.21
4791553459-3,2023-01-18,23.0,701.21
4791553467-10001,2023-03-08,1.0,128.9
4791553467-10002,2023-03-10,1.0,189.95
4791553467-10003,2023-04-13,1.0,93.52
4791553552-1,2023-01-17,3.0,16869.91
4791553552-2,2023-01-17,1.0,2441.73
4791553552-3,2023-01-17,1.0,3048.78
4791555835-1,2023-03-01,1.0,24522.5
4791555835-2,2023-03-01,1.0,24522.5
4791555862-1,2023-03-01,1.0,24522.5
4791556029-10001,2023-04-03,1.0,435.31
4791556029-10002,2023-04-03,1.0,200.62
4791556029-10003,2023-04-03,1.0,929.85
4791556029-10004,2023-04-03,1.0,770.2
4791556048-1,2023-02-09,1.0,300.0
4791556053-10001,2023-02-27,1.0,11326.45
4791556053-10002,2023-02-27,1.0,9384.77
4791556053-10003,2023-02-27,1.0,11842.1
4791556076-1,2023-01-22,1.0,90.9
4791556103-1,2023-04-03,2.0,928.76
4791556103-2,2023-04-03,2.0,811.18
4791556103-3,2023-04-03,2.0,344.14
4791556103-4,2023-04-03,1.0,818.04
4791556103-5,2023-04-03,2.0,149.93
4791556103-6,2023-04-03,1.0,66.8
4791556154-10001,2023-02-08,1.0,1109.53
4791556154-10002,2023-04-22,1.0,2431.52
4791556154-10003,2023-04-03,1.0,2692.05
4791556154-10004,2023-05-07,1.0,1201.32
4791556223-10001,2023-05-09,1.0,143.23
4791556223-10002,2023-05-26,1.0,129.37
4791556223-10003,2023-04-13,1.0,144.95
4791556241-10001,2023-01-19,1.0,186.31
4791556271-10001,2023-02-05,1.0,1322.9
4791556271-10002,2023-03-04,1.0,1139.75
4791556271-10003,2023-04-03,1.0,1242.48
4791556271-10004,2023-05-02,1.0,1188.11
4791556271-10005,2023-06-03,1.0,1213.3
4791556271-10006,2023-07-03,1.0,1195.21
4791556273-10001,2023-01-18,1.0,3322.44
4791556273-10002,2023-01-18,1.0,557.24
4791556273-10003,2023-01-18,1.0,557.24
4791556298-10001,2023-05-09,1.0,276.23
4791556298-10002,2023-05-13,1.0,249.5
4791556298-10003,2023-04-13,1.0,279.55
4791556309-1,2023-01-23,4.0,42.19
4791556342-10001,2023-02-12,1.0,297.65
4791556342-10002,2023-03-08,1.0,256.44
4791556342-10003,2023-04-13,1.0,279.55
4791556344-10001,2023-02-28,1.0,1104.0
4791556344-10002,2023-03-01,1.0,1104.0
4791556344-10003,2023-03-31,1.0,1104.0
4791556344-10004,2023-05-02,1.0,1104.0
4791556344-10004,2023-05-25,-1.0,-110.4
4791556814-1,2023-01-20,1.0,832.31
4791556814-2,2023-01-20,2.0,115.66
4791556814-3,2023-01-20,2.0,79.91
4791556814-4,2023-01-20,2.0,40.36
4791556814-5,2023-01-20,1.0,29.81
4791556814-6,2023-01-20,1.0,14.9
4791556814-7,2023-01-20,1.0,30.48
4791558202-1,2023-01-23,1.0,353.92
4791558273-1,2023-11-22,3.0,245.88
4791559541-1,2023-02-16,4.0,199.14
4791559541-2,2023-02-16,6.0,298.71
4791559541-3,2023-02-16,1.0,49.78
4791559700-1,2023-03-21,5.0,268.5
4791559701-1,2023-03-28,1.0,500.0
4791559705-1,2023-05-29,1.0,220.46
4791559706-10001,2023-05-29,1.0,33.0
4791559886-1,2023-03-23,2.0,312.94
4791559910-1,2023-01-27,4.0,46.15
4791559910-2,2023-01-23,1.0,72.89
4791559910-3,2023-01-23,1.0,99.34
4791559910-4,2023-01-23,10.0,179.33
4791559910-5,2023-01-23,10.0,179.33
4791560011-1,2023-04-07,3.0,491.58
4791560011-2,2023-01-25,1.0,110.1
4791560022-10001,2023-02-03,1.0,352.06
4791560022-10001,2023-03-06,1.0,3134.32
4791560022-10003,2023-05-16,1.0,2940.59
4791560027-10001,2023-03-26,1.0,197.92
4791560096-10001,2023-06-02,1.0,13125.0
4791560096-10002,2023-06-02,1.0,8729.14
4791560096-10003,2023-06-02,1.0,50357.0
4791560096-10004,2023-06-02,1.0,4641.0
4791560096-10005,2023-06-02,1.0,50357.0
4791560096-10006,2023-06-02,1.0,4641.0
4791560096-10007,2023-06-02,1.0,50357.0
4791560096-10008,2023-06-02,1.0,4641.0
4791560096-10009,2023-06-02,1.0,50357.0
4791560096-10010,2023-06-02,1.0,4641.0
4791560096-10011,2023-06-02,1.0,48234.0
4791560416-10001,2023-01-30,1.0,52383.0
4791560416-10002,2023-01-30,1.0,52383.0
4791560416-10003,2023-01-30,1.0,52383.0
4791560418-1,2023-08-22,16.0,1521.14
4791560418-2,2023-08-22,8.0,760.57
4791560418-3,2023-08-22,3.0,285.21
4791560418-4,2023-08-22,7.0,665.49
4791560418-5,2023-08-22,158.0,15021.27
4791560497-1,2023-06-02,1.0,91.22
4791560497-2,2023-06-02,96.0,8757.72
4791560550-1,2023-04-28,6.0,560.52
4791560550-2,2023-04-28,1.0,93.42
4791560550-3,2023-04-28,1.0,93.42
4791560550-4,2023-04-28,1.0,93.42
4791560651-10001,2023-03-26,1.0,1746.94
4791560671-10001,2023-01-25,1.0,745.25
4791560671-10001,2023-03-30,-1.0,-746.26
4791560816-10001,2023-02-20,1.0,756.04
4791560816-10001,2023-06-28,-1.0,-691.33
4791560816-10001,2023-06-29,1.0,691.33
4791560905-10001,2023-01-25,1.0,602.98
4791560966-10001,2023-02-21,1.0,853.48
4791560966-10002,2023-02-21,1.0,1173.54
4791561073-1,2023-01-26,3.0,365.85
4791562004-1,2023-04-06,14.0,156.24
4791562554-1,2023-01-27,2.0,62.54
4791562554-2,2023-02-08,5.0,16.78
4791562554-3,2023-02-02,5.0,16.85
4791562554-4,2023-02-02,2.0,53.98
4791562729-1,2023-11-17,6.0,130.47
4791562729-2,2023-11-17,6.0,126.07
4791562729-3,2023-11-17,2.0,8.0
4791562729-4,2023-11-17,4.0,10.14
4791562729-5,2023-11-17,1.0,4.09
4791562911-1,2023-02-03,1.0,114.1
4791563047-10001,2023-02-12,1.0,308.67
4791563047-10002,2023-03-08,1.0,28.49
4791563060-1,2023-02-01,6.0,236.67
4791563060-10,2023-01-27,10.0,60.5
4791563060-2,2023-01-27,8.0,213.49
4791563060-3,2023-01-27,1.0,244.32
4791563060-3,2023-02-02,1.0,256.48
4791563060-4,2023-01-27,15.0,200.1
4791563060-5,2023-01-27,1.0,126.55
4791563060-6,2023-03-28,1.0,146.94
4791563060-7,2023-01-27,1.0,44.63
4791563060-8,2023-01-27,10.0,441.53
4791563060-9,2023-01-27,50.0,95.52
4791563232-10001,2023-02-15,1.0,849.08
4791563267-10001,2023-04-11,1.0,1753.5
4791563267-2,2023-04-11,1.0,70.34
4791563491-1,2023-03-16,3.0,1746.47
4791563559-1,2023-03-20,4.0,1546.81
4791563559-2,2023-03-20,4.0,2333.78
4791563559-3,2023-03-20,4.0,1465.4
4791563559-4,2023-03-20,6.0,1343.28
4791563831-1,2023-03-03,3.0,211.07
4791563831-10001,2023-03-03,1.0,325.64
4791563831-2,2023-03-03,3.0,143.03
4791563831-3,2023-03-03,1.0,30.86
4791563831-4,2023-03-03,3.0,267.82
4791563833-1,2023-02-26,2.0,163.58
4791563833-2,2023-02-26,7.0,1207.32
4791563833-3,2023-02-26,2.0,224.03
4791563833-4,2023-02-26,3.0,206.52
4791563833-5,2023-02-26,1.0,81.79
4791564291-1,2023-03-03,2.0,447.59
4791564291-10001,2023-03-03,1.0,22.37
4791565403-10001,2023-02-02,1.0,55.47
4791565403-10002,2023-02-02,1.0,6.46
4791565403-10003,2023-02-02,1.0,16.16
4791566187-10001,2023-01-23,1.0,187.73
4791566248-10001,2023-02-02,1.0,1109.53
4791566248-10002,2023-02-02,1.0,682.78
4791566248-10003,2023-02-02,1.0,768.13
4791566248-10004,2023-02-02,1.0,682.78
4791566248-10005,2023-02-02,1.0,384.06
4791566298-10001,2023-05-30,1.0,13678.0
4791566310-10001,2023-01-19,1.0,44.24
4791566310-10002,2023-01-19,1.0,3.79
4791566420-10001,2023-03-07,1.0,48384.0
4791566420-10002,2023-03-31,1.0,48384.0
4791566420-10003,2023-04-28,1.0,48384.0
4791566420-10004,2023-05-31,1.0,48384.0
4791566420-10005,2023-06-30,1.0,48384.0
4791566420-10005,2023-07-02,-1.0,-2886.21
4791566507-10001,2024-03-13,1.0,6600.0
4791566507-10002,2024-03-13,1.0,2175.0
4791566507-10003,2024-03-13,1.0,3270.0
4791566562-10001,2023-04-01,1.0,27.21
4791566562-10001,2023-04-07,2.0,51.05
4791566562-10002,2023-04-01,1.0,51.06
4791566562-10002,2023-04-07,2.0,27.21
4791566566-10001,2023-03-30,1.0,26750.0
4791566566-10001,2023-05-01,-1.0,-26750.0
4791566566-10001,2023-05-03,1.0,26750.0
4791566566-10002,2023-04-28,1.0,26750.0
4791566566-10003,2023-05-29,1.0,26750.0
4791566566-10004,2023-07-05,1.0,26750.0
4791566566-10005,2023-06-30,1.0,26750.0
