PO Line ID,Invoice Posting Date,IR Effective Quantity,Invoice Amount
4791656088-10005,2023-06-22 00:00:00.000,-1.0,-62.73
4791656088-10005,2023-06-28 00:00:00.000,1.0,62.73
4791656088-10006,2023-07-20 00:00:00.000,1.0,64.82
4791656088-10007,2023-07-28 00:00:00.000,1.0,62.73
4791656120-10001,2023-03-20 00:00:00.000,1.0,215.63
4791656120-10002,2023-03-20 00:00:00.000,1.0,194.76
4791656120-10002,2023-04-19 00:00:00.000,1.0,194.76
4791656120-10003,2023-04-19 00:00:00.000,1.0,215.63
4791656120-10004,2023-05-19 00:00:00.000,1.0,208.67
4791656120-10005,2023-07-07 00:00:00.000,2.0,435.56
4791656120-10006,2023-07-10 00:00:00.000,2.0,421.52
4791656120-10007,2023-08-08 00:00:00.000,1.0,217.78
4791656120-10008,2023-09-05 00:00:00.000,1.0,217.78
4791656123-10001,2023-02-28 00:00:00.000,1.0,165.36
4791656123-10002,2023-03-06 00:00:00.000,1.0,149.35
4791656127-10001,2023-05-25 00:00:00.000,1.0,1458.03
4791656127-10002,2023-05-25 00:00:00.000,1.0,1458.03
4791656127-10003,2023-05-25 00:00:00.000,1.0,1458.03
4791656127-10004,2023-05-25 00:00:00.000,1.0,1458.03
4791656127-10005,2023-06-21 00:00:00.000,1.0,1458.03
4791656127-10006,2023-07-06 00:00:00.000,1.0,1458.03
4791656127-10007,2023-08-05 00:00:00.000,1.0,1458.03
4791656127-10008,2023-08-29 00:00:00.000,1.0,605.64
4791656194-10001,2023-05-12 00:00:00.000,1.0,3480.08
4791656213-10001,2023-03-02 00:00:00.000,1.0,697.01
4791656268-10001,2023-02-26 00:00:00.000,1.0,35.56
4791656268-10002,2023-02-26 00:00:00.000,1.0,39.11
4791656268-10003,2023-02-26 00:00:00.000,1.0,24.89
4791656349-10002,2023-04-13 00:00:00.000,1.0,881.93
4791656349-10003,2023-05-11 00:00:00.000,1.0,853.48
4791656404-1,2023-10-19 00:00:00.000,1.0,650.1
4791656404-2,2023-10-19 00:00:00.000,1.0,963.01
4791656517-10001,2023-10-10 00:00:00.000,1.0,1290.89
4791656517-10002,2023-10-10 00:00:00.000,1.0,98.42
4791656517-10003,2023-10-10 00:00:00.000,1.0,327.16
4791656517-10004,2023-10-10 00:00:00.000,1.0,273.82
4791656517-10006,2023-10-10 00:00:00.000,1.0,2288.4
4791656517-10007,2023-10-10 00:00:00.000,1.0,639.71
4791656517-10009,2023-10-10 00:00:00.000,1.0,149.35
4791656517-10010,2023-10-10 00:00:00.000,1.0,312.51
4791656609-10001,2023-05-02 00:00:00.000,2.0,677.66
4791656609-10002,2023-04-03 00:00:00.000,1.0,199.14
4791656609-10003,2023-04-06 00:00:00.000,1.0,220.48
4791656609-10004,2023-05-02 00:00:00.000,1.0,213.37
4791656609-10005,2023-10-10 00:00:00.000,1.0,56.89
4791656781-10001,2024-11-18 00:00:00.000,1.0,3087.0
4791656781-10002,2024-11-18 00:00:00.000,1.0,3087.0
4791656781-10003,2024-11-18 00:00:00.000,1.0,3087.0
4791658719-1,2023-05-16 00:00:00.000,2.0,3349.5
4791658898-1,2023-03-09 00:00:00.000,1.0,266.71
4791658898-2,2023-03-09 00:00:00.000,3.0,245.37
4791658898-3,2023-03-09 00:00:00.000,1.0,172.47
4791658898-4,2023-03-09 00:00:00.000,1.0,112.01
4791658898-5,2023-03-09 00:00:00.000,2.0,137.68
4791658903-1,2023-03-03 00:00:00.000,1.0,142.01
4791658905-1,2023-03-05 00:00:00.000,1.0,241.82
4791659058-10001,2023-03-18 00:00:00.000,1.0,5124.97
4791659058-10002,2023-03-18 00:00:00.000,1.0,2716.67
4791659058-3,2023-03-02 00:00:00.000,1.0,5433.34
4791659058-3,2024-09-26 00:00:00.000,-0.29,-1575.67
4791659215-1,2023-03-22 00:00:00.000,1.0,2083.92
4791659215-2,2023-03-22 00:00:00.000,1.0,46.23
4791659216-1,2023-04-21 00:00:00.000,1.0,521.95
4791659255-10001,2023-04-01 00:00:00.000,1.0,4390.81
4791659271-10001,2023-03-23 00:00:00.000,1.0,8534.85
4791659271-10002,2023-03-23 00:00:00.000,1.0,1280.22
4791659277-1,2023-04-25 00:00:00.000,1.0,16493.75
4791659330-1,2023-05-20 00:00:00.000,2.0,475.0
4791659330-2,2023-05-20 00:00:00.000,1.0,10571.94
4791659330-3,2023-05-20 00:00:00.000,1.0,1650.0
4791659330-4,2023-05-20 00:00:00.000,1.0,40.0
4791659331-10001,2023-06-03 00:00:00.000,1.0,818.4
4791659419-1,2023-04-04 00:00:00.000,6.0,907.92
4791659419-10,2023-04-04 00:00:00.000,1.0,29.13
4791659419-11,2023-04-04 00:00:00.000,1.0,155.1
4791659419-12,2023-04-04 00:00:00.000,90.0,763.2
4791659419-13,2023-04-04 00:00:00.000,90.0,891.0
4791659419-14,2023-04-04 00:00:00.000,1.0,100.91
4791659419-15,2023-04-04 00:00:00.000,60.0,386.4
4791659419-16,2023-04-04 00:00:00.000,30.0,189.6
4791659419-17,2023-04-04 00:00:00.000,1.0,78.13
4791659419-18,2023-04-04 00:00:00.000,1.0,53.84
4791659419-19,2023-04-04 00:00:00.000,1.0,39.69
4791659419-2,2023-04-04 00:00:00.000,6.0,907.92
4791659419-20,2023-04-04 00:00:00.000,3.0,92.28
4791659419-21,2023-04-04 00:00:00.000,1.0,1078.7
4791659419-22,2023-04-04 00:00:00.000,1.0,65.81
4791659419-23,2023-04-04 00:00:00.000,1.0,26.52
4791659419-24,2023-04-04 00:00:00.000,1.0,348.75
4791659419-26,2023-04-04 00:00:00.000,1.0,24.52
4791659419-27,2023-04-04 00:00:00.000,1.0,100.0
4791659419-28,2023-04-04 00:00:00.000,2.0,200.0
4791659419-29,2023-04-04 00:00:00.000,1.0,41.11
4791659419-30,2023-04-04 00:00:00.000,1.0,114.38
4791659419-31,2023-04-04 00:00:00.000,1.0,44.7
4791659419-32,2023-04-04 00:00:00.000,1.0,60.3
4791659419-33,2023-04-04 00:00:00.000,1.0,304.4
4791659419-34,2023-04-04 00:00:00.000,4.0,62.2
4791659419-35,2023-04-04 00:00:00.000,4.0,110.76
4791659419-36,2023-04-04 00:00:00.000,4.0,72.4
4791659419-37,2023-04-04 00:00:00.000,4.0,90.48
4791659419-38,2023-04-04 00:00:00.000,1.0,12.94
4791659419-39,2023-04-04 00:00:00.000,3.0,6.0
4791659419-4,2023-04-04 00:00:00.000,6.0,1268.52
4791659419-5,2023-04-04 00:00:00.000,4.0,7897.48
4791659419-6,2023-04-04 00:00:00.000,1.0,1392.53
4791659419-7,2023-04-04 00:00:00.000,1.0,284.65
4791659419-8,2023-04-04 00:00:00.000,1.0,47.67
4791659419-9,2023-04-04 00:00:00.000,1.0,58.46
4791659527-1,2023-06-07 00:00:00.000,2.0,426.74
4791659527-10001,2023-06-07 00:00:00.000,1.0,497.86
4791659527-10002,2023-06-07 00:00:00.000,1.0,256.04
4791659527-2,2023-06-07 00:00:00.000,2.0,426.74
4791659527-4,2023-06-07 00:00:00.000,2.0,35.56
4791659527-5,2023-06-07 00:00:00.000,4.0,512.09
4791659527-7,2023-06-07 00:00:00.000,6.0,29.87
4791659535-10001,2023-03-26 00:00:00.000,1.0,1139.75
4791661244-1,2023-05-23 00:00:00.000,6.0,85.86
4791661244-2,2023-05-23 00:00:00.000,1.0,17.78
4791661406-10001,2023-08-02 00:00:00.000,1.0,1959.45
4791661914-1,2023-04-15 00:00:00.000,1.0,1113.08
4791661914-2,2023-04-15 00:00:00.000,1.0,24.89
4791662048-1,2023-03-06 00:00:00.000,6.0,88.07
4791662048-2,2023-03-06 00:00:00.000,10.0,146.79
4791662092-10001,2023-04-04 00:00:00.000,1.0,9075.0
4791662110-1,2023-05-20 00:00:00.000,2.0,348.93
4791662110-2,2023-03-17 00:00:00.000,1.0,115.58
4791662146-1,2023-03-03 00:00:00.000,1.0,39.34
4791662180-1,2023-04-05 00:00:00.000,90.0,15362.73
4791662180-1,2023-06-13 00:00:00.000,23.0,3926.03
4791662180-2,2023-04-05 00:00:00.000,90.0,1600.28
4791662180-2,2023-06-13 00:00:00.000,23.0,408.96
4791662180-3,2023-04-05 00:00:00.000,90.0,1600.28
4791662180-3,2023-06-13 00:00:00.000,23.0,408.96
4791662180-4,2023-04-05 00:00:00.000,90.0,1600.28
4791662180-4,2023-06-13 00:00:00.000,23.0,408.96
4791662180-5,2023-04-05 00:00:00.000,90.0,1600.28
4791662180-5,2023-06-13 00:00:00.000,23.0,408.96
4791662189-10001,2023-03-02 00:00:00.000,1.0,0.85
4791662189-10002,2023-03-28 00:00:00.000,1.0,1.42
4791662189-10003,2023-03-15 00:00:00.000,1.0,7.11
4791662189-10004,2023-03-17 00:00:00.000,1.0,11.37
4791662189-10005,2023-03-02 00:00:00.000,1.0,2.2
4791662224-10001,2023-03-12 00:00:00.000,1.0,75.39
4791662224-10002,2023-03-12 00:00:00.000,1.0,46.23
4791662226-1,2023-09-28 00:00:00.000,6.0,9471.33
4791662226-2,2023-09-28 00:00:00.000,1.0,659.5
4791662303-1,2023-05-20 00:00:00.000,2.0,348.93
4791662303-2,2023-03-06 00:00:00.000,1.0,115.58
4791662323-1,2023-05-20 00:00:00.000,2.0,348.93
4791662323-2,2023-08-18 00:00:00.000,1.0,115.58
4791662393-10001,2023-04-07 00:00:00.000,1.0,121.99
4791662423-10001,2023-03-02 00:00:00.000,1.0,398.29
4791662423-10002,2023-03-02 00:00:00.000,1.0,9.6
4791662427-1,2023-03-03 00:00:00.000,2.0,277.38
4791662511-1,2023-05-27 00:00:00.000,1.0,1158.47
4791662517-1,2023-04-18 00:00:00.000,1.0,53.68
4791662566-10001,2023-05-24 00:00:00.000,1.0,89.61
4791662566-2,2023-05-24 00:00:00.000,1.0,23.69
4791662566-3,2023-05-24 00:00:00.000,1.0,47.38
4791662566-4,2023-05-24 00:00:00.000,1.0,319.01
4791664595-10001,2023-03-03 00:00:00.000,1.0,391.18
4791664597-10001,2023-04-27 00:00:00.000,1.0,902.01
4791664598-10001,2023-04-28 00:00:00.000,1.0,859.83
4791664610-10001,2023-04-27 00:00:00.000,1.0,243.34
4791664636-10001,2023-03-08 00:00:00.000,1.0,2138.87
4791664746-10001,2023-03-08 00:00:00.000,1.0,243.34
4791664746-10002,2023-03-08 00:00:00.000,1.0,22.71
4791665389-1,2023-07-12 00:00:00.000,8.0,735.59
4791665439-10001,2023-09-06 00:00:00.000,1.0,320.05
4791665574-1,2023-11-22 00:00:00.000,4.0,142.1
4791666591-1,2023-03-27 00:00:00.000,3.0,177.27
4791666695-1,2023-05-02 00:00:00.000,14.0,1392.53
4791666695-2,2023-05-02 00:00:00.000,7.0,696.26
4791666770-1,2023-03-07 00:00:00.000,1.0,260.14
4791666770-2,2023-03-02 00:00:00.000,1.0,47.41
4791666770-3,2023-03-02 00:00:00.000,3.0,10.77
4791666770-4,2023-03-02 00:00:00.000,6.0,0.47
4791666770-4,2023-04-11 00:00:00.000,30.0,2.34
4791666770-5,2023-03-02 00:00:00.000,6.0,102.11
4791666770-7,2023-03-02 00:00:00.000,2.0,240.73
4791666770-8,2023-03-02 00:00:00.000,1.0,30.64
4791666795-1,2023-04-28 00:00:00.000,2.0,198.93
4791666795-2,2023-04-28 00:00:00.000,1.0,99.46
4791666823-10001,2023-03-02 00:00:00.000,1.0,177.8
4791666824-10001,2023-03-02 00:00:00.000,1.0,177.8
4791666824-10002,2023-03-02 00:00:00.000,1.0,9.6
4791666877-10001,2023-03-02 00:00:00.000,1.0,298.71
4791666877-10002,2023-03-02 00:00:00.000,1.0,9.6
4791666877-10003,2023-03-02 00:00:00.000,1.0,13.93
4791666879-10001,2023-03-02 00:00:00.000,1.0,177.8
4791666879-10002,2023-03-02 00:00:00.000,1.0,9.6
4791666967-10001,2023-03-10 00:00:00.000,1.0,256.04
4791667021-10001,2023-03-17 00:00:00.000,1.0,1422.47
4791667021-10002,2023-03-17 00:00:00.000,1.0,796.58
4791667021-10003,2023-03-17 00:00:00.000,1.0,16.0
4791667096-1,2023-03-07 00:00:00.000,12.0,33.54
4791667096-1,2023-03-25 00:00:00.000,3.0,8.38
4791667096-2,2023-03-07 00:00:00.000,7.0,54.86
4791667096-2,2023-03-25 00:00:00.000,8.0,62.7
4791667105-10001,2023-03-04 00:00:00.000,1.0,277.38
4791667339-10001,2023-03-02 00:00:00.000,1.0,177.8
4791667431-10001,2023-03-06 00:00:00.000,1.0,533.42
4791667431-10002,2023-03-06 00:00:00.000,1.0,6.4
4791667437-1,2023-03-31 00:00:00.000,1.0,6375.0
4791667439-1,2023-03-31 00:00:00.000,1.0,12750.0
4791667534-1,2023-03-14 00:00:00.000,10.0,224.25
4791667558-10001,2023-03-06 00:00:00.000,1.0,1294.45
4791667558-10002,2023-03-06 00:00:00.000,1.0,11.37
4791667582-1,2023-03-07 00:00:00.000,1.0,3039.33
4791667582-2,2023-03-07 00:00:00.000,1.0,1147.93
4791667615-10001,2023-03-24 00:00:00.000,1.0,226.72
4791667725-1,2023-05-04 00:00:00.000,4.0,782.36
4791667725-2,2023-05-04 00:00:00.000,1.0,19.2
4791667898-1,2023-03-07 00:00:00.000,1.0,113.79
4791667898-2,2023-03-07 00:00:00.000,1.0,129.44
4791667898-3,2023-03-07 00:00:00.000,1.0,46.23
4791670421-10001,2023-06-01 00:00:00.000,1.0,1002.84
4791670431-1,2023-11-22 00:00:00.000,6.0,8.96
4791670432-1,2023-11-22 00:00:00.000,3.0,75.53
4791670432-2,2023-11-22 00:00:00.000,1.0,27.51
4791670432-3,2023-11-22 00:00:00.000,1.0,16.55
4791670432-4,2023-11-22 00:00:00.000,3.0,70.39
4791670432-5,2023-11-22 00:00:00.000,12.0,25.26
4791670432-6,2023-11-22 00:00:00.000,12.0,25.26
4791670432-7,2023-11-22 00:00:00.000,12.0,25.26
4791670432-8,2023-11-22 00:00:00.000,2.0,61.15
4791670432-9,2023-11-22 00:00:00.000,1.0,12.36
4791670576-1,2023-05-18 00:00:00.000,1.0,108.34
4791670576-1,2023-08-30 00:00:00.000,2.0,216.68
4791670576-2,2023-05-18 00:00:00.000,1.0,187.99
4791670576-2,2023-08-30 00:00:00.000,2.0,375.97
4791670576-3,2023-08-30 00:00:00.000,1.0,17.78
4791670603-1,2023-05-20 00:00:00.000,10.0,42.67
4791670607-1,2023-03-04 00:00:00.000,1.0,433.0
4791670630-1,2023-03-11 00:00:00.000,1.0,884.06
4791670630-2,2023-03-11 00:00:00.000,1.0,14.22
4791670637-10001,2023-04-01 00:00:00.000,1.0,426.74
4791670637-10002,2023-04-01 00:00:00.000,2.0,574.24
4791670657-1,2023-03-07 00:00:00.000,2.0,113.37
4791670657-1,2023-03-28 00:00:00.000,4.0,226.74
4791670742-1,2023-03-12 00:00:00.000,5.0,455.19
4791670743-1,2023-03-26 00:00:00.000,1.0,28.44
4791670757-1,2023-05-26 00:00:00.000,2.0,16371.96
4791670996-10001,2023-08-02 00:00:00.000,1.0,34438.66
4791670996-10002,2023-08-02 00:00:00.000,1.0,7744.73
4791670996-10003,2023-08-02 00:00:00.000,1.0,11637.13
4791670996-10004,2023-08-02 00:00:00.000,1.0,1363.07
4791670996-10005,2023-08-02 00:00:00.000,1.0,554.41
4791670996-10006,2023-08-02 00:00:00.000,1.0,3824.29
4791670996-10007,2023-08-02 00:00:00.000,1.0,1172.71
4791671105-10001,2023-05-25 00:00:00.000,2.0,9480.68
4791671105-10001,2023-05-30 00:00:00.000,2.0,9480.68
4791671105-10002,2023-05-25 00:00:00.000,1.0,5086.55
4791671105-10003,2023-05-25 00:00:00.000,1.0,4922.47
4791671105-10004,2023-06-30 00:00:00.000,2.0,10274.84
4791671105-10005,2023-07-18 00:00:00.000,1.0,4971.69
4791671105-10006,2023-08-24 00:00:00.000,1.0,5137.42
4791671105-10007,2023-09-19 00:00:00.000,1.0,1822.95
4791671172-10001,2023-04-05 00:00:00.000,1.0,810.81
4791671172-10002,2023-04-05 00:00:00.000,1.0,74.67
4791671326-10001,2023-05-19 00:00:00.000,1.0,490.75
4791671326-10002,2023-05-19 00:00:00.000,1.0,81.79
4791671518-10001,2023-03-14 00:00:00.000,1.0,256.32
4791671617-1,2023-05-27 00:00:00.000,1.0,348.5
4791671617-10001,2023-05-27 00:00:00.000,1.0,32.32
4791671794-10001,2023-03-12 00:00:00.000,1.0,417.98
4791672333-1,2023-03-07 00:00:00.000,8000.0,27596.01
4791672333-1,2024-01-24 00:00:00.000,3800.0,13108.11
4791673939-10001,2023-05-16 00:00:00.000,1.0,54998.0
4791673939-10002,2023-06-16 00:00:00.000,2.0,109996.0
4791673939-10003,2023-03-27 00:00:00.000,1.0,54998.0
4791673939-10005,2023-09-08 00:00:00.000,1.0,18149.34
4791674022-10001,2023-03-30 00:00:00.000,1.0,52383.0
4791674022-10002,2023-06-27 00:00:00.000,1.0,52383.0
4791674022-10003,2023-03-28 00:00:00.000,1.0,52383.0
4791674022-10004,2023-06-09 00:00:00.000,1.0,52383.0
4791674060-1,2023-08-14 00:00:00.000,1.0,4639.93
4791674060-10,2023-08-14 00:00:00.000,1.0,8.98
4791674060-11,2023-08-14 00:00:00.000,1.0,9.8
4791674060-12,2023-08-14 00:00:00.000,1.0,8.98
4791674060-13,2023-08-14 00:00:00.000,1.0,44.93
4791674060-14,2023-08-14 00:00:00.000,1.0,11.87
4791674060-15,2023-08-14 00:00:00.000,1.0,45.44
4791674060-16,2023-08-14 00:00:00.000,1.0,14.67
4791674060-17,2023-08-14 00:00:00.000,1.0,230.04
4791674060-18,2023-08-14 00:00:00.000,1.0,169.91
4791674060-19,2023-08-14 00:00:00.000,1.0,0.34
4791674060-2,2023-08-14 00:00:00.000,1.0,43.62
4791674060-3,2023-08-14 00:00:00.000,1.0,1.75
4791674060-4,2023-08-14 00:00:00.000,1.0,1.87
4791674060-5,2023-08-14 00:00:00.000,1.0,24.66
4791674060-6,2023-08-14 00:00:00.000,1.0,11.05
4791674060-7,2023-08-14 00:00:00.000,1.0,8.98
4791674060-8,2023-08-14 00:00:00.000,1.0,8.89
4791674060-9,2023-08-14 00:00:00.000,1.0,14.76
4791674099-10001,2023-03-30 00:00:00.000,1.0,618.77
4791674099-10002,2023-03-30 00:00:00.000,1.0,185.63
4791674134-10001,2023-03-11 00:00:00.000,1.0,1218.77
4791674134-10002,2023-03-11 00:00:00.000,1.0,1408.25
4791674136-10001,2023-04-05 00:00:00.000,1.0,3248.57
4791674136-10002,2023-04-05 00:00:00.000,1.0,421.05
4791674137-10001,2023-05-12 00:00:00.000,1.0,1720.62
4791674137-10002,2023-05-12 00:00:00.000,1.0,1685.63
4791674142-10001,2023-10-11 00:00:00.000,1.0,554.76
4791674165-1,2023-03-16 00:00:00.000,8.0,144.35
4791674171-10001,2023-09-08 00:00:00.000,1.0,5128.87
4791674256-1,2023-03-16 00:00:00.000,2.0,1076.81
4791674256-2,2023-03-16 00:00:00.000,1.0,399.0
4791674256-3,2023-03-16 00:00:00.000,2.0,611.66
4791674256-4,2023-03-16 00:00:00.000,1.0,128.73
4791674256-5,2023-03-16 00:00:00.000,1.0,403.98
4791674262-10001,2023-05-12 00:00:00.000,1.0,70.41
4791674262-2,2023-05-12 00:00:00.000,8.0,93.88
4791674262-3,2023-05-12 00:00:00.000,10.0,117.35
4791674262-4,2023-05-12 00:00:00.000,8.0,93.88
4791674311-10001,2023-05-11 00:00:00.000,2.0,29445.22
4791674311-10002,2023-05-02 00:00:00.000,1.0,20284.49
4791674311-10003,2023-05-11 00:00:00.000,1.0,19630.15
4791674311-10004,2023-06-30 00:00:00.000,1.0,20284.49
4791674311-10005,2023-06-30 00:00:00.000,1.0,13741.1
4791674390-1,2023-03-07 00:00:00.000,3.0,518.08
4791674663-1,2023-03-06 00:00:00.000,20.0,402.98
4791675986-1,2023-03-14 00:00:00.000,1.0,8481.15
4791676955-1,2023-06-03 00:00:00.000,2.0,332.83
4791677381-1,2023-03-15 00:00:00.000,1.0,8220.66
4791677381-10001,2023-03-15 00:00:00.000,1.0,7500.0
4791677381-10002,2023-03-15 00:00:00.000,1.0,1650.0
4791677386-1,2023-03-26 00:00:00.000,1.0,457.93
4791677563-1,2023-03-20 00:00:00.000,1.0,54.27
4791677563-10001,2023-03-20 00:00:00.000,1.0,396.87
4791677563-10002,2023-03-20 00:00:00.000,1.0,305.29
4791677759-10001,2023-03-29 00:00:00.000,1.0,407.05
4791677865-1,2023-03-16 00:00:00.000,3.0,242.56
4791677865-1,2023-03-18 00:00:00.000,3.0,242.56
4791678027-10001,2023-04-04 00:00:00.000,1.0,148.16
4791678027-10002,2023-04-04 00:00:00.000,1.0,148.16
4791678027-10003,2023-04-04 00:00:00.000,1.0,255.56
4791678027-10004,2023-04-04 00:00:00.000,1.0,119.13
4791678033-10001,2023-03-07 00:00:00.000,1.0,189.95
4791678038-10001,2023-03-12 00:00:00.000,1.0,508.0
4791678038-10002,2023-03-12 00:00:00.000,1.0,118.04
4791678038-10003,2023-03-12 00:00:00.000,1.0,17.09
4791678038-10004,2023-03-12 00:00:00.000,1.0,273.54
4791678038-10005,2023-03-12 00:00:00.000,1.0,81.41
4791678093-10001,2023-04-03 00:00:00.000,1.0,491.85
4791678225-1,2023-05-10 00:00:00.000,2.0,132.0
4791678225-2,2023-05-10 00:00:00.000,8.0,4336.0
4791678675-10002,2023-08-26 00:00:00.000,1.0,977.5
4791678675-10003,2023-04-03 00:00:00.000,1.0,977.5
4791678675-10004,2023-04-28 00:00:00.000,1.0,977.5
4791678675-10005,2023-06-06 00:00:00.000,1.0,977.5
4791678683-1,2023-03-25 00:00:00.000,1.0,1017.63
4791679038-1,2023-07-06 00:00:00.000,5.0,3433.0
4791679038-1,2023-08-31 00:00:00.000,5.0,3433.0
4791680159-10001,2023-06-15 00:00:00.000,1.0,719.13
4791680260-1,2023-03-25 00:00:00.000,5.0,111.97
4791680260-2,2023-03-25 00:00:00.000,10.0,179.57
4791680260-3,2023-03-25 00:00:00.000,10.0,179.57
4791680341-10001,2023-03-31 00:00:00.000,1.0,24800.0
4791680341-10002,2023-05-02 00:00:00.000,1.0,24000.0
4791680341-10003,2023-07-02 00:00:00.000,1.0,24800.0
4791680341-10004,2023-07-02 00:00:00.000,1.0,24000.0
4791680341-10005,2023-07-28 00:00:00.000,1.0,24800.0
4791680341-10006,2023-08-30 00:00:00.000,1.0,24800.0
4791680341-10007,2023-11-08 00:00:00.000,1.0,24000.0
4791680341-10008,2023-11-03 00:00:00.000,1.0,24800.0
4791680346-1,2023-05-30 00:00:00.000,1.0,408.24
4791680346-10001,2023-05-30 00:00:00.000,1.0,30.52
4791680346-10002,2023-05-30 00:00:00.000,1.0,187.24
4791680346-2,2023-05-30 00:00:00.000,1.0,410.27
4791680346-3,2023-05-30 00:00:00.000,1.0,485.95
4791680346-5,2023-05-30 00:00:00.000,1.0,18.99
4791680404-1,2023-03-25 00:00:00.000,10.0,179.57
4791680404-2,2023-03-25 00:00:00.000,3.0,60.38
4791680404-3,2023-03-25 00:00:00.000,10.0,76.45
4791680476-1,2023-04-01 00:00:00.000,30.0,5088.19
4791680476-1,2023-06-12 00:00:00.000,83.0,14077.34
4791680476-2,2023-04-01 00:00:00.000,30.0,2035.28
4791680476-2,2023-06-12 00:00:00.000,83.0,5630.93
4791680476-3,2023-04-01 00:00:00.000,30.0,2035.28
4791680476-3,2023-06-12 00:00:00.000,83.0,5630.93
4791680476-4,2023-04-01 00:00:00.000,30.0,2035.28
4791680476-4,2023-06-12 00:00:00.000,83.0,5630.93
4791680476-5,2023-04-01 00:00:00.000,30.0,2035.28
4791680476-5,2023-06-12 00:00:00.000,83.0,5630.93
4791680478-10001,2023-03-29 00:00:00.000,1.0,2238.8
4791680629-10001,2023-03-30 00:00:00.000,1.0,31500.0
4791680721-1,2023-05-25 00:00:00.000,1.0,1713.32
4791680740-1,2023-06-02 00:00:00.000,2.0,667.57
4791680824-1,2023-05-08 00:00:00.000,4.0,3460.0
4791680824-2,2023-05-08 00:00:00.000,4.0,672.0
4791680824-3,2023-05-08 00:00:00.000,2.0,72.0
4791680824-3,2024-01-04 00:00:00.000,6.0,216.0
4791680824-4,2023-05-08 00:00:00.000,8.0,440.0
4791680824-5,2023-05-08 00:00:00.000,8.0,565.44
4791680824-6,2023-05-08 00:00:00.000,4.0,105.56
4791680824-7,2023-05-08 00:00:00.000,4.0,243.6
4791680824-8,2023-05-08 00:00:00.000,4.0,109.64
4791681004-1,2023-05-03 00:00:00.000,4.0,2120.32
4791681004-2,2023-05-03 00:00:00.000,8.0,1536.0
4791681004-3,2023-05-03 00:00:00.000,4.0,1100.0
4791681030-1,2023-05-05 00:00:00.000,1.0,722.34
4791682880-1,2023-06-01 00:00:00.000,2.0,61.3
4791682880-2,2023-06-07 00:00:00.000,6.0,73.14
4791683296-1,2023-03-28 00:00:00.000,10.0,237.78
4791683296-1,2023-05-11 00:00:00.000,10.0,237.78
4791683296-2,2023-03-28 00:00:00.000,20.0,207.05
4791683411-1,2023-03-28 00:00:00.000,31.0,101.78
4791683411-1,2023-04-11 00:00:00.000,5.0,16.42
4791683411-2,2023-03-14 00:00:00.000,36.0,118.2
4791683411-3,2023-03-28 00:00:00.000,24.0,78.8
4791683411-4,2023-03-28 00:00:00.000,34.0,97.57
4791683411-4,2023-04-11 00:00:00.000,2.0,5.74
4791683426-1,2023-03-14 00:00:00.000,20.0,211.8
4791683426-10,2023-03-14 00:00:00.000,1.0,5.31
4791683426-11,2023-03-14 00:00:00.000,1.0,5.31
4791683426-12,2023-03-14 00:00:00.000,1.0,5.64
4791683426-13,2023-03-14 00:00:00.000,1.0,2.66
4791683426-14,2023-03-14 00:00:00.000,5.0,89.78
4791683426-15,2023-03-14 00:00:00.000,5.0,89.78
4791683426-16,2023-03-14 00:00:00.000,10.0,108.41
4791683426-17,2023-03-14 00:00:00.000,5.0,55.15
4791683426-2,2023-03-14 00:00:00.000,10.0,56.98
4791683426-3,2023-03-14 00:00:00.000,1.0,63.05
4791683426-4,2023-03-14 00:00:00.000,2.0,32.67
4791683426-5,2023-03-14 00:00:00.000,1.0,13.96
4791683426-6,2023-03-14 00:00:00.000,1.0,21.64
4791683426-7,2023-03-14 00:00:00.000,1.0,7.65
4791683426-8,2023-03-14 00:00:00.000,1.0,21.13
4791683426-9,2023-03-14 00:00:00.000,1.0,14.45
4791683427-1,2023-03-28 00:00:00.000,1.0,33.71
4791683446-1,2023-11-17 00:00:00.000,6.0,168.52
4791683446-2,2023-11-17 00:00:00.000,6.0,144.09
4791683446-3,2023-11-17 00:00:00.000,2.0,68.45
4791683446-4,2023-11-19 00:00:00.000,1.0,6.89
4791683446-4,2023-11-22 00:00:00.000,5.0,34.46
4791683574-1,2023-03-07 00:00:00.000,1.0,158.48
4791683574-2,2023-03-09 00:00:00.000,1.0,158.48
4791684558-1,2023-03-28 00:00:00.000,20.0,141.79
4791684558-2,2023-03-28 00:00:00.000,20.0,203.93
4791684584-1,2023-03-16 00:00:00.000,20.0,143.96
4791684584-2,2023-03-16 00:00:00.000,10.0,100.06
4791684584-3,2023-05-09 00:00:00.000,15.0,296.03
4791684657-10001,2023-03-17 00:00:00.000,1.0,74.62
4791684657-10002,2023-03-17 00:00:00.000,1.0,74.62
4791684657-10003,2023-03-17 00:00:00.000,1.0,169.6
4791684658-10001,2023-03-17 00:00:00.000,1.0,848.03
4791684736-10001,2023-05-10 00:00:00.000,1.0,407.05
4791684736-10002,2023-05-10 00:00:00.000,1.0,474.89
4791684736-10003,2023-05-10 00:00:00.000,1.0,33.92
4791684736-10004,2023-05-10 00:00:00.000,1.0,244.23
4791684736-10005,2023-05-10 00:00:00.000,1.0,244.23
4791684736-10006,2023-05-10 00:00:00.000,1.0,18.99
4791684830-1,2023-06-30 00:00:00.000,8.0,694.7
