PO Line ID,Invoice Posting Date,IR Effective Quantity,Invoice Amount
4793728008-1,2025-01-31 00:00:00.000,20.0,60.24
4793728008-2,2025-01-31 00:00:00.000,20.0,27.7
4793728008-3,2025-01-31 00:00:00.000,8.0,123.18
4793728008-3,2025-02-11 00:00:00.000,2.0,30.79
4793728008-4,2025-01-31 00:00:00.000,11.0,59.37
4793728008-5,2025-01-31 00:00:00.000,10.0,60.55
4793728078-1,2025-02-03 00:00:00.000,15.0,929.81
4793728180-10001,2025-01-24 00:00:00.000,1.0,4969.91
4793728180-10002,2025-01-24 00:00:00.000,1.0,1899.65
4793728180-10003,2025-01-24 00:00:00.000,1.0,1305.71
4793728180-10004,2025-01-24 00:00:00.000,1.0,17628.26
4793728180-10005,2025-01-24 00:00:00.000,1.0,853.41
4793728180-10006,2025-01-24 00:00:00.000,1.0,3583.22
4793728180-10007,2025-01-24 00:00:00.000,1.0,2857.14
4793728293-10001,2025-06-11 00:00:00.000,1.0,3353.53
4793728461-1,2025-01-29 00:00:00.000,10.0,1219.93
4793728462-10001,2025-02-10 00:00:00.000,1.0,755.68
4793728744-10001,2025-02-03 00:00:00.000,1.0,38852.4
4793728744-10002,2025-02-25 00:00:00.000,1.0,38852.4
4793728744-10003,2025-03-26 00:00:00.000,1.0,38852.4
4793728744-10004,2025-04-30 00:00:00.000,1.0,38852.4
4793728744-10006,2025-08-28 00:00:00.000,1.0,38852.4
4793728831-1,2025-02-03 00:00:00.000,1.0,18576.0
4793728831-2,2025-02-03 00:00:00.000,1.0,1548.0
4793728831-3,2025-02-03 00:00:00.000,2.0,2373.6
4793728831-4,2025-02-03 00:00:00.000,1.0,1857.6
4793728831-5,2025-02-03 00:00:00.000,1.0,2064.0
4793728831-6,2025-02-03 00:00:00.000,2.0,3715.2
4793728850-1,2025-02-03 00:00:00.000,1.0,2270.4
4793728850-2,2025-02-03 00:00:00.000,1.0,1238.4
4793728891-1,2025-02-03 00:00:00.000,1.0,7224.0
4793729174-1,2025-01-31 00:00:00.000,1.0,16.41
4793729487-1,2025-02-12 00:00:00.000,4.0,576.39
4793730798-1,2025-06-10 00:00:00.000,1.0,142.23
4793730894-10001,2025-02-27 00:00:00.000,1.0,931.67
4793730894-2,2025-02-27 00:00:00.000,1.0,2360.24
4793730894-3,2025-02-27 00:00:00.000,1.0,3726.7
4793730894-4,2025-02-27 00:00:00.000,1.0,621.11
4793730894-5,2025-02-27 00:00:00.000,1.0,310.55
4793730894-6,2025-02-27 00:00:00.000,1.0,993.78
4793730894-7,2025-02-27 00:00:00.000,1.0,621.11
4793730956-1,2025-02-07 00:00:00.000,1.0,454.98
4793730956-2,2025-02-07 00:00:00.000,1.0,73.28
4793730956-3,2025-02-07 00:00:00.000,1.0,19.69
4793732071-1,2025-02-04 00:00:00.000,1.0,1581.02
4793732109-1,2025-02-12 00:00:00.000,20.0,1679.0
4793732191-1,2025-01-29 00:00:00.000,30.0,2142.85
4793732191-2,2025-01-29 00:00:00.000,8.0,54.65
4793732191-3,2025-01-29 00:00:00.000,39.0,121.11
4793732191-4,2025-01-29 00:00:00.000,4.0,111.8
4793732191-5,2025-01-29 00:00:00.000,2.0,248.44
4793732191-6,2025-01-29 00:00:00.000,2.0,12.42
4793732280-1,2025-05-12 00:00:00.000,4.0,158.45
4793732280-2,2025-05-12 00:00:00.000,4.0,801.81
4793732280-3,2025-05-12 00:00:00.000,4.0,194.4
4793732280-4,2025-05-12 00:00:00.000,1.0,26.39
4793732295-1,2025-04-15 00:00:00.000,1.8,387.39
4793732295-2,2025-04-15 00:00:00.000,1.8,387.39
4793732295-3,2025-04-15 00:00:00.000,1.8,387.39
4793732295-4,2025-04-15 00:00:00.000,5.45,74.47
4793732295-5,2025-04-15 00:00:00.000,5.45,37.23
4793732295-6,2025-04-15 00:00:00.000,5.45,33.51
4793732319-10001,2025-02-03 00:00:00.000,1.0,1375.0
4793732319-2,2025-02-03 00:00:00.000,3.0,635.22
4793732319-3,2025-02-03 00:00:00.000,3.0,687.21
4793732319-4,2025-02-03 00:00:00.000,18.0,89.46
4793732406-1,2025-02-03 00:00:00.000,1.0,5253.72
4793732507-1,2025-01-31 00:00:00.000,5.0,110.71
4793732507-1,2025-02-21 00:00:00.000,1.0,22.14
4793732554-1,2025-03-11 00:00:00.000,1.0,4146.36
4793732554-2,2025-03-11 00:00:00.000,1.0,68.18
4793732574-10001,2025-02-05 00:00:00.000,1.0,745.34
4793732607-10001,2025-02-04 00:00:00.000,1.0,956.52
4793732677-1,2025-01-23 00:00:00.000,2.0,75.6
4793732696-1,2025-02-03 00:00:00.000,1.0,60.79
4793733139-1,2025-02-24 00:00:00.000,16.0,129.98
4793733139-2,2025-02-24 00:00:00.000,1.0,10.88
4793733139-3,2025-02-24 00:00:00.000,1.0,21.96
4793733139-4,2025-02-24 00:00:00.000,1.0,2.22
4793733139-5,2025-02-24 00:00:00.000,1.0,4.67
4793733314-1,2025-02-27 00:00:00.000,1.0,5900.62
4793733314-10001,2025-02-27 00:00:00.000,1.0,5590.06
4793733314-10002,2025-02-27 00:00:00.000,1.0,2857.14
4793733314-10003,2025-02-27 00:00:00.000,1.0,248.44
4793733314-4,2025-02-27 00:00:00.000,1.0,745.34
4793733314-5,2025-02-27 00:00:00.000,1.0,186.33
4793733314-6,2025-02-27 00:00:00.000,48.0,298.13
4793733318-10001,2025-03-07 00:00:00.000,1.0,956.52
4793733550-10001,2025-03-07 00:00:00.000,1.0,223.6
4793734780-10001,2025-03-25 00:00:00.000,1.0,2020.0
4793734780-10002,2025-03-25 00:00:00.000,1.0,1400.0
4793734780-10003,2025-03-25 00:00:00.000,1.0,4040.0
4793734939-10001,2025-03-17 00:00:00.000,3.0,13050.0
4793736093-1,2025-04-08 00:00:00.000,1.0,273.29
4793736093-2,2025-04-08 00:00:00.000,2.0,3.71
4793736547-1,2025-01-28 00:00:00.000,1.0,33.88
4793736547-2,2025-01-28 00:00:00.000,1.0,13.66
4793736803-10001,2025-02-11 00:00:00.000,1.0,1392.54
4793736811-10001,2025-02-11 00:00:00.000,1.0,1392.54
4793736843-1,2025-02-13 00:00:00.000,1.0,1432.04
4793736844-1,2025-01-31 00:00:00.000,1.0,111.8
4793737027-1,2025-02-10 00:00:00.000,4.0,16636.0
4793737027-2,2025-02-10 00:00:00.000,1.0,1405.73
4793737027-3,2025-02-10 00:00:00.000,1.0,716.75
4793737027-4,2025-02-10 00:00:00.000,1.0,532.88
4793737027-5,2025-02-10 00:00:00.000,1.0,105.68
4793737027-6,2025-02-27 00:00:00.000,1.0,1000.0
4793737157-10001,2025-02-26 00:00:00.000,1.0,4242.85
4793737157-10001,2025-03-11 00:00:00.000,-1.0,-4242.85
4793737157-10002,2025-02-26 00:00:00.000,1.0,307.45
4793737157-10002,2025-03-11 00:00:00.000,-1.0,-307.45
4793737159-10001,2025-02-24 00:00:00.000,1.0,153.83
4793737159-10002,2025-02-24 00:00:00.000,1.0,757.76
4793737159-10003,2025-02-24 00:00:00.000,1.0,757.76
4793737159-10004,2025-02-24 00:00:00.000,4.0,901.84
4793737809-1,2025-02-05 00:00:00.000,48.0,32.16
4793737810-1,2025-02-10 00:00:00.000,1.0,35.14
4793737811-1,2025-03-10 00:00:00.000,2.0,28.56
4793737812-1,2025-03-07 00:00:00.000,1.0,2652.63
4793737816-1,2025-07-03 00:00:00.000,1.0,125.77
4793740197-1,2025-02-03 00:00:00.000,10.0,46.7
4793740197-2,2025-02-03 00:00:00.000,6.0,98.64
4793740197-3,2025-02-03 00:00:00.000,10.0,23.97
4793740197-4,2025-02-03 00:00:00.000,2.0,31.68
4793740197-5,2025-02-03 00:00:00.000,1.0,32.29
4793740197-6,2025-02-03 00:00:00.000,3.0,12.68
4793741729-1,2025-02-24 00:00:00.000,1.0,959.44
4793741729-1,2025-06-27 00:00:00.000,-1.0,-959.44
4793741729-2,2025-02-24 00:00:00.000,1.0,959.44
4793741729-2,2025-06-27 00:00:00.000,-1.0,-959.44
4793741729-3,2025-02-24 00:00:00.000,1.0,959.44
4793741729-3,2025-06-27 00:00:00.000,-1.0,-959.44
4793741747-1,2025-02-03 00:00:00.000,1.0,1186.8
4793741749-1,2025-02-03 00:00:00.000,1.0,1050.81
4793741753-1,2025-02-17 00:00:00.000,1.0,1548.0
4793741753-2,2025-02-17 00:00:00.000,1.0,1548.0
4793741781-1,2025-02-03 00:00:00.000,1.0,13800.0
4793741797-1,2025-02-03 00:00:00.000,1.0,1050.81
4793741805-1,2025-02-03 00:00:00.000,1.0,1644.75
4793741806-10001,2025-02-03 00:00:00.000,1.0,4380.0
4793741806-10001,2025-02-13 00:00:00.000,-1.0,-4380.0
4793741806-10001,2025-05-30 00:00:00.000,1.0,4380.0
4793741806-10002,2025-02-24 00:00:00.000,1.0,4380.0
4793741806-10002,2025-03-25 00:00:00.000,-1.0,-4380.0
4793741806-10002,2025-04-23 00:00:00.000,1.0,4380.0
4793741806-10003,2025-03-27 00:00:00.000,1.0,4380.0
4793741806-10004,2025-04-30 00:00:00.000,1.0,4380.0
4793741807-10001,2025-02-27 00:00:00.000,1.0,1972.15
4793741807-10002,2025-03-26 00:00:00.000,1.0,1972.15
4793741807-10003,2025-04-23 00:00:00.000,1.0,1972.15
4793741807-10004,2025-05-29 00:00:00.000,1.0,1972.15
4793741807-10005,2025-08-05 00:00:00.000,1.0,64.84
4793741808-10001,2025-02-27 00:00:00.000,1.0,55756.7
4793741808-10002,2025-03-27 00:00:00.000,1.0,55756.7
4793741808-10003,2025-04-29 00:00:00.000,1.0,55756.7
4793741808-10003,2025-04-30 00:00:00.000,-1.0,-55756.7
4793741810-1,2025-02-03 00:00:00.000,1.0,987.0
4793741810-2,2025-02-03 00:00:00.000,1.0,987.0
4793741841-10,2025-02-03 00:00:00.000,1.0,2150.0
4793741841-11,2025-02-03 00:00:00.000,1.0,1182.5
4793741841-12,2025-02-03 00:00:00.000,1.0,2848.75
4793741841-4,2025-02-03 00:00:00.000,1.0,15050.0
4793741841-5,2025-02-03 00:00:00.000,1.0,1553.38
4793741841-6,2025-02-03 00:00:00.000,1.0,1370.63
4793741841-7,2025-02-03 00:00:00.000,1.0,1128.75
4793741841-8,2025-02-03 00:00:00.000,1.0,1720.0
4793741841-9,2025-02-03 00:00:00.000,1.0,1720.0
4793741882-1,2025-02-27 00:00:00.000,31.0,304.22
4793741882-2,2025-02-27 00:00:00.000,31.0,304.22
4793741933-1,2025-09-14 00:00:00.000,31.0,347.73
4793741933-2,2025-09-14 00:00:00.000,31.0,347.73
4793741939-2,2025-02-12 00:00:00.000,31.0,182.53
4793741949-1,2025-02-22 00:00:00.000,31.0,347.73
4793741949-2,2025-02-22 00:00:00.000,31.0,347.73
4793741955-1,2025-02-12 00:00:00.000,31.0,293.44
4793741955-2,2025-02-12 00:00:00.000,31.0,304.22
4793741955-3,2025-02-12 00:00:00.000,31.0,304.22
4793741955-4,2025-02-12 00:00:00.000,31.0,304.22
4793741955-8,2025-02-12 00:00:00.000,31.0,347.73
4793741957-1,2025-02-12 00:00:00.000,31.0,2118.01
4793741958-1,2025-02-12 00:00:00.000,31.0,293.44
4793741966-1,2025-02-12 00:00:00.000,31.0,254.54
4793741967-1,2025-02-12 00:00:00.000,31.0,3042.23
4793741974-1,2025-02-27 00:00:00.000,31.0,96.27
4793742010-1,2025-09-14 00:00:00.000,31.0,489.83
4793742053-1,2025-02-12 00:00:00.000,31.0,182.53
4793742053-2,2025-02-12 00:00:00.000,31.0,254.54
4793742053-3,2025-02-12 00:00:00.000,31.0,254.54
4793742064-1,2025-02-12 00:00:00.000,31.0,1195.32
4793742067-1,2025-02-12 00:00:00.000,31.0,1820.33
4793742135-1,2025-05-13 00:00:00.000,2.0,4120.88
4793742358-1,2025-02-22 00:00:00.000,31.0,304.22
4793742358-2,2025-02-22 00:00:00.000,31.0,304.22
4793742358-3,2025-02-22 00:00:00.000,31.0,304.22
4793742358-4,2025-02-22 00:00:00.000,31.0,304.22
4793742358-5,2025-02-22 00:00:00.000,31.0,304.22
4793742358-6,2025-02-22 00:00:00.000,31.0,304.22
4793742358-7,2025-02-22 00:00:00.000,31.0,96.27
4793742459-1,2025-02-12 00:00:00.000,31.0,336.95
4793742474-1,2025-02-12 00:00:00.000,31.0,293.44
4793742474-2,2025-02-12 00:00:00.000,31.0,293.44
4793742520-1,2025-02-12 00:00:00.000,31.0,293.44
4793742520-2,2025-02-12 00:00:00.000,31.0,795.4
4793742520-3,2025-02-12 00:00:00.000,31.0,304.22
4793742520-4,2025-02-12 00:00:00.000,31.0,304.22
4793742520-5,2025-02-12 00:00:00.000,31.0,304.22
4793742520-6,2025-02-12 00:00:00.000,31.0,304.22
4793742538-1,2025-02-12 00:00:00.000,31.0,96.27
4793742553-1,2025-02-12 00:00:00.000,31.0,591.5
4793742553-2,2025-02-12 00:00:00.000,31.0,591.5
4793742594-1,2025-02-12 00:00:00.000,31.0,182.53
4793742594-2,2025-02-12 00:00:00.000,31.0,228.16
4793742610-1,2025-02-12 00:00:00.000,31.0,489.83
4793742612-1,2025-02-12 00:00:00.000,31.0,293.44
4793742632-1,2025-02-12 00:00:00.000,31.0,96.27
4793742656-1,2025-02-12 00:00:00.000,31.0,347.73
4793742668-1,2025-02-12 00:00:00.000,31.0,96.27
4793742668-2,2025-02-12 00:00:00.000,31.0,96.27
4793742668-3,2025-02-12 00:00:00.000,31.0,96.27
4793742668-4,2025-02-12 00:00:00.000,31.0,96.27
4793742670-2,2025-02-12 00:00:00.000,31.0,247.61
4793742672-1,2025-02-12 00:00:00.000,31.0,304.22
4793742673-1,2025-02-27 00:00:00.000,31.0,254.54
4793742673-2,2025-02-27 00:00:00.000,31.0,254.54
4793742680-1,2025-02-12 00:00:00.000,31.0,489.83
4793742680-2,2025-02-12 00:00:00.000,31.0,489.83
4793742682-1,2025-02-12 00:00:00.000,31.0,228.16
4793742682-2,2025-02-12 00:00:00.000,31.0,228.16
4793742682-3,2025-02-12 00:00:00.000,31.0,228.16
4793742682-4,2025-02-12 00:00:00.000,31.0,228.16
4793742682-5,2025-02-12 00:00:00.000,31.0,228.16
4793742697-1,2025-02-12 00:00:00.000,31.0,304.22
4793742697-10,2025-02-12 00:00:00.000,31.0,228.16
4793742697-11,2025-02-12 00:00:00.000,31.0,228.16
4793742697-12,2025-02-12 00:00:00.000,31.0,247.61
4793742697-13,2025-02-12 00:00:00.000,31.0,247.61
4793742697-14,2025-02-12 00:00:00.000,31.0,228.16
4793742697-2,2025-02-12 00:00:00.000,31.0,304.22
4793742697-3,2025-02-12 00:00:00.000,31.0,96.27
4793742697-4,2025-02-12 00:00:00.000,31.0,96.27
4793742697-5,2025-02-12 00:00:00.000,31.0,96.27
4793742697-6,2025-02-12 00:00:00.000,22.0,68.32
4793742697-7,2025-02-12 00:00:00.000,31.0,247.61
4793742697-8,2025-02-12 00:00:00.000,31.0,247.61
4793742697-9,2025-02-12 00:00:00.000,31.0,228.16
4793742734-1,2025-02-12 00:00:00.000,31.0,254.54
4793742734-2,2025-02-12 00:00:00.000,31.0,254.54
4793742734-3,2025-02-12 00:00:00.000,31.0,254.54
4793742744-1,2025-02-12 00:00:00.000,31.0,96.27
4793742744-2,2025-02-12 00:00:00.000,31.0,96.27
4793742744-3,2025-02-12 00:00:00.000,31.0,96.27
4793742744-4,2025-02-12 00:00:00.000,31.0,96.27
4793742745-1,2025-02-12 00:00:00.000,31.0,96.27
4793742745-2,2025-02-12 00:00:00.000,31.0,96.27
4793742745-3,2025-02-12 00:00:00.000,31.0,96.27
4793742771-1,2025-02-12 00:00:00.000,31.0,96.27
4793742785-1,2025-02-12 00:00:00.000,31.0,96.27
4793742858-1,2025-02-12 00:00:00.000,31.0,96.27
4793742858-2,2025-02-12 00:00:00.000,31.0,96.27
4793742858-3,2025-02-12 00:00:00.000,31.0,96.27
4793745569-1,2025-02-12 00:00:00.000,31.0,96.27
4793745608-1,2025-09-15 00:00:00.000,31.0,96.27
4793745625-1,2025-02-12 00:00:00.000,31.0,195.62
4793745643-1,2025-02-12 00:00:00.000,31.0,182.53
4793745645-1,2025-02-12 00:00:00.000,31.0,182.53
4793745648-1,2025-02-12 00:00:00.000,31.0,96.27
4793745649-1,2025-02-13 00:00:00.000,31.0,293.44
4793745649-2,2025-02-13 00:00:00.000,31.0,304.22
4793745651-1,2025-02-27 00:00:00.000,31.0,96.27
4793745651-2,2025-02-27 00:00:00.000,22.0,68.32
4793745654-1,2025-02-13 00:00:00.000,31.0,96.27
4793745654-2,2025-02-13 00:00:00.000,31.0,96.27
4793745663-1,2025-09-15 00:00:00.000,31.0,182.53
4793745672-1,2025-02-12 00:00:00.000,31.0,182.53
4793745680-1,2025-02-12 00:00:00.000,31.0,182.53
4793745680-2,2025-02-12 00:00:00.000,31.0,182.53
4793745680-3,2025-02-12 00:00:00.000,31.0,182.53
4793745702-1,2025-09-15 00:00:00.000,31.0,228.16
4793745711-1,2025-02-12 00:00:00.000,31.0,857.02
4793745917-1,2025-02-13 00:00:00.000,31.0,96.27
4793745978-1,2025-02-27 00:00:00.000,31.0,96.27
4793745988-1,2025-02-13 00:00:00.000,31.0,304.22
4793745993-1,2025-04-11 00:00:00.000,31.0,96.27
4793746002-1,2025-02-13 00:00:00.000,31.0,96.27
4793746004-1,2025-09-15 00:00:00.000,31.0,1086.54
4793746017-1,2025-02-13 00:00:00.000,31.0,1086.54
4793746019-1,2025-02-13 00:00:00.000,31.0,96.27
4793746050-1,2025-02-13 00:00:00.000,31.0,254.54
4793746073-1,2025-02-27 00:00:00.000,31.0,1251.55
4793746073-2,2025-09-07 00:00:00.000,31.0,1251.55
4793746073-3,2025-09-07 00:00:00.000,31.0,1251.55
4793746080-1,2025-02-13 00:00:00.000,31.0,96.27
4793746090-1,2025-02-27 00:00:00.000,31.0,489.83
4793746091-1,2025-02-27 00:00:00.000,31.0,308.07
4793746091-2,2025-02-27 00:00:00.000,31.0,308.07
4793746110-1,2025-09-22 00:00:00.000,18.67,183.22
4793746110-2,2025-02-13 00:00:00.000,31.0,96.27
4793746604-1,2025-02-04 00:00:00.000,2.0,451.86
4793746646-10001,2025-02-27 00:00:00.000,1.0,442.85
4793746646-10002,2025-03-25 00:00:00.000,1.0,399.99
4793746646-10003,2025-04-11 00:00:00.000,1.0,442.85
4793746646-10004,2025-05-09 00:00:00.000,1.0,428.57
4793746646-10005,2025-06-10 00:00:00.000,1.0,442.85
4793746646-10006,2025-07-09 00:00:00.000,1.0,428.57
4793746648-10001,2025-02-13 00:00:00.000,1.0,442.85
4793746648-10002,2025-03-24 00:00:00.000,1.0,399.99
4793746648-10003,2025-04-11 00:00:00.000,1.0,442.85
4793746648-10004,2025-05-09 00:00:00.000,1.0,428.57
4793746648-10005,2025-06-10 00:00:00.000,1.0,442.85
4793746648-10006,2025-07-09 00:00:00.000,1.0,428.57
4793746677-1,2025-03-04 00:00:00.000,1.0,132.68
4793746678-1,2025-02-13 00:00:00.000,100.0,104.96
4793746752-2,2025-03-18 00:00:00.000,558.0,121.3
4793746752-3,2025-03-18 00:00:00.000,169.0,1164.1
4793746763-1,2025-01-31 00:00:00.000,2.0,59.34
4793746763-2,2025-01-31 00:00:00.000,2.0,3.06
4793746763-3,2025-01-31 00:00:00.000,1.0,6.09
4793746763-4,2025-01-31 00:00:00.000,7.0,104.3
4793746771-1,2025-03-20 00:00:00.000,155.0,37.54
4793746771-1,2025-04-21 00:00:00.000,-155.0,-37.54
4793746771-1,2025-04-22 00:00:00.000,155.0,37.54
4793746771-2,2025-03-20 00:00:00.000,119.0,28.82
4793746771-2,2025-04-21 00:00:00.000,-119.0,-28.82
4793746771-2,2025-04-22 00:00:00.000,124.0,30.03
4793746771-3,2025-03-20 00:00:00.000,927.41,201.61
4793746771-3,2025-04-21 00:00:00.000,-927.41,-201.61
4793746771-3,2025-04-22 00:00:00.000,919.8,199.95
4793746771-4,2025-03-20 00:00:00.000,61.93,590.44
4793746771-4,2025-04-21 00:00:00.000,-61.93,-590.44
4793746771-4,2025-04-22 00:00:00.000,53.0,505.3
4793746771-5,2025-02-21 00:00:00.000,7.0,1089.78
4793746791-1,2025-02-21 00:00:00.000,31.0,6.73
4793746791-2,2025-02-21 00:00:00.000,62.0,15.01
4793746791-3,2025-02-21 00:00:00.000,31.0,7.5
4793746791-4,2025-02-21 00:00:00.000,31.0,7.5
4793746875-1,2025-04-14 00:00:00.000,1.0,7.76
4793746875-2,2025-04-02 00:00:00.000,1.0,201.86
4793746875-3,2025-04-14 00:00:00.000,1.0,15.52
4793746875-4,2025-04-14 00:00:00.000,18.0,139.75
4793747005-1,2025-02-03 00:00:00.000,2.0,81.78
4793747250-10001,2025-02-13 00:00:00.000,1.0,1155.27
4793747250-10002,2025-10-26 00:00:00.000,1.0,1155.27
4793747253-10001,2025-02-13 00:00:00.000,1.0,9126.7
4793747284-10001,2025-02-10 00:00:00.000,1.0,1968.7
4793747532-1,2025-02-12 00:00:00.000,2.0,186.32
4793747532-2,2025-02-12 00:00:00.000,2.0,186.32
4793747621-1,2025-02-12 00:00:00.000,2.0,186.32
4793747621-2,2025-02-12 00:00:00.000,2.0,186.32
4793747674-1,2025-02-10 00:00:00.000,1.0,360.74
4793747685-1,2025-02-03 00:00:00.000,23.0,1857.14
4793747685-1,2025-03-06 00:00:00.000,8.0,645.96
4793747685-10,2025-02-03 00:00:00.000,23.0,285.71
4793747685-10,2025-03-06 00:00:00.000,8.0,99.38
4793747685-11,2025-02-03 00:00:00.000,23.0,285.71
4793747685-11,2025-03-06 00:00:00.000,8.0,99.38
4793747685-12,2025-02-03 00:00:00.000,23.0,285.71
4793747685-12,2025-03-06 00:00:00.000,8.0,99.38
4793747685-13,2025-02-03 00:00:00.000,23.0,285.71
4793747685-13,2025-03-06 00:00:00.000,8.0,99.38
4793747685-14,2025-02-03 00:00:00.000,23.0,285.71
4793747685-14,2025-03-06 00:00:00.000,8.0,99.38
4793747685-15,2025-02-03 00:00:00.000,23.0,285.71
4793747685-15,2025-03-06 00:00:00.000,8.0,99.38
4793747685-16,2025-02-03 00:00:00.000,23.0,416.29
4793747685-16,2025-03-06 00:00:00.000,8.0,144.79
4793747685-17,2025-02-03 00:00:00.000,23.0,285.71
4793747685-17,2025-03-06 00:00:00.000,8.0,99.38
4793747685-18,2025-02-03 00:00:00.000,23.0,285.71
4793747685-18,2025-03-06 00:00:00.000,8.0,99.38
4793747685-19,2025-02-03 00:00:00.000,23.0,285.71
4793747685-19,2025-03-06 00:00:00.000,8.0,99.38
4793747685-2,2025-02-03 00:00:00.000,23.0,1857.14
4793747685-2,2025-03-06 00:00:00.000,8.0,645.96
4793747685-20,2025-02-03 00:00:00.000,23.0,285.71
4793747685-20,2025-03-06 00:00:00.000,8.0,99.38
4793747685-21,2025-02-03 00:00:00.000,23.0,285.71
4793747685-21,2025-03-06 00:00:00.000,8.0,99.38
4793747685-22,2025-02-03 00:00:00.000,23.0,285.71
4793747685-22,2025-03-06 00:00:00.000,8.0,99.38
4793747685-23,2025-02-03 00:00:00.000,23.0,285.71
4793747685-23,2025-03-06 00:00:00.000,8.0,99.38
4793747685-24,2025-02-03 00:00:00.000,23.0,285.71
4793747685-24,2025-03-06 00:00:00.000,8.0,99.38
4793747685-3,2025-02-03 00:00:00.000,23.0,1857.14
4793747685-3,2025-03-06 00:00:00.000,8.0,645.96
4793747685-4,2025-02-03 00:00:00.000,23.0,2571.42
4793747685-4,2025-03-06 00:00:00.000,8.0,894.41
4793747685-5,2025-02-03 00:00:00.000,23.0,2142.85
4793747685-5,2025-03-06 00:00:00.000,8.0,745.34
4793747685-6,2025-02-03 00:00:00.000,23.0,416.29
4793747685-6,2025-03-06 00:00:00.000,8.0,144.79
4793747685-7,2025-02-03 00:00:00.000,23.0,285.71
4793747685-7,2025-03-06 00:00:00.000,8.0,99.38
4793747685-8,2025-02-03 00:00:00.000,23.0,285.71
4793747685-8,2025-03-06 00:00:00.000,8.0,99.38
4793747685-9,2025-02-03 00:00:00.000,23.0,285.71
4793747685-9,2025-03-06 00:00:00.000,8.0,99.38
4793747811-1,2025-01-30 00:00:00.000,2.0,40.68
4793747811-2,2025-01-30 00:00:00.000,2.0,60.62
4793747849-10001,2025-03-18 00:00:00.000,1.0,167.7
4793747849-10002,2025-03-18 00:00:00.000,1.0,31.05
4793747874-1,2025-02-06 00:00:00.000,1.0,28980.0
4793747874-2,2025-02-06 00:00:00.000,1.0,5270.0
4793747874-3,2025-02-06 00:00:00.000,1.0,9090.0
4793747874-4,2025-02-06 00:00:00.000,1.0,25000.0
4793747978-1,2025-01-31 00:00:00.000,1.0,499.99
4793747978-10001,2025-01-31 00:00:00.000,1.0,321.42
4793747978-10002,2025-01-31 00:00:00.000,1.0,71.42
4793748075-1,2025-02-11 00:00:00.000,1.0,1111.01
4793748238-1,2025-03-20 00:00:00.000,2.0,98.5
4793748238-2,2025-02-21 00:00:00.000,1.0,110.78
4793748238-3,2025-02-21 00:00:00.000,1.0,18.44
4793748238-4,2025-03-20 00:00:00.000,4.0,20.05
4793748238-5,2025-02-21 00:00:00.000,1.0,15.56
4793748238-5,2025-03-20 00:00:00.000,3.0,46.7
4793748487-1,2025-02-12 00:00:00.000,24.0,83.32
4793749351-1,2025-02-07 00:00:00.000,4.0,347.82
4793749359-1,2025-02-10 00:00:00.000,2.0,173.91
4793749359-2,2025-02-10 00:00:00.000,3.0,8.38
4793749423-1,2025-02-10 00:00:00.000,2.0,5.59
4793749423-2,2025-02-10 00:00:00.000,2.0,173.91
4793749544-1,2025-02-10 00:00:00.000,15.0,1304.34
4793749544-2,2025-02-10 00:00:00.000,16.0,44.72
4793749544-3,2025-02-10 00:00:00.000,4.0,18.58
4793749593-1,2025-02-10 00:00:00.000,7.5,652.17
4793749593-2,2025-02-10 00:00:00.000,8.0,37.16
4793749593-3,2025-02-10 00:00:00.000,20.0,55.9
4793749593-4,2025-02-10 00:00:00.000,87.61,57.13
4793749690-1,2025-02-10 00:00:00.000,6.5,565.21
4793749690-2,2025-02-10 00:00:00.000,43.81,28.57
4793749690-3,2025-02-10 00:00:00.000,8.0,37.16
4793749690-4,2025-02-10 00:00:00.000,12.0,33.54
4793749716-1,2025-02-10 00:00:00.000,4.0,347.82
4793749716-2,2025-02-10 00:00:00.000,43.81,28.57
4793749716-3,2025-02-10 00:00:00.000,1.0,4.64
4793749716-4,2025-02-10 00:00:00.000,1.0,2.79
4793749747-1,2025-02-10 00:00:00.000,12.0,1043.47
4793749747-2,2025-02-10 00:00:00.000,3.0,316.77
4793749747-3,2025-02-10 00:00:00.000,15.0,41.92
4793749804-1,2025-02-07 00:00:00.000,4.0,347.82
4793749804-2,2025-02-07 00:00:00.000,5.0,23.22
4793750827-1,2025-02-03 00:00:00.000,9.0,162.33
4793750827-1,2025-02-04 00:00:00.000,1.0,18.04
4793750887-1,2025-01-29 00:00:00.000,1.0,2360.24
4793750887-1,2025-02-03 00:00:00.000,0.0,0.0
4793750888-1,2025-06-19 00:00:00.000,310.0,1783.16
4793750888-10,2025-06-19 00:00:00.000,620.0,2426.08
4793750888-11,2025-06-19 00:00:00.000,372.0,5822.6
4793750888-2,2025-06-19 00:00:00.000,115.0,642.85
4793750888-3,2025-06-19 00:00:00.000,124.0,693.16
4793750888-4,2025-06-19 00:00:00.000,186.0,1039.75
4793750888-5,2025-06-19 00:00:00.000,93.0,363.91
4793750888-6,2025-06-19 00:00:00.000,93.0,363.91
4793750888-7,2025-06-19 00:00:00.000,93.0,363.91
4793750888-8,2025-06-19 00:00:00.000,93.0,363.91
4793750888-9,2025-06-19 00:00:00.000,93.0,155.96
4793750897-1,2025-02-08 00:00:00.000,1.0,173.91
4793750897-2,2025-02-01 00:00:00.000,1.0,157.14
